%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Mean wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Mean wave direction (deg N),MASE-01 Mean wave direction (deg N) quality
2022-07-12 10:16,122.16,not evaluated
2022-07-12 10:46,121.11,not evaluated
2022-07-12 11:16,119.46,not evaluated
2022-07-12 11:46,118.54,not evaluated
2022-07-12 12:16,119.62,not evaluated
2022-07-12 12:46,117.69,not evaluated
2022-07-12 13:16,121.84,not evaluated
2022-07-12 13:46,119.03,not evaluated
2022-07-12 14:16,121.45,not evaluated
2022-07-12 14:46,121.98,not evaluated
2022-07-12 15:16,122.16,not evaluated
2022-07-12 15:46,119.98,not evaluated
2022-07-12 16:16,122.71,not evaluated
2022-07-12 16:46,123.61,not evaluated
2022-07-12 17:16,123.22,not evaluated
2022-07-12 17:46,124.87,not evaluated
2022-07-12 18:16,128.32,not evaluated
2022-07-12 18:46,129.49,not evaluated
2022-07-12 19:16,129.96,not evaluated
2022-07-12 19:46,130.17,not evaluated
2022-07-12 20:16,135.71,not evaluated
2022-07-12 20:46,133.14,not evaluated
2022-07-12 21:16,133.33,not evaluated
2022-07-12 21:46,133.94,not evaluated
2022-07-12 22:16,134.94,not evaluated
2022-07-12 22:46,133.57,not evaluated
2022-07-12 23:16,136.64,not evaluated
2022-07-12 23:46,138.37,not evaluated
2022-07-13 00:16,138.53,not evaluated
2022-07-13 00:46,139.29,not evaluated
2022-07-13 01:16,137.72,not evaluated
2022-07-13 01:46,137.64,not evaluated
2022-07-13 02:16,139.25,not evaluated
2022-07-13 02:46,141.73,not evaluated
2022-07-13 03:16,136.59,not evaluated
2022-07-13 03:46,141.86,not evaluated
2022-07-13 04:16,141.65,not evaluated
2022-07-13 04:46,138.77,not evaluated
2022-07-13 05:16,141.31,not evaluated
2022-07-13 05:46,140.41,not evaluated
2022-07-13 06:16,141.91,not evaluated
2022-07-13 06:46,142.21,not evaluated
2022-07-13 07:16,140.76,not evaluated
2022-07-13 07:46,142.38,not evaluated
2022-07-13 08:16,143.35,not evaluated
2022-07-13 08:46,143.38,not evaluated
2022-07-13 09:16,146.27,not evaluated
2022-07-13 09:46,144.36,not evaluated
2022-07-13 10:16,144.19,not evaluated
2022-07-13 10:46,146.71,not evaluated
2022-07-13 11:16,145.02,not evaluated
2022-07-13 11:46,145.01,not evaluated
2022-07-13 12:16,147.83,not evaluated
2022-07-13 12:46,147.72,not evaluated
2022-07-13 13:16,149.74,not evaluated
2022-07-13 13:46,147.28,not evaluated
2022-07-13 14:16,148.95,not evaluated
2022-07-13 14:46,149.33,not evaluated
2022-07-13 15:16,147.87,not evaluated
2022-07-13 15:46,147.54,not evaluated
2022-07-13 16:16,150.14,not evaluated
2022-07-13 16:46,152.61,not evaluated
2022-07-13 17:16,149.79,not evaluated
2022-07-13 17:46,149.81,not evaluated
2022-07-13 18:16,150.47,not evaluated
2022-07-13 18:46,148.53,not evaluated
2022-07-13 19:16,147.36,not evaluated
2022-07-13 19:46,150.24,not evaluated
2022-07-13 20:16,150.10,not evaluated
2022-07-13 20:46,152.84,not evaluated
2022-07-13 21:16,150.87,not evaluated
2022-07-13 21:46,149.38,not evaluated
2022-07-13 22:16,147.81,not evaluated
2022-07-13 22:46,150.11,not evaluated
2022-07-13 23:16,149.28,not evaluated
2022-07-13 23:46,144.18,not evaluated
2022-07-14 00:16,144.20,not evaluated
2022-07-14 00:46,142.94,not evaluated
2022-07-14 01:16,146.84,not evaluated
2022-07-14 01:46,143.66,not evaluated
2022-07-14 02:16,142.82,not evaluated
2022-07-14 02:46,138.83,not evaluated
2022-07-14 03:16,140.56,not evaluated
2022-07-14 03:46,139.69,not evaluated
2022-07-14 04:16,138.77,not evaluated
2022-07-14 04:46,138.59,not evaluated
2022-07-14 05:16,140.68,not evaluated
2022-07-14 05:46,146.83,not evaluated
2022-07-14 06:16,149.75,not evaluated
2022-07-14 06:46,146.85,not evaluated
2022-07-14 07:16,146.06,not evaluated
2022-07-14 07:46,146.35,not evaluated
2022-07-14 08:16,143.61,not evaluated
2022-07-14 08:46,146.60,not evaluated
2022-07-14 09:16,148.40,not evaluated
2022-07-14 09:46,148.29,not evaluated
2022-07-14 10:16,148.66,not evaluated
2022-07-14 10:46,147.06,not evaluated
2022-07-14 11:16,145.94,not evaluated
2022-07-14 11:46,146.33,not evaluated
2022-07-14 12:16,146.07,not evaluated
2022-07-14 12:46,148.49,not evaluated
2022-07-14 13:16,148.10,not evaluated
2022-07-14 13:46,144.83,not evaluated
2022-07-14 14:16,140.68,not evaluated
2022-07-14 14:46,140.56,not evaluated
2022-07-14 15:16,141.12,not evaluated
2022-07-14 15:46,144.29,not evaluated
2022-07-14 16:16,148.88,not evaluated
2022-07-14 16:46,146.92,not evaluated
2022-07-14 17:16,144.78,not evaluated
2022-07-14 17:46,146.31,not evaluated
2022-07-14 18:16,142.09,not evaluated
2022-07-14 18:46,142.38,not evaluated
2022-07-14 19:16,147.18,not evaluated
2022-07-14 19:46,145.50,not evaluated
2022-07-14 20:16,143.34,not evaluated
2022-07-14 20:46,145.14,not evaluated
2022-07-14 21:16,146.37,not evaluated
2022-07-14 21:46,145.84,not evaluated
2022-07-14 22:16,142.86,not evaluated
2022-07-14 22:46,143.01,not evaluated
2022-07-14 23:16,140.25,not evaluated
2022-07-14 23:46,141.37,not evaluated
2022-07-15 00:16,140.21,not evaluated
2022-07-15 00:46,136.76,not evaluated
2022-07-15 01:16,136.92,not evaluated
2022-07-15 01:46,137.53,not evaluated
2022-07-15 02:16,135.66,not evaluated
2022-07-15 02:46,133.41,not evaluated
2022-07-15 03:16,135.00,not evaluated
2022-07-15 03:46,129.72,not evaluated
2022-07-15 04:16,130.65,not evaluated
2022-07-15 04:46,132.55,not evaluated
2022-07-15 05:16,128.20,not evaluated
2022-07-15 05:46,128.46,not evaluated
2022-07-15 06:16,132.80,not evaluated
2022-07-15 06:46,131.69,not evaluated
2022-07-15 07:16,134.06,not evaluated
2022-07-15 07:46,135.05,not evaluated
2022-07-15 08:16,136.58,not evaluated
2022-07-15 08:46,133.46,not evaluated
2022-07-15 09:16,143.29,not evaluated
2022-07-15 09:46,143.85,not evaluated
2022-07-15 10:16,144.95,not evaluated
2022-07-15 10:46,141.48,not evaluated
2022-07-15 11:16,144.64,not evaluated
2022-07-15 11:46,144.37,not evaluated
2022-07-15 12:16,137.99,not evaluated
2022-07-15 12:46,136.29,not evaluated
2022-07-15 13:16,134.71,not evaluated
2022-07-15 13:46,136.08,not evaluated
2022-07-15 14:16,131.47,not evaluated
2022-07-15 14:46,130.50,not evaluated
2022-07-15 15:16,128.33,not evaluated
2022-07-15 15:46,128.93,not evaluated
2022-07-15 16:16,125.75,not evaluated
2022-07-15 16:46,128.08,not evaluated
2022-07-15 17:16,131.84,not evaluated
2022-07-15 17:46,132.69,not evaluated
2022-07-15 18:16,128.96,not evaluated
2022-07-15 18:46,161.28,not evaluated
2022-07-15 19:16,129.07,not evaluated
2022-07-15 19:46,130.40,not evaluated
2022-07-15 20:16,133.18,not evaluated
2022-07-15 20:46,132.78,not evaluated
2022-07-15 21:16,132.27,not evaluated
2022-07-15 21:46,135.90,not evaluated
2022-07-15 22:16,134.95,not evaluated
2022-07-15 22:46,134.90,not evaluated
2022-07-15 23:16,137.65,not evaluated
2022-07-15 23:46,137.80,not evaluated
2022-07-16 00:16,136.10,not evaluated
2022-07-16 00:46,135.25,not evaluated
2022-07-16 01:16,134.44,not evaluated
2022-07-16 01:46,134.25,not evaluated
2022-07-16 02:16,135.34,not evaluated
2022-07-16 02:46,130.42,not evaluated
2022-07-16 03:16,130.10,not evaluated
2022-07-16 03:46,130.59,not evaluated
2022-07-16 04:16,128.24,not evaluated
2022-07-16 04:46,128.46,not evaluated
2022-07-16 05:16,126.24,not evaluated
2022-07-16 05:46,126.54,not evaluated
2022-07-16 06:16,125.60,not evaluated
2022-07-16 06:46,127.36,not evaluated
2022-07-16 07:16,130.46,not evaluated
2022-07-16 07:46,131.29,not evaluated
2022-07-16 08:16,128.97,not evaluated
2022-07-16 08:46,132.29,not evaluated
2022-07-16 09:16,134.80,not evaluated
2022-07-16 09:46,132.92,not evaluated
2022-07-16 10:16,133.79,not evaluated
2022-07-16 10:46,135.16,not evaluated
2022-07-16 11:16,139.06,not evaluated
2022-07-16 11:46,142.58,not evaluated
2022-07-16 12:16,138.48,not evaluated
2022-07-16 12:46,137.24,not evaluated
2022-07-16 13:16,135.51,not evaluated
2022-07-16 13:46,134.89,not evaluated
2022-07-16 14:16,137.06,not evaluated
2022-07-16 14:46,131.00,not evaluated
2022-07-16 15:16,134.01,not evaluated
2022-07-16 15:46,129.48,not evaluated
2022-07-16 16:16,138.12,not evaluated
2022-07-16 16:46,131.40,not evaluated
2022-07-16 17:16,132.38,not evaluated
2022-07-16 17:46,132.96,not evaluated
2022-07-16 18:16,131.94,not evaluated
2022-07-16 18:46,132.47,not evaluated
2022-07-16 19:16,133.11,not evaluated
2022-07-16 19:46,130.74,not evaluated
2022-07-16 20:16,133.16,not evaluated
2022-07-16 20:46,130.46,not evaluated
2022-07-16 21:16,131.41,not evaluated
2022-07-16 21:46,135.29,not evaluated
2022-07-16 22:16,132.91,not evaluated
2022-07-16 22:46,135.34,not evaluated
2022-07-16 23:16,141.13,not evaluated
2022-07-16 23:46,145.73,not evaluated
2022-07-17 00:16,144.48,not evaluated
2022-07-17 00:46,145.14,not evaluated
2022-07-17 01:16,141.85,not evaluated
2022-07-17 01:46,138.94,not evaluated
2022-07-17 02:16,138.09,not evaluated
2022-07-17 02:46,138.76,not evaluated
2022-07-17 03:16,138.56,not evaluated
2022-07-17 03:46,141.14,not evaluated
2022-07-17 04:16,139.46,not evaluated
2022-07-17 04:46,139.20,not evaluated
2022-07-17 05:16,138.16,not evaluated
2022-07-17 05:46,135.38,not evaluated
2022-07-17 06:16,134.00,not evaluated
2022-07-17 06:46,133.59,not evaluated
2022-07-17 07:16,134.25,not evaluated
2022-07-17 07:46,132.52,not evaluated
2022-07-17 08:16,131.78,not evaluated
2022-07-17 08:46,131.49,not evaluated
2022-07-17 09:16,133.59,not evaluated
2022-07-17 09:46,133.44,not evaluated
2022-07-17 10:16,134.63,not evaluated
2022-07-17 10:46,134.08,not evaluated
2022-07-17 11:16,132.86,not evaluated
2022-07-17 11:46,133.82,not evaluated
2022-07-17 12:16,135.05,not evaluated
2022-07-17 12:46,133.88,not evaluated
2022-07-17 13:16,133.27,not evaluated
2022-07-17 13:46,135.26,not evaluated
2022-07-17 14:16,132.64,not evaluated
2022-07-17 14:46,132.92,not evaluated
2022-07-17 15:16,133.72,not evaluated
2022-07-17 15:46,133.76,not evaluated
2022-07-17 16:16,136.06,not evaluated
2022-07-17 16:46,132.68,not evaluated
2022-07-17 17:16,130.28,not evaluated
2022-07-17 17:46,132.12,not evaluated
2022-07-17 18:16,132.96,not evaluated
2022-07-17 18:46,133.16,not evaluated
2022-07-17 19:16,132.48,not evaluated
2022-07-17 19:46,131.91,not evaluated
2022-07-17 20:16,132.16,not evaluated
2022-07-17 20:46,131.88,not evaluated
2022-07-17 21:16,131.49,not evaluated
2022-07-17 21:46,129.81,not evaluated
2022-07-17 22:16,131.67,not evaluated
2022-07-17 22:46,132.52,not evaluated
2022-07-17 23:16,132.63,not evaluated
2022-07-17 23:46,131.97,not evaluated
2022-07-18 00:16,132.66,not evaluated
2022-07-18 00:46,132.10,not evaluated
2022-07-18 01:16,131.40,not evaluated
2022-07-18 01:46,132.06,not evaluated
2022-07-18 02:16,130.12,not evaluated
2022-07-18 02:46,132.42,not evaluated
2022-07-18 03:16,129.86,not evaluated
2022-07-18 03:46,130.58,not evaluated
2022-07-18 04:16,131.08,not evaluated
2022-07-18 04:46,134.46,not evaluated
2022-07-18 05:16,132.52,not evaluated
2022-07-18 05:46,133.16,not evaluated
2022-07-18 06:16,133.41,not evaluated
2022-07-18 06:46,133.00,not evaluated
2022-07-18 07:16,133.68,not evaluated
2022-07-18 07:46,132.57,not evaluated
2022-07-18 08:16,135.76,not evaluated
2022-07-18 08:46,135.28,not evaluated
2022-07-18 09:16,133.58,not evaluated
2022-07-18 09:46,134.24,not evaluated
2022-07-18 10:16,133.10,not evaluated
2022-07-18 10:46,133.82,not evaluated
2022-07-18 11:16,135.93,not evaluated
2022-07-18 11:46,137.40,not evaluated
2022-07-18 12:16,138.08,not evaluated
2022-07-18 12:46,138.31,not evaluated
2022-07-18 13:16,137.51,not evaluated
2022-07-18 13:46,141.38,not evaluated
2022-07-18 14:16,139.99,not evaluated
2022-07-18 14:46,141.10,not evaluated
2022-07-18 15:16,138.76,not evaluated
2022-07-18 15:46,141.75,not evaluated
2022-07-18 16:16,141.96,not evaluated
2022-07-18 16:46,139.91,not evaluated
2022-07-18 17:16,137.96,not evaluated
2022-07-18 17:46,140.39,not evaluated
2022-07-18 18:16,141.12,not evaluated
2022-07-18 18:46,141.36,not evaluated
2022-07-18 19:16,141.20,not evaluated
2022-07-18 19:46,142.55,not evaluated
2022-07-18 20:16,143.12,not evaluated
2022-07-18 20:46,144.98,not evaluated
2022-07-18 21:16,144.53,not evaluated
2022-07-18 21:46,144.05,not evaluated
2022-07-18 22:16,141.96,not evaluated
2022-07-18 22:46,144.10,not evaluated
2022-07-18 23:16,145.20,not evaluated
2022-07-18 23:46,143.64,not evaluated
2022-07-19 00:16,144.05,not evaluated
2022-07-19 00:46,146.70,not evaluated
2022-07-19 01:16,145.98,not evaluated
2022-07-19 01:46,146.29,not evaluated
2022-07-19 02:16,145.35,not evaluated
2022-07-19 02:46,143.79,not evaluated
2022-07-19 03:16,142.48,not evaluated
2022-07-19 03:46,141.99,not evaluated
2022-07-19 04:16,143.39,not evaluated
2022-07-19 04:46,142.97,not evaluated
2022-07-19 05:16,142.58,not evaluated
2022-07-19 05:46,142.47,not evaluated
2022-07-19 06:16,139.99,not evaluated
2022-07-19 06:46,143.01,not evaluated
2022-07-19 07:16,139.64,not evaluated
2022-07-19 07:46,140.99,not evaluated
2022-07-19 08:16,138.98,not evaluated
2022-07-19 08:46,139.90,not evaluated
2022-07-19 09:16,141.90,not evaluated
2022-07-19 09:46,139.64,not evaluated
2022-07-19 10:16,141.70,not evaluated
2022-07-19 10:46,141.58,not evaluated
2022-07-19 11:16,141.95,not evaluated
2022-07-19 11:46,141.93,not evaluated
2022-07-19 12:16,142.50,not evaluated
2022-07-19 12:46,143.81,not evaluated
2022-07-19 13:16,148.43,not evaluated
2022-07-19 13:46,147.26,not evaluated
2022-07-19 14:16,146.80,not evaluated
2022-07-19 14:46,149.49,not evaluated
2022-07-19 15:16,148.73,not evaluated
2022-07-19 15:46,149.50,not evaluated
2022-07-19 16:16,149.06,not evaluated
2022-07-19 16:46,149.44,not evaluated
2022-07-19 17:16,151.33,not evaluated
2022-07-19 17:46,152.52,not evaluated
2022-07-19 18:16,151.79,not evaluated
2022-07-19 18:46,153.51,not evaluated
2022-07-19 19:16,152.06,not evaluated
2022-07-19 19:46,150.07,not evaluated
2022-07-19 20:16,150.47,not evaluated
2022-07-19 20:46,148.88,not evaluated
2022-07-19 21:16,147.45,not evaluated
2022-07-19 21:46,147.72,not evaluated
2022-07-19 22:16,144.92,not evaluated
2022-07-19 22:46,143.86,not evaluated
2022-07-19 23:16,143.80,not evaluated
2022-07-19 23:46,144.56,not evaluated
2022-07-20 00:16,145.56,not evaluated
2022-07-20 00:46,148.82,not evaluated
2022-07-20 01:16,145.99,not evaluated
2022-07-20 01:46,145.55,not evaluated
2022-07-20 02:16,146.73,not evaluated
2022-07-20 02:46,148.08,not evaluated
2022-07-20 03:16,149.50,not evaluated
2022-07-20 03:46,146.85,not evaluated
2022-07-20 04:16,149.55,not evaluated
2022-07-20 04:46,149.52,not evaluated
2022-07-20 05:16,151.26,not evaluated
2022-07-20 05:46,146.49,not evaluated
2022-07-20 06:16,145.39,not evaluated
2022-07-20 06:46,144.06,not evaluated
2022-07-20 07:16,144.16,not evaluated
2022-07-20 07:46,141.02,not evaluated
2022-07-20 08:16,138.95,not evaluated
2022-07-20 08:46,140.48,not evaluated
2022-07-20 09:16,139.62,not evaluated
2022-07-20 09:46,139.86,not evaluated
2022-07-20 10:16,140.00,not evaluated
2022-07-20 10:46,138.56,not evaluated
2022-07-20 11:16,140.49,not evaluated
2022-07-20 11:46,140.69,not evaluated
2022-07-20 12:16,143.91,not evaluated
2022-07-20 12:46,147.44,not evaluated
2022-07-20 13:16,146.58,not evaluated
2022-07-20 13:46,149.85,not evaluated
2022-07-20 14:16,152.01,not evaluated
2022-07-20 14:46,153.60,not evaluated
2022-07-20 15:16,154.19,not evaluated
2022-07-20 15:46,154.28,not evaluated
2022-07-20 16:16,157.62,not evaluated
2022-07-20 16:46,155.57,not evaluated
2022-07-20 17:16,155.21,not evaluated
2022-07-20 17:46,155.73,not evaluated
2022-07-20 18:16,157.43,not evaluated
2022-07-20 18:46,157.27,not evaluated
2022-07-20 19:16,151.60,not evaluated
2022-07-20 19:46,153.74,not evaluated
2022-07-20 20:16,154.25,not evaluated
2022-07-20 20:46,151.17,not evaluated
2022-07-20 21:16,151.91,not evaluated
2022-07-20 21:46,151.97,not evaluated
2022-07-20 22:16,151.96,not evaluated
2022-07-20 22:46,149.29,not evaluated
2022-07-20 23:16,146.19,not evaluated
2022-07-20 23:46,146.13,not evaluated
2022-07-21 00:16,146.98,not evaluated
2022-07-21 00:46,148.22,not evaluated
2022-07-21 01:16,148.06,not evaluated
2022-07-21 01:46,148.28,not evaluated
2022-07-21 02:16,147.45,not evaluated
2022-07-21 02:46,148.04,not evaluated
2022-07-21 03:16,146.06,not evaluated
2022-07-21 03:46,147.10,not evaluated
2022-07-21 04:16,150.98,not evaluated
2022-07-21 04:46,149.30,not evaluated
2022-07-21 05:16,153.50,not evaluated
2022-07-21 05:46,152.21,not evaluated
2022-07-21 06:16,153.68,not evaluated
2022-07-21 06:46,153.61,not evaluated
2022-07-21 07:16,153.95,not evaluated
2022-07-21 07:46,154.16,not evaluated
2022-07-21 08:16,154.49,not evaluated
2022-07-21 08:46,154.04,not evaluated
2022-07-21 09:16,153.36,not evaluated
2022-07-21 09:46,152.58,not evaluated
2022-07-21 10:16,151.95,not evaluated
2022-07-21 10:46,153.09,not evaluated
2022-07-21 11:16,153.20,not evaluated
2022-07-21 11:46,153.15,not evaluated
2022-07-21 12:16,157.75,not evaluated
2022-07-21 12:46,156.97,not evaluated
2022-07-21 13:16,155.07,not evaluated
2022-07-21 13:46,159.07,not evaluated
2022-07-21 14:16,160.74,not evaluated
2022-07-21 14:46,158.74,not evaluated
2022-07-21 15:16,156.30,not evaluated
2022-07-21 15:46,156.47,not evaluated
2022-07-21 16:16,156.50,not evaluated
2022-07-21 16:46,156.42,not evaluated
2022-07-21 17:16,156.24,not evaluated
2022-07-21 17:46,157.75,not evaluated
2022-07-21 18:16,156.80,not evaluated
2022-07-21 18:46,158.17,not evaluated
2022-07-21 19:16,157.71,not evaluated
2022-07-21 19:46,157.92,not evaluated
2022-07-21 20:16,159.57,not evaluated
2022-07-21 20:46,156.27,not evaluated
2022-07-21 21:16,154.70,not evaluated
2022-07-21 21:46,154.30,not evaluated
2022-07-21 22:16,155.28,not evaluated
2022-07-21 22:46,155.09,not evaluated
2022-07-21 23:16,155.96,not evaluated
2022-07-21 23:46,153.80,not evaluated
2022-07-22 00:16,153.26,not evaluated
2022-07-22 00:46,151.79,not evaluated
2022-07-22 01:16,153.40,not evaluated
2022-07-22 01:46,151.54,not evaluated
2022-07-22 02:16,153.74,not evaluated
2022-07-22 02:46,153.91,not evaluated
2022-07-22 03:16,153.72,not evaluated
2022-07-22 03:46,154.48,not evaluated
2022-07-22 04:16,154.37,not evaluated
2022-07-22 04:46,152.95,not evaluated
2022-07-22 05:16,154.06,not evaluated
2022-07-22 05:46,154.01,not evaluated
2022-07-22 06:16,153.93,not evaluated
2022-07-22 06:46,154.16,not evaluated
2022-07-22 07:16,152.51,not evaluated
2022-07-22 07:46,154.15,not evaluated
2022-07-22 08:16,154.37,not evaluated
2022-07-22 08:46,153.37,not evaluated
2022-07-22 09:16,150.45,not evaluated
2022-07-22 09:46,148.06,not evaluated
2022-07-22 10:16,147.59,not evaluated
2022-07-22 10:46,148.41,not evaluated
2022-07-22 11:16,147.55,not evaluated
2022-07-22 11:46,148.54,not evaluated
2022-07-22 12:16,147.70,not evaluated
2022-07-22 12:46,146.29,not evaluated
2022-07-22 13:16,147.37,not evaluated
2022-07-22 13:46,147.25,not evaluated
2022-07-22 14:16,149.08,not evaluated
2022-07-22 14:46,150.09,not evaluated
2022-07-22 15:16,151.82,not evaluated
2022-07-22 15:46,149.54,not evaluated
2022-07-22 16:16,150.90,not evaluated
2022-07-22 16:46,150.63,not evaluated
2022-07-22 17:16,151.41,not evaluated
2022-07-22 17:46,154.31,not evaluated
2022-07-22 18:16,154.13,not evaluated
2022-07-22 18:46,153.99,not evaluated
2022-07-22 19:16,153.58,not evaluated
2022-07-22 19:46,154.43,not evaluated
2022-07-22 20:16,149.84,not evaluated
2022-07-22 20:46,153.22,not evaluated
2022-07-22 21:16,149.89,not evaluated
2022-07-22 21:46,149.50,not evaluated
2022-07-22 22:16,148.12,not evaluated
2022-07-22 22:46,149.08,not evaluated
2022-07-22 23:16,144.55,not evaluated
2022-07-22 23:46,144.13,not evaluated
2022-07-23 00:16,143.07,not evaluated
2022-07-23 00:46,140.85,not evaluated
2022-07-23 01:16,141.13,not evaluated
2022-07-23 01:46,142.00,not evaluated
2022-07-23 02:16,146.38,not evaluated
2022-07-23 02:46,149.43,not evaluated
2022-07-23 03:16,149.59,not evaluated
2022-07-23 03:46,148.12,not evaluated
2022-07-23 04:16,147.60,not evaluated
2022-07-23 04:46,146.04,not evaluated
2022-07-23 05:16,146.07,not evaluated
2022-07-23 05:46,148.03,not evaluated
2022-07-23 06:16,147.39,not evaluated
2022-07-23 06:46,146.72,not evaluated
2022-07-23 07:16,145.41,not evaluated
2022-07-23 07:46,142.59,not evaluated
2022-07-23 08:16,145.21,not evaluated
2022-07-23 08:46,143.22,not evaluated
2022-07-23 09:16,141.10,not evaluated
2022-07-23 09:46,140.38,not evaluated
2022-07-23 10:16,138.03,not evaluated
2022-07-23 10:46,135.40,not evaluated
2022-07-23 11:16,139.30,not evaluated
2022-07-23 11:46,137.15,not evaluated
2022-07-23 12:16,134.20,not evaluated
2022-07-23 12:46,137.90,not evaluated
2022-07-23 13:16,134.65,not evaluated
2022-07-23 13:46,137.98,not evaluated
2022-07-23 14:16,139.90,not evaluated
2022-07-23 14:46,141.22,not evaluated
2022-07-23 15:16,137.74,not evaluated
2022-07-23 15:46,138.26,not evaluated
2022-07-23 16:16,138.30,not evaluated
2022-07-23 16:46,139.60,not evaluated
2022-07-23 17:16,142.80,not evaluated
2022-07-23 17:46,143.60,not evaluated
2022-07-23 18:16,141.31,not evaluated
2022-07-23 18:46,144.70,not evaluated
2022-07-23 19:16,143.36,not evaluated
2022-07-23 19:46,144.10,not evaluated
2022-07-23 20:16,141.89,not evaluated
2022-07-23 20:46,139.63,not evaluated
2022-07-23 21:16,138.90,not evaluated
2022-07-23 21:46,140.44,not evaluated
2022-07-23 22:16,139.21,not evaluated
2022-07-23 22:46,138.51,not evaluated
2022-07-23 23:16,136.27,not evaluated
2022-07-23 23:46,137.54,not evaluated
2022-07-24 00:16,134.11,not evaluated
2022-07-24 00:46,133.23,not evaluated
2022-07-24 01:16,134.40,not evaluated
2022-07-24 01:46,134.47,not evaluated
2022-07-24 02:16,136.68,not evaluated
2022-07-24 02:46,136.60,not evaluated
2022-07-24 03:16,137.73,not evaluated
2022-07-24 03:46,137.07,not evaluated
2022-07-24 04:16,138.11,not evaluated
2022-07-24 04:46,140.25,not evaluated
2022-07-24 05:16,139.19,not evaluated
2022-07-24 05:46,140.16,not evaluated
2022-07-24 06:16,141.71,not evaluated
2022-07-24 06:46,140.90,not evaluated
2022-07-24 07:16,140.87,not evaluated
2022-07-24 07:46,140.53,not evaluated
2022-07-24 08:16,141.57,not evaluated
2022-07-24 08:46,141.54,not evaluated
2022-07-24 09:16,138.31,not evaluated
2022-07-24 09:46,137.12,not evaluated
2022-07-24 10:16,138.05,not evaluated
2022-07-24 10:46,139.43,not evaluated
2022-07-24 11:16,137.39,not evaluated
2022-07-24 11:46,138.64,not evaluated
2022-07-24 12:16,139.35,not evaluated
2022-07-24 12:46,138.09,not evaluated
2022-07-24 13:16,139.28,not evaluated
2022-07-24 13:46,139.46,not evaluated
2022-07-24 14:16,137.88,not evaluated
2022-07-24 14:46,138.80,not evaluated
2022-07-24 15:16,140.95,not evaluated
2022-07-24 15:46,143.54,not evaluated
2022-07-24 16:16,147.55,not evaluated
2022-07-24 16:46,148.88,not evaluated
2022-07-24 17:16,146.96,not evaluated
2022-07-24 17:46,147.07,not evaluated
2022-07-24 18:16,151.18,not evaluated
2022-07-24 18:46,146.64,not evaluated
2022-07-24 19:16,149.76,not evaluated
2022-07-24 19:46,145.00,not evaluated
2022-07-24 20:16,146.40,not evaluated
2022-07-24 20:46,149.36,not evaluated
2022-07-24 21:16,147.78,not evaluated
2022-07-24 21:46,146.11,not evaluated
2022-07-24 22:16,145.88,not evaluated
2022-07-24 22:46,145.10,not evaluated
2022-07-24 23:16,146.98,not evaluated
2022-07-24 23:46,150.91,not evaluated
2022-07-25 00:16,147.56,not evaluated
2022-07-25 00:46,146.80,not evaluated
2022-07-25 01:16,150.59,not evaluated
2022-07-25 01:46,144.83,not evaluated
2022-07-25 02:16,141.46,not evaluated
2022-07-25 02:46,142.61,not evaluated
2022-07-25 03:16,142.78,not evaluated
2022-07-25 03:46,141.83,not evaluated
2022-07-25 04:16,140.96,not evaluated
2022-07-25 04:46,137.06,not evaluated
2022-07-25 05:16,136.77,not evaluated
2022-07-25 05:46,138.24,not evaluated
2022-07-25 06:16,140.56,not evaluated
2022-07-25 06:46,137.06,not evaluated
2022-07-25 07:16,137.98,not evaluated
2022-07-25 07:46,138.10,not evaluated
2022-07-25 08:16,139.09,not evaluated
2022-07-25 08:46,140.25,not evaluated
2022-07-25 09:16,141.14,not evaluated
2022-07-25 09:46,140.89,not evaluated
2022-07-25 10:16,138.31,not evaluated
2022-07-25 10:46,141.67,not evaluated
2022-07-25 11:16,138.96,not evaluated
2022-07-25 11:46,141.71,not evaluated
2022-07-25 12:16,143.54,not evaluated
2022-07-25 12:46,141.14,not evaluated
2022-07-25 13:16,143.68,not evaluated
2022-07-25 13:46,143.29,not evaluated
2022-07-25 14:16,140.45,not evaluated
2022-07-25 14:46,144.00,not evaluated
2022-07-25 15:16,145.99,not evaluated
2022-07-25 15:46,146.72,not evaluated
2022-07-25 16:16,155.41,not evaluated
2022-07-25 16:46,144.40,not evaluated
2022-07-25 17:16,143.86,not evaluated
2022-07-25 17:46,141.70,not evaluated
2022-07-25 18:16,149.10,not evaluated
2022-07-25 18:46,148.92,not evaluated
2022-07-25 19:16,150.33,not evaluated
2022-07-25 19:46,150.85,not evaluated
2022-07-25 20:16,147.23,not evaluated
2022-07-25 20:46,144.51,not evaluated
2022-07-25 21:16,147.86,not evaluated
2022-07-25 21:46,150.31,not evaluated
2022-07-25 22:16,148.32,not evaluated
2022-07-25 22:46,148.86,not evaluated
