%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Significant wave height (m) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Significant wave height (m),MASE-01 Significant wave height (m) quality
2022-04-11 19:33,0.47,not evaluated
2022-04-11 20:03,0.46,not evaluated
2022-04-11 20:33,0.45,not evaluated
2022-04-11 21:03,0.44,not evaluated
2022-04-11 21:33,0.42,not evaluated
2022-04-11 22:03,0.42,not evaluated
2022-04-11 22:33,0.43,not evaluated
2022-04-11 23:03,0.40,not evaluated
2022-04-11 23:33,0.40,not evaluated
2022-04-12 00:03,0.37,not evaluated
2022-04-12 00:33,0.37,not evaluated
2022-04-12 01:03,0.37,not evaluated
2022-04-12 01:33,0.38,not evaluated
2022-04-12 02:03,0.39,not evaluated
2022-04-12 02:33,0.37,not evaluated
2022-04-12 03:03,0.39,not evaluated
2022-04-12 03:33,0.36,not evaluated
2022-04-12 04:03,0.35,not evaluated
2022-04-12 04:33,0.36,not evaluated
2022-04-12 05:03,0.33,not evaluated
2022-04-12 05:33,0.32,not evaluated
2022-04-12 06:03,0.37,not evaluated
2022-04-12 06:33,0.36,not evaluated
2022-04-12 07:03,0.37,not evaluated
2022-04-12 07:33,0.35,not evaluated
2022-04-12 08:03,0.35,not evaluated
2022-04-12 08:33,0.34,not evaluated
2022-04-12 09:03,0.36,not evaluated
2022-04-12 09:33,0.40,not evaluated
2022-04-12 10:03,0.40,not evaluated
2022-04-12 10:33,0.43,not evaluated
2022-04-12 11:03,0.47,not evaluated
2022-04-12 11:33,0.47,not evaluated
2022-04-12 12:03,0.42,not evaluated
2022-04-12 12:33,0.47,not evaluated
2022-04-12 13:03,0.49,not evaluated
2022-04-12 13:33,0.49,not evaluated
2022-04-12 14:03,0.54,not evaluated
2022-04-12 14:33,0.57,not evaluated
2022-04-12 15:03,0.54,not evaluated
2022-04-12 15:33,0.58,not evaluated
2022-04-12 16:03,0.60,not evaluated
2022-04-12 16:33,0.57,not evaluated
2022-04-12 17:03,0.57,not evaluated
2022-04-12 17:33,0.58,not evaluated
2022-04-12 18:03,0.56,not evaluated
2022-04-12 18:33,0.55,not evaluated
2022-04-12 19:03,0.50,not evaluated
2022-04-12 19:33,0.49,not evaluated
2022-04-12 20:03,0.47,not evaluated
2022-04-12 20:33,0.47,not evaluated
2022-04-12 21:03,0.44,not evaluated
2022-04-12 21:33,0.42,not evaluated
2022-04-12 22:03,0.42,not evaluated
2022-04-12 22:33,0.42,not evaluated
2022-04-12 23:03,0.41,not evaluated
2022-04-12 23:33,0.43,not evaluated
2022-04-13 00:03,0.43,not evaluated
2022-04-13 00:33,0.42,not evaluated
2022-04-13 01:03,0.43,not evaluated
2022-04-13 01:33,0.43,not evaluated
2022-04-13 02:03,0.41,not evaluated
2022-04-13 02:33,0.45,not evaluated
2022-04-13 03:03,0.42,not evaluated
2022-04-13 03:33,0.44,not evaluated
2022-04-13 04:03,0.44,not evaluated
2022-04-13 04:33,0.41,not evaluated
2022-04-13 05:03,0.38,not evaluated
2022-04-13 05:33,0.38,not evaluated
2022-04-13 06:03,0.40,not evaluated
2022-04-13 06:33,0.39,not evaluated
2022-04-13 07:03,0.39,not evaluated
2022-04-13 07:33,0.37,not evaluated
2022-04-13 08:03,0.40,not evaluated
2022-04-13 08:33,0.36,not evaluated
2022-04-13 09:03,0.37,not evaluated
2022-04-13 09:33,0.39,not evaluated
2022-04-13 10:03,0.38,not evaluated
2022-04-13 10:33,0.39,not evaluated
2022-04-13 11:03,0.45,not evaluated
2022-04-13 11:33,0.48,not evaluated
2022-04-13 12:03,0.48,not evaluated
2022-04-13 12:33,0.51,not evaluated
2022-04-13 13:03,0.56,not evaluated
2022-04-13 13:33,0.54,not evaluated
2022-04-13 14:03,0.66,not evaluated
2022-04-13 14:33,0.59,not evaluated
2022-04-13 15:03,0.57,not evaluated
2022-04-13 15:33,0.63,not evaluated
2022-04-13 16:03,0.60,not evaluated
2022-04-13 16:33,0.61,not evaluated
2022-04-13 17:03,0.58,not evaluated
2022-04-13 17:33,0.55,not evaluated
2022-04-13 18:03,0.55,not evaluated
2022-04-13 18:33,0.52,not evaluated
2022-04-13 19:03,0.53,not evaluated
2022-04-13 19:33,0.52,not evaluated
2022-04-13 20:03,0.55,not evaluated
2022-04-13 20:33,0.51,not evaluated
2022-04-13 21:03,0.51,not evaluated
2022-04-13 21:33,0.51,not evaluated
2022-04-13 22:03,0.53,not evaluated
2022-04-13 22:33,0.52,not evaluated
2022-04-13 23:03,0.51,not evaluated
2022-04-13 23:33,0.49,not evaluated
2022-04-14 00:03,0.48,not evaluated
2022-04-14 00:33,0.50,not evaluated
2022-04-14 01:03,0.52,not evaluated
2022-04-14 01:33,0.53,not evaluated
2022-04-14 02:03,0.57,not evaluated
2022-04-14 02:33,0.61,not evaluated
2022-04-14 03:03,0.63,not evaluated
2022-04-14 03:33,0.67,not evaluated
2022-04-14 04:03,0.64,not evaluated
2022-04-14 04:33,0.69,not evaluated
2022-04-14 05:03,0.69,not evaluated
2022-04-14 05:33,0.73,not evaluated
2022-04-14 06:03,0.80,not evaluated
2022-04-14 06:33,0.85,not evaluated
2022-04-14 07:03,0.83,not evaluated
2022-04-14 07:33,0.83,not evaluated
2022-04-14 08:03,0.81,not evaluated
2022-04-14 08:33,0.80,not evaluated
2022-04-14 09:03,0.72,not evaluated
2022-04-14 09:33,0.74,not evaluated
2022-04-14 10:03,0.69,not evaluated
2022-04-14 10:33,0.70,not evaluated
2022-04-14 11:03,0.70,not evaluated
2022-04-14 11:33,0.74,not evaluated
2022-04-14 12:03,0.73,not evaluated
2022-04-14 12:33,0.75,not evaluated
2022-04-14 13:03,0.75,not evaluated
2022-04-14 13:33,0.78,not evaluated
2022-04-14 14:03,0.82,not evaluated
2022-04-14 14:33,0.78,not evaluated
2022-04-14 15:03,0.77,not evaluated
2022-04-14 15:33,0.76,not evaluated
2022-04-14 16:03,0.77,not evaluated
2022-04-14 16:33,0.79,not evaluated
2022-04-14 17:03,0.78,not evaluated
2022-04-14 17:33,0.81,not evaluated
2022-04-14 18:03,0.76,not evaluated
2022-04-14 18:33,0.81,not evaluated
2022-04-14 19:03,0.79,not evaluated
2022-04-14 19:33,0.80,not evaluated
2022-04-14 20:03,0.76,not evaluated
2022-04-14 20:33,0.77,not evaluated
2022-04-14 21:03,0.75,not evaluated
2022-04-14 21:33,0.73,not evaluated
2022-04-14 22:03,0.69,not evaluated
2022-04-14 22:33,0.71,not evaluated
2022-04-14 23:03,0.70,not evaluated
2022-04-14 23:33,0.67,not evaluated
2022-04-15 00:03,0.69,not evaluated
2022-04-15 00:33,0.67,not evaluated
2022-04-15 01:03,0.70,not evaluated
2022-04-15 01:33,0.64,not evaluated
2022-04-15 02:03,0.68,not evaluated
2022-04-15 02:33,0.68,not evaluated
2022-04-15 03:03,0.67,not evaluated
2022-04-15 03:33,0.66,not evaluated
2022-04-15 04:03,0.67,not evaluated
2022-04-15 04:33,0.71,not evaluated
2022-04-15 05:03,0.71,not evaluated
2022-04-15 05:33,0.72,not evaluated
2022-04-15 06:03,0.75,not evaluated
2022-04-15 06:33,0.80,not evaluated
2022-04-15 07:03,0.92,not evaluated
2022-04-15 07:33,0.90,not evaluated
2022-04-15 08:03,0.87,not evaluated
2022-04-15 08:33,0.92,not evaluated
2022-04-15 09:03,0.94,not evaluated
2022-04-15 09:33,1.10,not evaluated
2022-04-15 10:03,1.10,not evaluated
2022-04-15 10:33,1.07,not evaluated
2022-04-15 11:03,1.19,not evaluated
2022-04-15 11:33,1.16,not evaluated
2022-04-15 12:03,1.20,not evaluated
2022-04-15 12:33,1.23,not evaluated
2022-04-15 13:03,1.26,not evaluated
2022-04-15 13:33,1.24,not evaluated
2022-04-15 14:03,1.30,not evaluated
2022-04-15 14:33,1.31,not evaluated
2022-04-15 15:03,1.33,not evaluated
2022-04-15 15:33,1.21,not evaluated
2022-04-15 16:03,1.42,not evaluated
2022-04-15 16:33,1.48,not evaluated
2022-04-15 17:03,1.41,not evaluated
2022-04-15 17:33,1.47,not evaluated
2022-04-15 18:03,1.52,not evaluated
2022-04-15 18:33,1.54,not evaluated
2022-04-15 19:03,1.54,not evaluated
2022-04-15 19:33,1.46,not evaluated
2022-04-15 20:03,1.45,not evaluated
2022-04-15 20:33,1.28,not evaluated
2022-04-15 21:03,1.19,not evaluated
2022-04-15 21:33,1.09,not evaluated
2022-04-15 22:03,1.03,not evaluated
2022-04-15 22:33,1.01,not evaluated
2022-04-15 23:03,0.96,not evaluated
2022-04-15 23:33,0.89,not evaluated
2022-04-16 00:03,0.87,not evaluated
2022-04-16 00:33,0.82,not evaluated
2022-04-16 01:03,0.84,not evaluated
2022-04-16 01:33,0.83,not evaluated
2022-04-16 02:03,0.82,not evaluated
2022-04-16 02:33,0.81,not evaluated
2022-04-16 03:03,0.85,not evaluated
2022-04-16 03:33,0.82,not evaluated
2022-04-16 04:03,0.85,not evaluated
2022-04-16 04:33,0.83,not evaluated
2022-04-16 05:03,0.83,not evaluated
2022-04-16 05:33,0.87,not evaluated
2022-04-16 06:03,0.86,not evaluated
2022-04-16 06:33,0.81,not evaluated
2022-04-16 07:03,0.80,not evaluated
2022-04-16 07:33,0.80,not evaluated
2022-04-16 08:03,0.78,not evaluated
2022-04-16 08:33,0.73,not evaluated
2022-04-16 09:03,0.76,not evaluated
2022-04-16 09:33,0.71,not evaluated
2022-04-16 10:03,0.72,not evaluated
2022-04-16 10:33,0.72,not evaluated
2022-04-16 11:03,0.71,not evaluated
2022-04-16 11:33,0.69,not evaluated
2022-04-16 12:03,0.67,not evaluated
2022-04-16 12:33,0.65,not evaluated
2022-04-16 13:03,0.64,not evaluated
2022-04-16 13:33,0.63,not evaluated
2022-04-16 14:03,0.65,not evaluated
2022-04-16 14:33,0.64,not evaluated
2022-04-16 15:03,0.60,not evaluated
2022-04-16 15:33,0.63,not evaluated
2022-04-16 16:03,0.65,not evaluated
2022-04-16 16:33,0.64,not evaluated
2022-04-16 17:03,0.67,not evaluated
2022-04-16 17:33,0.68,not evaluated
2022-04-16 18:03,0.69,not evaluated
2022-04-16 18:33,0.67,not evaluated
2022-04-16 19:03,0.71,not evaluated
2022-04-16 19:33,0.75,not evaluated
2022-04-16 20:03,0.73,not evaluated
2022-04-16 20:33,0.73,not evaluated
2022-04-16 21:03,0.70,not evaluated
2022-04-16 21:33,0.62,not evaluated
2022-04-16 22:03,0.67,not evaluated
2022-04-16 22:33,0.61,not evaluated
2022-04-16 23:03,0.61,not evaluated
2022-04-16 23:33,0.58,not evaluated
2022-04-17 00:03,0.55,not evaluated
2022-04-17 00:33,0.58,not evaluated
2022-04-17 01:03,0.53,not evaluated
2022-04-17 01:33,0.54,not evaluated
2022-04-17 02:03,0.55,not evaluated
2022-04-17 02:33,0.55,not evaluated
2022-04-17 03:03,0.53,not evaluated
2022-04-17 03:33,0.53,not evaluated
2022-04-17 04:03,0.56,not evaluated
2022-04-17 04:33,0.55,not evaluated
2022-04-17 05:03,0.59,not evaluated
2022-04-17 05:33,0.58,not evaluated
2022-04-17 06:03,0.58,not evaluated
2022-04-17 06:33,0.58,not evaluated
2022-04-17 07:03,0.63,not evaluated
2022-04-17 07:33,0.56,not evaluated
2022-04-17 08:03,0.58,not evaluated
2022-04-17 08:33,0.54,not evaluated
2022-04-17 09:03,0.57,not evaluated
2022-04-17 09:33,0.53,not evaluated
2022-04-17 10:03,0.58,not evaluated
2022-04-17 10:33,0.54,not evaluated
2022-04-17 11:03,0.56,not evaluated
2022-04-17 11:33,0.58,not evaluated
2022-04-17 12:03,0.55,not evaluated
2022-04-17 12:33,0.56,not evaluated
2022-04-17 13:03,0.58,not evaluated
2022-04-17 13:33,0.71,not evaluated
2022-04-17 14:03,0.87,not evaluated
2022-04-17 14:33,0.94,not evaluated
2022-04-17 15:03,0.99,not evaluated
2022-04-17 15:33,1.17,not evaluated
2022-04-17 16:03,1.21,not evaluated
2022-04-17 16:33,1.29,not evaluated
2022-04-17 17:03,1.32,not evaluated
2022-04-17 17:33,1.42,not evaluated
2022-04-17 18:03,1.42,not evaluated
2022-04-17 18:33,1.56,not evaluated
2022-04-17 19:03,1.56,not evaluated
2022-04-17 19:33,1.60,not evaluated
2022-04-17 20:03,1.71,not evaluated
2022-04-17 20:33,1.71,not evaluated
2022-04-17 21:03,1.79,not evaluated
2022-04-17 21:33,1.86,not evaluated
2022-04-17 22:03,1.82,not evaluated
2022-04-17 22:33,1.83,not evaluated
2022-04-17 23:03,1.99,not evaluated
2022-04-17 23:33,1.89,not evaluated
2022-04-18 00:03,1.89,not evaluated
2022-04-18 00:33,1.86,not evaluated
2022-04-18 01:03,1.88,not evaluated
2022-04-18 01:33,1.82,not evaluated
2022-04-18 02:03,1.80,not evaluated
2022-04-18 02:33,1.83,not evaluated
2022-04-18 03:03,1.85,not evaluated
2022-04-18 03:33,2.62,not evaluated
2022-04-18 04:03,1.84,not evaluated
2022-04-18 04:33,1.92,not evaluated
2022-04-18 05:03,1.93,not evaluated
2022-04-18 05:33,1.85,not evaluated
2022-04-18 06:03,2.23,not evaluated
2022-04-18 06:33,2.03,not evaluated
2022-04-18 07:03,1.95,not evaluated
2022-04-18 07:33,2.05,not evaluated
2022-04-18 08:03,1.93,not evaluated
2022-04-18 08:33,1.99,not evaluated
2022-04-18 09:03,2.06,not evaluated
2022-04-18 09:33,2.12,not evaluated
2022-04-18 10:03,2.22,not evaluated
2022-04-18 10:33,2.33,not evaluated
2022-04-18 11:03,2.08,not evaluated
2022-04-18 11:33,1.96,not evaluated
2022-04-18 12:03,1.86,not evaluated
2022-04-18 12:33,1.74,not evaluated
2022-04-18 13:03,1.62,not evaluated
2022-04-18 13:33,1.48,not evaluated
2022-04-18 14:03,1.43,not evaluated
2022-04-18 14:33,1.32,not evaluated
2022-04-18 15:03,1.21,not evaluated
2022-04-18 15:33,1.28,not evaluated
2022-04-18 16:03,1.16,not evaluated
2022-04-18 16:33,1.16,not evaluated
2022-04-18 17:03,1.12,not evaluated
2022-04-18 17:33,1.05,not evaluated
2022-04-18 18:03,1.07,not evaluated
2022-04-18 18:33,0.98,not evaluated
2022-04-18 19:03,0.94,not evaluated
2022-04-18 19:33,0.95,not evaluated
2022-04-18 20:03,0.91,not evaluated
2022-04-18 20:33,0.89,not evaluated
2022-04-18 21:03,0.87,not evaluated
2022-04-18 21:33,0.88,not evaluated
2022-04-18 22:03,0.84,not evaluated
2022-04-18 22:33,0.78,not evaluated
2022-04-18 23:03,0.76,not evaluated
2022-04-18 23:33,0.71,not evaluated
2022-04-19 00:03,0.70,not evaluated
2022-04-19 00:33,0.62,not evaluated
2022-04-19 01:03,0.58,not evaluated
2022-04-19 01:33,0.56,not evaluated
2022-04-19 02:03,0.54,not evaluated
2022-04-19 02:33,0.54,not evaluated
2022-04-19 03:03,0.53,not evaluated
2022-04-19 03:33,0.52,not evaluated
2022-04-19 04:03,0.49,not evaluated
2022-04-19 04:33,0.49,not evaluated
2022-04-19 05:03,0.50,not evaluated
2022-04-19 05:33,0.46,not evaluated
2022-04-19 06:03,0.45,not evaluated
2022-04-19 06:33,0.49,not evaluated
2022-04-19 07:03,0.49,not evaluated
2022-04-19 07:33,0.46,not evaluated
2022-04-19 08:03,0.45,not evaluated
2022-04-19 08:33,0.46,not evaluated
2022-04-19 09:03,0.43,not evaluated
2022-04-19 09:33,0.44,not evaluated
2022-04-19 10:03,0.45,not evaluated
2022-04-19 10:33,0.44,not evaluated
2022-04-19 11:03,0.44,not evaluated
2022-04-19 11:33,0.42,not evaluated
2022-04-19 12:03,0.39,not evaluated
2022-04-19 12:33,0.39,not evaluated
2022-04-19 13:03,0.38,not evaluated
2022-04-19 13:33,0.39,not evaluated
2022-04-19 14:03,0.36,not evaluated
2022-04-19 14:33,0.38,not evaluated
2022-04-19 15:03,0.39,not evaluated
2022-04-19 15:33,0.38,not evaluated
2022-04-19 16:03,0.40,not evaluated
2022-04-19 16:33,0.41,not evaluated
2022-04-19 17:03,0.40,not evaluated
2022-04-19 17:33,0.39,not evaluated
2022-04-19 18:03,0.41,not evaluated
2022-04-19 18:33,0.43,not evaluated
2022-04-19 19:03,0.46,not evaluated
2022-04-19 19:33,0.47,not evaluated
2022-04-19 20:03,0.47,not evaluated
2022-04-19 20:33,0.43,not evaluated
2022-04-19 21:03,0.44,not evaluated
2022-04-19 21:33,0.45,not evaluated
2022-04-19 22:03,0.47,not evaluated
2022-04-19 22:33,0.47,not evaluated
2022-04-19 23:03,0.56,not evaluated
2022-04-19 23:33,0.55,not evaluated
2022-04-20 00:03,0.55,not evaluated
2022-04-20 00:33,0.56,not evaluated
2022-04-20 01:03,0.60,not evaluated
2022-04-20 01:33,0.53,not evaluated
2022-04-20 02:03,0.54,not evaluated
2022-04-20 02:33,0.51,not evaluated
2022-04-20 03:03,0.56,not evaluated
2022-04-20 03:33,0.54,not evaluated
2022-04-20 04:03,0.58,not evaluated
2022-04-20 04:33,0.59,not evaluated
2022-04-20 05:03,0.64,not evaluated
2022-04-20 05:33,0.78,not evaluated
2022-04-20 06:03,0.93,not evaluated
2022-04-20 06:33,1.00,not evaluated
2022-04-20 07:03,1.03,not evaluated
2022-04-20 07:33,1.02,not evaluated
2022-04-20 08:03,1.06,not evaluated
2022-04-20 08:33,1.05,not evaluated
2022-04-20 09:03,1.12,not evaluated
2022-04-20 09:33,1.06,not evaluated
2022-04-20 10:03,1.02,not evaluated
2022-04-20 10:33,1.02,not evaluated
2022-04-20 11:03,1.00,not evaluated
2022-04-20 11:33,0.92,not evaluated
2022-04-20 12:03,0.89,not evaluated
2022-04-20 12:33,0.83,not evaluated
2022-04-20 13:03,0.80,not evaluated
2022-04-20 13:33,0.79,not evaluated
2022-04-20 14:03,0.76,not evaluated
2022-04-20 14:33,0.75,not evaluated
2022-04-20 15:03,0.70,not evaluated
2022-04-20 15:33,0.69,not evaluated
2022-04-20 16:03,0.71,not evaluated
2022-04-20 16:33,0.66,not evaluated
2022-04-20 17:03,0.69,not evaluated
2022-04-20 17:33,0.68,not evaluated
2022-04-20 18:03,0.70,not evaluated
2022-04-20 18:33,0.70,not evaluated
2022-04-20 19:03,0.70,not evaluated
2022-04-20 19:33,0.71,not evaluated
2022-04-20 20:03,0.74,not evaluated
2022-04-20 20:33,0.68,not evaluated
2022-04-20 21:03,0.74,not evaluated
2022-04-20 21:33,0.75,not evaluated
2022-04-20 22:03,0.76,not evaluated
2022-04-20 22:33,0.76,not evaluated
2022-04-20 23:03,0.74,not evaluated
2022-04-20 23:33,0.75,not evaluated
2022-04-21 00:03,0.73,not evaluated
2022-04-21 00:33,0.71,not evaluated
2022-04-21 01:03,0.71,not evaluated
2022-04-21 01:33,0.68,not evaluated
2022-04-21 02:03,0.70,not evaluated
2022-04-21 02:33,0.74,not evaluated
2022-04-21 03:03,0.71,not evaluated
2022-04-21 03:33,0.73,not evaluated
2022-04-21 04:03,0.71,not evaluated
2022-04-21 04:33,0.75,not evaluated
2022-04-21 05:03,0.71,not evaluated
2022-04-21 05:33,0.72,not evaluated
2022-04-21 06:03,0.69,not evaluated
2022-04-21 06:33,0.73,not evaluated
2022-04-21 07:03,0.69,not evaluated
2022-04-21 07:33,0.68,not evaluated
2022-04-21 08:03,0.67,not evaluated
2022-04-21 08:33,0.70,not evaluated
2022-04-21 09:03,0.76,not evaluated
2022-04-21 09:33,0.77,not evaluated
2022-04-21 10:03,0.75,not evaluated
2022-04-21 10:33,0.76,not evaluated
2022-04-21 11:03,0.78,not evaluated
2022-04-21 11:33,0.73,not evaluated
2022-04-21 12:03,0.72,not evaluated
2022-04-21 12:33,0.75,not evaluated
2022-04-21 13:03,0.78,not evaluated
2022-04-21 13:33,0.70,not evaluated
2022-04-21 14:03,0.69,not evaluated
2022-04-21 14:33,0.70,not evaluated
2022-04-21 15:03,0.70,not evaluated
2022-04-21 15:33,0.71,not evaluated
2022-04-21 16:03,0.69,not evaluated
2022-04-21 16:33,0.66,not evaluated
2022-04-21 17:03,0.67,not evaluated
2022-04-21 17:33,0.69,not evaluated
2022-04-21 18:03,0.73,not evaluated
2022-04-21 18:33,0.69,not evaluated
2022-04-21 19:03,0.68,not evaluated
2022-04-21 19:33,0.71,not evaluated
2022-04-21 20:03,0.70,not evaluated
2022-04-21 20:33,0.70,not evaluated
2022-04-21 21:03,0.70,not evaluated
2022-04-21 21:33,0.71,not evaluated
2022-04-21 22:03,0.74,not evaluated
2022-04-21 22:33,0.77,not evaluated
2022-04-21 23:03,0.72,not evaluated
2022-04-21 23:33,0.74,not evaluated
2022-04-22 00:03,0.72,not evaluated
2022-04-22 00:33,0.68,not evaluated
2022-04-22 01:03,0.65,not evaluated
2022-04-22 01:33,0.70,not evaluated
2022-04-22 02:03,0.70,not evaluated
2022-04-22 02:33,0.69,not evaluated
2022-04-22 03:03,0.67,not evaluated
2022-04-22 03:33,0.65,not evaluated
2022-04-22 04:03,0.68,not evaluated
2022-04-22 04:33,0.61,not evaluated
2022-04-22 05:03,0.63,not evaluated
2022-04-22 05:33,0.60,not evaluated
2022-04-22 06:03,0.63,not evaluated
2022-04-22 06:33,0.61,not evaluated
2022-04-22 07:03,0.63,not evaluated
2022-04-22 07:33,0.65,not evaluated
2022-04-22 08:03,0.62,not evaluated
2022-04-22 08:33,0.62,not evaluated
2022-04-22 09:03,0.65,not evaluated
2022-04-22 09:33,0.64,not evaluated
2022-04-22 10:03,0.64,not evaluated
2022-04-22 10:33,0.64,not evaluated
2022-04-22 11:03,0.66,not evaluated
2022-04-22 11:33,0.70,not evaluated
2022-04-22 12:03,0.67,not evaluated
2022-04-22 12:33,0.66,not evaluated
2022-04-22 13:03,0.64,not evaluated
2022-04-22 13:33,0.67,not evaluated
2022-04-22 14:03,0.66,not evaluated
2022-04-22 14:33,0.69,not evaluated
2022-04-22 15:03,0.69,not evaluated
2022-04-22 15:33,0.70,not evaluated
2022-04-22 16:03,0.69,not evaluated
2022-04-22 16:33,0.69,not evaluated
2022-04-22 17:03,0.67,not evaluated
2022-04-22 17:33,0.67,not evaluated
2022-04-22 18:03,0.69,not evaluated
2022-04-22 18:33,0.64,not evaluated
2022-04-22 19:03,0.67,not evaluated
2022-04-22 19:33,0.71,not evaluated
2022-04-22 20:03,0.66,not evaluated
2022-04-22 20:33,0.67,not evaluated
2022-04-22 21:03,0.65,not evaluated
2022-04-22 21:33,0.65,not evaluated
2022-04-22 22:03,0.65,not evaluated
2022-04-22 22:33,0.69,not evaluated
2022-04-22 23:03,0.72,not evaluated
2022-04-22 23:33,0.67,not evaluated
2022-04-23 00:03,0.72,not evaluated
2022-04-23 00:33,0.69,not evaluated
2022-04-23 01:03,0.70,not evaluated
2022-04-23 01:33,0.72,not evaluated
2022-04-23 02:03,0.74,not evaluated
2022-04-23 02:33,0.65,not evaluated
2022-04-23 03:03,0.66,not evaluated
2022-04-23 03:33,0.65,not evaluated
2022-04-23 04:03,0.64,not evaluated
2022-04-23 04:33,0.64,not evaluated
2022-04-23 05:03,0.59,not evaluated
2022-04-23 05:33,0.64,not evaluated
2022-04-23 06:03,0.61,not evaluated
2022-04-23 06:33,0.61,not evaluated
2022-04-23 07:03,0.61,not evaluated
2022-04-23 07:33,0.58,not evaluated
2022-04-23 08:03,0.59,not evaluated
2022-04-23 08:33,0.58,not evaluated
2022-04-23 09:03,0.59,not evaluated
2022-04-23 09:33,0.61,not evaluated
2022-04-23 10:03,0.63,not evaluated
2022-04-23 10:33,0.67,not evaluated
2022-04-23 11:03,0.67,not evaluated
2022-04-23 11:33,0.66,not evaluated
2022-04-23 12:03,0.66,not evaluated
2022-04-23 12:33,0.69,not evaluated
2022-04-23 13:03,0.63,not evaluated
2022-04-23 13:33,0.67,not evaluated
2022-04-23 14:03,0.66,not evaluated
2022-04-23 14:33,0.66,not evaluated
2022-04-23 15:03,0.67,not evaluated
2022-04-23 15:33,0.65,not evaluated
2022-04-23 16:03,0.66,not evaluated
2022-04-23 16:33,0.61,not evaluated
2022-04-23 17:03,0.66,not evaluated
2022-04-23 17:33,0.65,not evaluated
2022-04-23 18:03,0.63,not evaluated
2022-04-23 18:33,0.60,not evaluated
2022-04-23 19:03,0.59,not evaluated
2022-04-23 19:33,0.61,not evaluated
2022-04-23 20:03,0.61,not evaluated
2022-04-23 20:33,0.59,not evaluated
2022-04-23 21:03,0.61,not evaluated
2022-04-23 21:33,0.61,not evaluated
2022-04-23 22:03,0.63,not evaluated
2022-04-23 22:33,0.63,not evaluated
2022-04-23 23:03,0.62,not evaluated
2022-04-23 23:33,0.63,not evaluated
2022-04-24 00:03,0.65,not evaluated
2022-04-24 00:33,0.63,not evaluated
2022-04-24 01:03,0.63,not evaluated
2022-04-24 01:33,0.67,not evaluated
2022-04-24 02:03,0.69,not evaluated
2022-04-24 02:33,0.62,not evaluated
2022-04-24 03:03,0.62,not evaluated
2022-04-24 03:33,0.62,not evaluated
2022-04-24 04:03,0.57,not evaluated
2022-04-24 04:33,0.59,not evaluated
2022-04-24 05:03,0.56,not evaluated
2022-04-24 05:33,0.60,not evaluated
2022-04-24 06:03,0.57,not evaluated
2022-04-24 06:33,0.58,not evaluated
2022-04-24 07:03,0.56,not evaluated
2022-04-24 07:33,0.58,not evaluated
2022-04-24 08:03,0.58,not evaluated
2022-04-24 08:33,0.52,not evaluated
2022-04-24 09:03,0.53,not evaluated
2022-04-24 09:33,0.53,not evaluated
2022-04-24 10:03,0.54,not evaluated
2022-04-24 10:33,0.53,not evaluated
2022-04-24 11:03,0.56,not evaluated
2022-04-24 11:33,0.58,not evaluated
2022-04-24 12:03,0.56,not evaluated
2022-04-24 12:33,0.58,not evaluated
2022-04-24 13:03,0.61,not evaluated
2022-04-24 13:33,0.64,not evaluated
2022-04-24 14:03,0.63,not evaluated
2022-04-24 14:33,0.63,not evaluated
2022-04-24 15:03,0.66,not evaluated
2022-04-24 15:33,0.70,not evaluated
2022-04-24 16:03,0.68,not evaluated
2022-04-24 16:33,0.70,not evaluated
2022-04-24 17:03,0.66,not evaluated
2022-04-24 17:33,0.68,not evaluated
2022-04-24 18:03,0.65,not evaluated
2022-04-24 18:33,0.60,not evaluated
2022-04-24 19:03,0.59,not evaluated
2022-04-24 19:33,0.55,not evaluated
2022-04-24 20:03,0.57,not evaluated
2022-04-24 20:33,0.53,not evaluated
2022-04-24 21:03,0.52,not evaluated
2022-04-24 21:33,0.55,not evaluated
2022-04-24 22:03,0.51,not evaluated
2022-04-24 22:33,0.52,not evaluated
2022-04-24 23:03,0.56,not evaluated
2022-04-24 23:33,0.55,not evaluated
2022-04-25 00:03,0.55,not evaluated
2022-04-25 00:33,0.56,not evaluated
2022-04-25 01:03,0.57,not evaluated
2022-04-25 01:33,0.61,not evaluated
2022-04-25 02:03,0.60,not evaluated
2022-04-25 02:33,0.61,not evaluated
2022-04-25 03:03,0.61,not evaluated
2022-04-25 03:33,0.59,not evaluated
2022-04-25 04:03,0.64,not evaluated
2022-04-25 04:33,0.61,not evaluated
2022-04-25 05:03,0.61,not evaluated
2022-04-25 05:33,0.55,not evaluated
2022-04-25 06:03,0.56,not evaluated
2022-04-25 06:33,0.53,not evaluated
2022-04-25 07:03,0.52,not evaluated
2022-04-25 07:33,0.52,not evaluated
2022-04-25 08:03,0.50,not evaluated
