%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Significant wave height (m) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Significant wave height (m),MASE-01 Significant wave height (m) quality
2021-12-30 04:52,0.68,not evaluated
2021-12-30 05:22,0.66,not evaluated
2021-12-30 05:52,0.65,not evaluated
2021-12-30 06:22,0.63,not evaluated
2021-12-30 06:52,0.65,not evaluated
2021-12-30 07:22,0.67,not evaluated
2021-12-30 07:52,0.65,not evaluated
2021-12-30 08:22,0.66,not evaluated
2021-12-30 08:52,0.64,not evaluated
2021-12-30 09:22,0.66,not evaluated
2021-12-30 09:52,0.70,not evaluated
2021-12-30 10:22,0.73,not evaluated
2021-12-30 10:52,0.73,not evaluated
2021-12-30 11:22,0.73,not evaluated
2021-12-30 11:52,0.72,not evaluated
2021-12-30 12:22,0.72,not evaluated
2021-12-30 12:52,0.71,not evaluated
2021-12-30 13:22,0.71,not evaluated
2021-12-30 13:52,0.69,not evaluated
2021-12-30 14:22,0.70,not evaluated
2021-12-30 14:52,0.70,not evaluated
2021-12-30 15:22,0.69,not evaluated
2021-12-30 15:52,0.65,not evaluated
2021-12-30 16:22,0.70,not evaluated
2021-12-30 16:52,0.66,not evaluated
2021-12-30 17:22,0.64,not evaluated
2021-12-30 17:52,0.64,not evaluated
2021-12-30 18:22,0.62,not evaluated
2021-12-30 18:52,0.63,not evaluated
2021-12-30 19:22,0.60,not evaluated
2021-12-30 19:52,0.60,not evaluated
2021-12-30 20:22,0.58,not evaluated
2021-12-30 20:52,0.58,not evaluated
2021-12-30 21:22,0.54,not evaluated
2021-12-30 21:52,0.59,not evaluated
2021-12-30 22:22,0.57,not evaluated
2021-12-30 22:52,0.55,not evaluated
2021-12-30 23:22,0.56,not evaluated
2021-12-30 23:52,0.59,not evaluated
2021-12-31 00:22,0.55,not evaluated
2021-12-31 00:52,0.56,not evaluated
2021-12-31 01:22,0.53,not evaluated
2021-12-31 01:52,0.59,not evaluated
2021-12-31 02:22,0.60,not evaluated
2021-12-31 02:52,0.60,not evaluated
2021-12-31 03:22,0.61,not evaluated
2021-12-31 03:52,0.59,not evaluated
2021-12-31 04:22,0.65,not evaluated
2021-12-31 04:52,0.60,not evaluated
2021-12-31 05:22,0.61,not evaluated
2021-12-31 05:52,0.63,not evaluated
2021-12-31 06:22,0.64,not evaluated
2021-12-31 06:52,0.61,not evaluated
2021-12-31 07:22,0.58,not evaluated
2021-12-31 07:52,0.57,not evaluated
2021-12-31 08:22,0.57,not evaluated
2021-12-31 08:52,0.56,not evaluated
2021-12-31 09:22,0.57,not evaluated
2021-12-31 09:52,0.54,not evaluated
2021-12-31 10:22,0.51,not evaluated
2021-12-31 10:52,0.52,not evaluated
2021-12-31 11:22,0.49,not evaluated
2021-12-31 11:52,0.44,not evaluated
2021-12-31 12:22,0.47,not evaluated
2021-12-31 12:52,0.46,not evaluated
2021-12-31 13:22,0.46,not evaluated
2021-12-31 13:52,0.44,not evaluated
2021-12-31 14:22,0.48,not evaluated
2021-12-31 14:52,0.46,not evaluated
2021-12-31 15:22,0.46,not evaluated
2021-12-31 15:52,0.50,not evaluated
2021-12-31 16:22,0.51,not evaluated
2021-12-31 16:52,0.51,not evaluated
2021-12-31 17:22,0.48,not evaluated
2021-12-31 17:52,0.50,not evaluated
2021-12-31 18:22,0.52,not evaluated
2021-12-31 18:52,0.49,not evaluated
2021-12-31 19:22,0.45,not evaluated
2021-12-31 19:52,0.45,not evaluated
2021-12-31 20:22,0.42,not evaluated
2021-12-31 20:52,0.43,not evaluated
2021-12-31 21:22,0.42,not evaluated
2021-12-31 21:52,0.43,not evaluated
2021-12-31 22:22,0.42,not evaluated
2021-12-31 22:52,0.45,not evaluated
2021-12-31 23:22,0.47,not evaluated
2021-12-31 23:52,0.47,not evaluated
2022-01-01 00:22,0.45,not evaluated
2022-01-01 00:52,0.49,not evaluated
2022-01-01 01:22,0.47,not evaluated
2022-01-01 01:52,0.49,not evaluated
2022-01-01 02:22,0.51,not evaluated
2022-01-01 02:52,0.51,not evaluated
2022-01-01 03:22,0.57,not evaluated
2022-01-01 03:52,0.60,not evaluated
2022-01-01 04:22,0.62,not evaluated
2022-01-01 04:52,0.64,not evaluated
2022-01-01 05:22,0.64,not evaluated
2022-01-01 05:52,0.59,not evaluated
2022-01-01 06:22,0.61,not evaluated
2022-01-01 06:52,0.58,not evaluated
2022-01-01 07:22,0.58,not evaluated
2022-01-01 07:52,0.55,not evaluated
2022-01-01 08:22,0.58,not evaluated
2022-01-01 08:52,0.56,not evaluated
2022-01-01 09:22,0.58,not evaluated
2022-01-01 09:52,0.59,not evaluated
2022-01-01 10:22,0.60,not evaluated
2022-01-01 10:52,0.59,not evaluated
2022-01-01 11:22,0.57,not evaluated
2022-01-01 11:52,0.59,not evaluated
2022-01-01 12:22,0.60,not evaluated
2022-01-01 12:52,0.62,not evaluated
2022-01-01 13:22,0.62,not evaluated
2022-01-01 13:52,0.65,not evaluated
2022-01-01 14:22,0.61,not evaluated
2022-01-01 14:52,0.62,not evaluated
2022-01-01 15:22,0.67,not evaluated
2022-01-01 15:52,0.61,not evaluated
2022-01-01 16:22,0.72,not evaluated
2022-01-01 16:52,0.69,not evaluated
2022-01-01 17:22,0.65,not evaluated
2022-01-01 17:52,0.61,not evaluated
2022-01-01 18:22,0.66,not evaluated
2022-01-01 18:52,0.68,not evaluated
2022-01-01 19:22,0.69,not evaluated
2022-01-01 19:52,0.72,not evaluated
2022-01-01 20:22,0.76,not evaluated
2022-01-01 20:52,0.75,not evaluated
2022-01-01 21:22,0.75,not evaluated
2022-01-01 21:52,0.77,not evaluated
2022-01-01 22:22,0.76,not evaluated
2022-01-01 22:52,0.74,not evaluated
2022-01-01 23:22,0.75,not evaluated
2022-01-01 23:52,0.71,not evaluated
2022-01-02 00:22,0.67,not evaluated
2022-01-02 00:52,0.70,not evaluated
2022-01-02 01:22,0.75,not evaluated
2022-01-02 01:52,0.81,not evaluated
2022-01-02 02:22,0.80,not evaluated
2022-01-02 02:52,0.81,not evaluated
2022-01-02 03:22,0.83,not evaluated
2022-01-02 03:52,0.83,not evaluated
2022-01-02 04:22,0.85,not evaluated
2022-01-02 04:52,0.89,not evaluated
2022-01-02 05:22,0.86,not evaluated
2022-01-02 05:52,0.83,not evaluated
2022-01-02 06:22,0.86,not evaluated
2022-01-02 06:52,0.89,not evaluated
2022-01-02 07:22,0.88,not evaluated
2022-01-02 07:52,0.89,not evaluated
2022-01-02 08:22,0.88,not evaluated
2022-01-02 08:52,0.87,not evaluated
2022-01-02 09:22,0.93,not evaluated
2022-01-02 09:52,0.94,not evaluated
2022-01-02 10:22,1.98,not evaluated
2022-01-02 10:52,0.91,not evaluated
2022-01-02 11:22,0.91,not evaluated
2022-01-02 11:52,0.86,not evaluated
2022-01-02 12:22,0.82,not evaluated
2022-01-02 12:52,0.81,not evaluated
2022-01-02 13:22,0.85,not evaluated
2022-01-02 13:52,0.83,not evaluated
2022-01-02 14:22,0.79,not evaluated
2022-01-02 14:52,0.79,not evaluated
2022-01-02 15:22,0.81,not evaluated
2022-01-02 15:52,0.82,not evaluated
2022-01-02 16:22,0.82,not evaluated
2022-01-02 16:52,0.84,not evaluated
2022-01-02 17:22,0.82,not evaluated
2022-01-02 17:52,0.82,not evaluated
2022-01-02 18:22,0.82,not evaluated
2022-01-02 18:52,0.83,not evaluated
2022-01-02 19:22,0.79,not evaluated
2022-01-02 19:52,0.76,not evaluated
2022-01-02 20:22,0.75,not evaluated
2022-01-02 20:52,0.70,not evaluated
2022-01-02 21:22,0.68,not evaluated
2022-01-02 21:52,0.64,not evaluated
2022-01-02 22:22,0.61,not evaluated
2022-01-02 22:52,0.63,not evaluated
2022-01-02 23:22,0.58,not evaluated
2022-01-02 23:52,0.56,not evaluated
2022-01-03 00:22,0.57,not evaluated
2022-01-03 00:52,0.55,not evaluated
2022-01-03 01:22,0.59,not evaluated
2022-01-03 01:52,0.66,not evaluated
2022-01-03 02:22,0.67,not evaluated
2022-01-03 02:52,0.76,not evaluated
2022-01-03 03:22,0.75,not evaluated
2022-01-03 03:52,0.80,not evaluated
2022-01-03 04:22,0.83,not evaluated
2022-01-03 04:52,0.86,not evaluated
2022-01-03 05:22,0.88,not evaluated
2022-01-03 05:52,0.96,not evaluated
2022-01-03 06:22,1.08,not evaluated
2022-01-03 06:52,1.26,not evaluated
2022-01-03 07:22,1.54,not evaluated
2022-01-03 07:52,1.78,not evaluated
2022-01-03 08:22,1.80,not evaluated
2022-01-03 08:52,1.72,not evaluated
2022-01-03 09:22,1.66,not evaluated
2022-01-03 09:52,1.44,not evaluated
2022-01-03 10:22,1.27,not evaluated
2022-01-03 10:52,1.15,not evaluated
2022-01-03 11:22,1.10,not evaluated
2022-01-03 11:52,1.03,not evaluated
2022-01-03 12:22,0.94,not evaluated
2022-01-03 12:52,0.77,not evaluated
2022-01-03 13:22,0.74,not evaluated
2022-01-03 13:52,0.71,not evaluated
2022-01-03 14:22,0.64,not evaluated
2022-01-03 14:52,0.58,not evaluated
2022-01-03 15:22,0.61,not evaluated
2022-01-03 15:52,0.63,not evaluated
2022-01-03 16:22,0.69,not evaluated
2022-01-03 16:52,0.68,not evaluated
2022-01-03 17:22,0.67,not evaluated
2022-01-03 17:52,0.66,not evaluated
2022-01-03 18:22,0.62,not evaluated
2022-01-03 18:52,0.63,not evaluated
2022-01-03 19:22,0.61,not evaluated
2022-01-03 19:52,0.66,not evaluated
2022-01-03 20:22,0.62,not evaluated
2022-01-03 20:52,0.63,not evaluated
2022-01-03 21:22,0.61,not evaluated
2022-01-03 21:52,0.59,not evaluated
2022-01-03 22:22,0.55,not evaluated
2022-01-03 22:52,0.52,not evaluated
2022-01-03 23:22,0.50,not evaluated
2022-01-03 23:52,0.50,not evaluated
2022-01-04 00:22,0.53,not evaluated
2022-01-04 00:52,0.52,not evaluated
2022-01-04 01:22,0.58,not evaluated
2022-01-04 01:52,0.56,not evaluated
2022-01-04 02:22,0.59,not evaluated
2022-01-04 02:52,0.61,not evaluated
2022-01-04 03:22,0.68,not evaluated
2022-01-04 03:52,0.83,not evaluated
2022-01-04 04:22,1.01,not evaluated
2022-01-04 04:52,1.18,not evaluated
2022-01-04 05:22,1.22,not evaluated
2022-01-04 05:52,2.29,not evaluated
2022-01-04 06:22,1.32,not evaluated
2022-01-04 06:52,1.31,not evaluated
2022-01-04 07:22,1.27,not evaluated
2022-01-04 07:52,1.20,not evaluated
2022-01-04 08:22,1.23,not evaluated
2022-01-04 08:52,1.20,not evaluated
2022-01-04 09:22,1.09,not evaluated
2022-01-04 09:52,1.05,not evaluated
2022-01-04 10:22,0.99,not evaluated
2022-01-04 10:52,0.97,not evaluated
2022-01-04 11:22,0.92,not evaluated
2022-01-04 11:52,0.97,not evaluated
2022-01-04 12:22,0.91,not evaluated
2022-01-04 12:52,0.85,not evaluated
2022-01-04 13:22,0.89,not evaluated
2022-01-04 13:52,0.83,not evaluated
2022-01-04 14:22,0.77,not evaluated
2022-01-04 14:52,0.76,not evaluated
2022-01-04 15:22,0.80,not evaluated
2022-01-04 15:52,0.80,not evaluated
2022-01-04 16:22,0.83,not evaluated
2022-01-04 16:52,0.78,not evaluated
2022-01-04 17:22,0.81,not evaluated
2022-01-04 17:52,0.76,not evaluated
2022-01-04 18:22,0.80,not evaluated
2022-01-04 18:52,0.87,not evaluated
2022-01-04 19:22,0.84,not evaluated
2022-01-04 19:52,0.98,not evaluated
2022-01-04 20:22,0.91,not evaluated
2022-01-04 20:52,0.93,not evaluated
2022-01-04 21:22,1.03,not evaluated
2022-01-04 21:52,1.04,not evaluated
2022-01-04 22:22,1.07,not evaluated
2022-01-04 22:52,1.16,not evaluated
2022-01-04 23:22,1.17,not evaluated
2022-01-04 23:52,1.14,not evaluated
2022-01-05 00:22,1.15,not evaluated
2022-01-05 00:52,1.20,not evaluated
2022-01-05 01:22,1.14,not evaluated
2022-01-05 01:52,1.20,not evaluated
2022-01-05 02:22,1.15,not evaluated
2022-01-05 02:52,1.05,not evaluated
2022-01-05 03:22,1.11,not evaluated
2022-01-05 03:52,1.02,not evaluated
2022-01-05 04:22,1.03,not evaluated
2022-01-05 04:52,1.05,not evaluated
2022-01-05 05:22,1.02,not evaluated
2022-01-05 05:52,1.02,not evaluated
2022-01-05 06:22,1.04,not evaluated
2022-01-05 06:52,1.05,not evaluated
2022-01-05 07:22,1.02,not evaluated
2022-01-05 07:52,1.05,not evaluated
2022-01-05 08:22,1.04,not evaluated
2022-01-05 08:52,1.09,not evaluated
2022-01-05 09:22,1.05,not evaluated
2022-01-05 09:52,1.23,not evaluated
2022-01-05 10:22,1.16,not evaluated
2022-01-05 10:52,1.21,not evaluated
2022-01-05 11:22,1.16,not evaluated
2022-01-05 11:52,1.14,not evaluated
2022-01-05 12:22,1.18,not evaluated
2022-01-05 12:52,1.13,not evaluated
2022-01-05 13:22,1.03,not evaluated
2022-01-05 13:52,1.01,not evaluated
2022-01-05 14:22,1.03,not evaluated
2022-01-05 14:52,0.94,not evaluated
2022-01-05 15:22,0.89,not evaluated
2022-01-05 15:52,0.86,not evaluated
2022-01-05 16:22,0.91,not evaluated
2022-01-05 16:52,0.90,not evaluated
2022-01-05 17:22,0.81,not evaluated
2022-01-05 17:52,0.85,not evaluated
2022-01-05 18:22,0.83,not evaluated
2022-01-05 18:52,0.80,not evaluated
2022-01-05 19:22,0.85,not evaluated
2022-01-05 19:52,0.79,not evaluated
2022-01-05 20:22,0.75,not evaluated
2022-01-05 20:52,0.75,not evaluated
2022-01-05 21:22,0.68,not evaluated
2022-01-05 21:52,0.73,not evaluated
2022-01-05 22:22,0.70,not evaluated
2022-01-05 22:52,0.64,not evaluated
2022-01-05 23:22,0.66,not evaluated
2022-01-05 23:52,0.62,not evaluated
2022-01-06 00:22,0.56,not evaluated
2022-01-06 00:52,0.54,not evaluated
2022-01-06 01:22,0.49,not evaluated
2022-01-06 01:52,0.57,not evaluated
2022-01-06 02:22,0.54,not evaluated
2022-01-06 02:52,0.47,not evaluated
2022-01-06 03:22,0.51,not evaluated
2022-01-06 03:52,0.53,not evaluated
2022-01-06 04:22,0.49,not evaluated
2022-01-06 04:52,0.49,not evaluated
2022-01-06 05:22,0.49,not evaluated
2022-01-06 05:52,0.48,not evaluated
2022-01-06 06:22,0.48,not evaluated
2022-01-06 06:52,0.46,not evaluated
2022-01-06 07:22,0.48,not evaluated
2022-01-06 07:52,0.45,not evaluated
2022-01-06 08:22,0.51,not evaluated
2022-01-06 08:52,0.48,not evaluated
2022-01-06 09:22,0.51,not evaluated
2022-01-06 09:52,0.44,not evaluated
2022-01-06 10:22,0.50,not evaluated
2022-01-06 10:52,0.49,not evaluated
2022-01-06 11:22,0.49,not evaluated
2022-01-06 11:52,0.48,not evaluated
2022-01-06 12:22,0.47,not evaluated
2022-01-06 12:52,0.49,not evaluated
2022-01-06 13:22,0.48,not evaluated
2022-01-06 13:52,0.46,not evaluated
2022-01-06 14:22,0.47,not evaluated
2022-01-06 14:52,0.52,not evaluated
2022-01-06 15:22,0.49,not evaluated
2022-01-06 15:52,0.48,not evaluated
2022-01-06 16:22,0.55,not evaluated
2022-01-06 16:52,0.54,not evaluated
2022-01-06 17:22,0.57,not evaluated
2022-01-06 17:52,0.54,not evaluated
2022-01-06 18:22,0.55,not evaluated
2022-01-06 18:52,0.53,not evaluated
2022-01-06 19:22,0.54,not evaluated
2022-01-06 19:52,0.52,not evaluated
2022-01-06 20:22,0.51,not evaluated
2022-01-06 20:52,0.50,not evaluated
2022-01-06 21:22,0.52,not evaluated
2022-01-06 21:52,0.53,not evaluated
2022-01-06 22:22,0.55,not evaluated
2022-01-06 22:52,0.56,not evaluated
2022-01-06 23:22,0.61,not evaluated
2022-01-06 23:52,0.64,not evaluated
2022-01-07 00:22,0.69,not evaluated
2022-01-07 00:52,0.70,not evaluated
2022-01-07 01:22,0.71,not evaluated
2022-01-07 01:52,0.75,not evaluated
2022-01-07 02:22,0.74,not evaluated
2022-01-07 02:52,0.73,not evaluated
2022-01-07 03:22,0.77,not evaluated
2022-01-07 03:52,0.77,not evaluated
2022-01-07 04:22,0.74,not evaluated
2022-01-07 04:52,0.67,not evaluated
2022-01-07 05:22,0.63,not evaluated
2022-01-07 05:52,0.58,not evaluated
2022-01-07 06:22,0.51,not evaluated
2022-01-07 06:52,0.45,not evaluated
2022-01-07 07:22,0.42,not evaluated
2022-01-07 07:52,0.43,not evaluated
2022-01-07 08:22,0.40,not evaluated
2022-01-07 08:52,0.43,not evaluated
2022-01-07 09:22,0.42,not evaluated
2022-01-07 09:52,0.41,not evaluated
2022-01-07 10:22,0.38,not evaluated
2022-01-07 10:52,0.38,not evaluated
2022-01-07 11:22,0.34,not evaluated
2022-01-07 11:52,0.34,not evaluated
2022-01-07 12:22,0.34,not evaluated
2022-01-07 12:52,0.36,not evaluated
2022-01-07 13:22,0.34,not evaluated
2022-01-07 13:52,0.33,not evaluated
2022-01-07 14:22,0.32,not evaluated
2022-01-07 14:52,0.30,not evaluated
2022-01-07 15:22,0.31,not evaluated
2022-01-07 15:52,0.31,not evaluated
2022-01-07 16:22,0.31,not evaluated
2022-01-07 16:52,0.31,not evaluated
2022-01-07 17:22,0.31,not evaluated
2022-01-07 17:52,0.31,not evaluated
2022-01-07 18:22,0.33,not evaluated
2022-01-07 18:52,0.30,not evaluated
2022-01-07 19:22,0.35,not evaluated
2022-01-07 19:52,0.35,not evaluated
2022-01-07 20:22,0.37,not evaluated
2022-01-07 20:52,0.41,not evaluated
2022-01-07 21:22,0.43,not evaluated
2022-01-07 21:52,0.46,not evaluated
2022-01-07 22:22,0.48,not evaluated
2022-01-07 22:52,0.49,not evaluated
2022-01-07 23:22,0.48,not evaluated
2022-01-07 23:52,0.52,not evaluated
2022-01-08 00:22,0.57,not evaluated
2022-01-08 00:52,0.63,not evaluated
2022-01-08 01:22,0.73,not evaluated
2022-01-08 01:52,0.80,not evaluated
2022-01-08 02:22,0.80,not evaluated
2022-01-08 02:52,0.82,not evaluated
2022-01-08 03:22,0.81,not evaluated
2022-01-08 03:52,0.83,not evaluated
2022-01-08 04:22,0.82,not evaluated
2022-01-08 04:52,0.82,not evaluated
2022-01-08 05:22,0.78,not evaluated
2022-01-08 05:52,0.72,not evaluated
2022-01-08 06:22,0.70,not evaluated
2022-01-08 06:52,0.71,not evaluated
2022-01-08 07:22,0.71,not evaluated
2022-01-08 07:52,0.73,not evaluated
2022-01-08 08:22,0.76,not evaluated
2022-01-08 08:52,0.78,not evaluated
2022-01-08 09:22,0.78,not evaluated
2022-01-08 09:52,0.81,not evaluated
2022-01-08 10:22,0.88,not evaluated
2022-01-08 10:52,0.90,not evaluated
2022-01-08 11:22,0.91,not evaluated
2022-01-08 11:52,0.88,not evaluated
2022-01-08 12:22,0.87,not evaluated
2022-01-08 12:52,0.91,not evaluated
2022-01-08 13:22,0.86,not evaluated
2022-01-08 13:52,0.82,not evaluated
2022-01-08 14:22,0.80,not evaluated
2022-01-08 14:52,0.75,not evaluated
2022-01-08 15:22,0.76,not evaluated
2022-01-08 15:52,0.70,not evaluated
2022-01-08 16:22,0.79,not evaluated
2022-01-08 16:52,0.77,not evaluated
2022-01-08 17:22,0.76,not evaluated
2022-01-08 17:52,0.77,not evaluated
2022-01-08 18:22,0.77,not evaluated
2022-01-08 18:52,0.76,not evaluated
2022-01-08 19:22,0.80,not evaluated
2022-01-08 19:52,0.78,not evaluated
2022-01-08 20:22,0.76,not evaluated
2022-01-08 20:52,0.83,not evaluated
2022-01-08 21:22,0.85,not evaluated
2022-01-08 21:52,0.84,not evaluated
2022-01-08 22:22,0.80,not evaluated
2022-01-08 22:52,0.79,not evaluated
2022-01-08 23:22,0.79,not evaluated
2022-01-08 23:52,0.78,not evaluated
2022-01-09 00:22,0.79,not evaluated
2022-01-09 00:52,0.81,not evaluated
2022-01-09 01:22,0.77,not evaluated
2022-01-09 01:52,0.77,not evaluated
2022-01-09 02:22,0.75,not evaluated
2022-01-09 02:52,0.73,not evaluated
2022-01-09 03:22,0.72,not evaluated
2022-01-09 03:52,0.73,not evaluated
2022-01-09 04:22,0.71,not evaluated
2022-01-09 04:52,0.68,not evaluated
2022-01-09 05:22,0.62,not evaluated
2022-01-09 05:52,0.64,not evaluated
2022-01-09 06:22,0.63,not evaluated
2022-01-09 06:52,0.58,not evaluated
2022-01-09 07:22,0.58,not evaluated
2022-01-09 07:52,0.57,not evaluated
2022-01-09 08:22,0.59,not evaluated
2022-01-09 08:52,0.63,not evaluated
2022-01-09 09:22,0.67,not evaluated
2022-01-09 09:52,0.71,not evaluated
2022-01-09 10:22,0.73,not evaluated
2022-01-09 10:52,0.77,not evaluated
2022-01-09 11:22,0.78,not evaluated
2022-01-09 11:52,0.77,not evaluated
2022-01-09 12:22,0.74,not evaluated
2022-01-09 12:52,0.81,not evaluated
2022-01-09 13:22,0.80,not evaluated
2022-01-09 13:52,0.80,not evaluated
2022-01-09 14:22,0.75,not evaluated
2022-01-09 14:52,0.85,not evaluated
2022-01-09 15:22,0.82,not evaluated
2022-01-09 15:52,0.82,not evaluated
2022-01-09 16:22,0.78,not evaluated
2022-01-09 16:52,0.75,not evaluated
2022-01-09 17:22,0.75,not evaluated
2022-01-09 17:52,0.74,not evaluated
2022-01-09 18:22,0.73,not evaluated
2022-01-09 18:52,0.73,not evaluated
2022-01-09 19:22,0.71,not evaluated
2022-01-09 19:52,0.74,not evaluated
2022-01-09 20:22,0.71,not evaluated
2022-01-09 20:52,0.75,not evaluated
2022-01-09 21:22,0.74,not evaluated
2022-01-09 21:52,0.76,not evaluated
2022-01-09 22:22,0.84,not evaluated
2022-01-09 22:52,0.83,not evaluated
2022-01-09 23:22,0.83,not evaluated
2022-01-09 23:52,0.92,not evaluated
2022-01-10 00:22,0.85,not evaluated
2022-01-10 00:52,0.89,not evaluated
2022-01-10 01:22,0.85,not evaluated
2022-01-10 01:52,0.89,not evaluated
2022-01-10 02:22,0.85,not evaluated
2022-01-10 02:52,0.83,not evaluated
2022-01-10 03:22,0.79,not evaluated
2022-01-10 03:52,0.72,not evaluated
2022-01-10 04:22,0.72,not evaluated
2022-01-10 04:52,0.65,not evaluated
2022-01-10 05:22,0.68,not evaluated
2022-01-10 05:52,0.62,not evaluated
2022-01-10 06:22,0.56,not evaluated
2022-01-10 06:52,0.52,not evaluated
2022-01-10 07:22,0.47,not evaluated
2022-01-10 07:52,0.47,not evaluated
2022-01-10 08:22,0.51,not evaluated
2022-01-10 08:52,0.55,not evaluated
2022-01-10 09:22,0.56,not evaluated
2022-01-10 09:52,0.51,not evaluated
2022-01-10 10:22,0.52,not evaluated
2022-01-10 10:52,0.57,not evaluated
2022-01-10 11:22,0.59,not evaluated
2022-01-10 11:52,0.61,not evaluated
2022-01-10 12:22,0.61,not evaluated
2022-01-10 12:52,0.63,not evaluated
2022-01-10 13:22,0.65,not evaluated
2022-01-10 13:52,0.65,not evaluated
2022-01-10 14:22,0.58,not evaluated
2022-01-10 14:52,0.61,not evaluated
2022-01-10 15:22,0.56,not evaluated
2022-01-10 15:52,0.52,not evaluated
2022-01-10 16:22,0.56,not evaluated
2022-01-10 16:52,0.50,not evaluated
2022-01-10 17:22,0.47,not evaluated
2022-01-10 17:52,0.48,not evaluated
2022-01-10 18:22,0.51,not evaluated
2022-01-10 18:52,0.51,not evaluated
2022-01-10 19:22,0.50,not evaluated
2022-01-10 19:52,0.51,not evaluated
2022-01-10 20:22,0.50,not evaluated
2022-01-10 20:52,0.52,not evaluated
2022-01-10 21:22,0.53,not evaluated
2022-01-10 21:52,0.51,not evaluated
2022-01-10 22:22,0.51,not evaluated
2022-01-10 22:52,0.47,not evaluated
2022-01-10 23:22,0.48,not evaluated
2022-01-10 23:52,0.48,not evaluated
2022-01-11 00:22,0.45,not evaluated
2022-01-11 00:52,0.46,not evaluated
2022-01-11 01:22,0.42,not evaluated
2022-01-11 01:52,0.43,not evaluated
2022-01-11 02:22,0.41,not evaluated
2022-01-11 02:52,0.42,not evaluated
2022-01-11 03:22,0.44,not evaluated
2022-01-11 03:52,0.45,not evaluated
2022-01-11 04:22,0.45,not evaluated
2022-01-11 04:52,0.49,not evaluated
2022-01-11 05:22,0.54,not evaluated
2022-01-11 05:52,0.55,not evaluated
2022-01-11 06:22,0.55,not evaluated
2022-01-11 06:52,0.57,not evaluated
2022-01-11 07:22,0.61,not evaluated
2022-01-11 07:52,0.61,not evaluated
2022-01-11 08:22,0.73,not evaluated
2022-01-11 08:52,0.84,not evaluated
2022-01-11 09:22,0.83,not evaluated
2022-01-11 09:52,0.82,not evaluated
2022-01-11 10:22,0.85,not evaluated
2022-01-11 10:52,0.80,not evaluated
2022-01-11 11:22,0.80,not evaluated
2022-01-11 11:52,0.71,not evaluated
2022-01-11 12:22,0.70,not evaluated
2022-01-11 12:52,0.66,not evaluated
2022-01-11 13:22,0.62,not evaluated
2022-01-11 13:52,0.63,not evaluated
2022-01-11 14:22,0.57,not evaluated
2022-01-11 14:52,0.62,not evaluated
