%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Peak wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Peak wave direction (deg N),MASE-01 Peak wave direction (deg N) quality
2022-06-05 07:16,93.12,not evaluated
2022-06-05 07:46,97.64,not evaluated
2022-06-05 08:16,100.56,not evaluated
2022-06-05 08:46,93.90,not evaluated
2022-06-05 09:16,98.31,not evaluated
2022-06-05 09:46,98.16,not evaluated
2022-06-05 10:16,98.54,not evaluated
2022-06-05 10:46,93.93,not evaluated
2022-06-05 11:16,96.76,not evaluated
2022-06-05 11:46,99.31,not evaluated
2022-06-05 12:16,93.20,not evaluated
2022-06-05 12:46,98.52,not evaluated
2022-06-05 13:16,95.64,not evaluated
2022-06-05 13:46,101.67,not evaluated
2022-06-05 14:16,97.61,not evaluated
2022-06-05 14:46,103.51,not evaluated
2022-06-05 15:16,102.90,not evaluated
2022-06-05 15:46,99.27,not evaluated
2022-06-05 16:16,100.61,not evaluated
2022-06-05 16:46,96.94,not evaluated
2022-06-05 17:16,98.60,not evaluated
2022-06-05 17:46,99.10,not evaluated
2022-06-05 18:16,98.93,not evaluated
2022-06-05 18:46,107.96,not evaluated
2022-06-05 19:16,99.08,not evaluated
2022-06-05 19:46,101.06,not evaluated
2022-06-05 20:16,97.29,not evaluated
2022-06-05 20:46,98.96,not evaluated
2022-06-05 21:16,94.49,not evaluated
2022-06-05 21:46,100.10,not evaluated
2022-06-05 22:16,112.58,not evaluated
2022-06-05 22:46,112.54,not evaluated
2022-06-05 23:16,119.11,not evaluated
2022-06-05 23:46,117.83,not evaluated
2022-06-06 00:16,109.71,not evaluated
2022-06-06 00:46,114.72,not evaluated
2022-06-06 01:16,110.41,not evaluated
2022-06-06 01:46,117.92,not evaluated
2022-06-06 02:16,46.94,not evaluated
2022-06-06 02:46,115.54,not evaluated
2022-06-06 03:16,119.16,not evaluated
2022-06-06 03:46,118.63,not evaluated
2022-06-06 04:16,122.94,not evaluated
2022-06-06 04:46,117.57,not evaluated
2022-06-06 05:16,117.50,not evaluated
2022-06-06 05:46,118.15,not evaluated
2022-06-06 06:16,125.97,not evaluated
2022-06-06 06:46,118.98,not evaluated
2022-06-06 07:16,127.58,not evaluated
2022-06-06 07:46,124.02,not evaluated
2022-06-06 08:16,120.09,not evaluated
2022-06-06 08:46,122.81,not evaluated
2022-06-06 09:16,121.75,not evaluated
2022-06-06 09:46,116.78,not evaluated
2022-06-06 10:16,120.02,not evaluated
2022-06-06 10:46,123.94,not evaluated
2022-06-06 11:16,119.00,not evaluated
2022-06-06 11:46,117.63,not evaluated
2022-06-06 12:16,120.76,not evaluated
2022-06-06 12:46,118.19,not evaluated
2022-06-06 13:16,120.68,not evaluated
2022-06-06 13:46,119.70,not evaluated
2022-06-06 14:16,122.53,not evaluated
2022-06-06 14:46,124.25,not evaluated
2022-06-06 15:16,120.41,not evaluated
2022-06-06 15:46,122.23,not evaluated
2022-06-06 16:16,117.08,not evaluated
2022-06-06 16:46,114.09,not evaluated
2022-06-06 17:16,122.98,not evaluated
2022-06-06 17:46,118.09,not evaluated
2022-06-06 18:16,119.88,not evaluated
2022-06-06 18:46,112.96,not evaluated
2022-06-06 19:16,119.12,not evaluated
2022-06-06 19:46,117.76,not evaluated
2022-06-06 20:16,113.95,not evaluated
2022-06-06 20:46,114.13,not evaluated
2022-06-06 21:16,116.97,not evaluated
2022-06-06 21:46,116.25,not evaluated
2022-06-06 22:16,109.48,not evaluated
2022-06-06 22:46,116.08,not evaluated
2022-06-06 23:16,112.92,not evaluated
2022-06-06 23:46,115.88,not evaluated
2022-06-07 00:16,113.88,not evaluated
2022-06-07 00:46,118.70,not evaluated
2022-06-07 01:16,113.96,not evaluated
2022-06-07 01:46,111.92,not evaluated
2022-06-07 02:16,112.08,not evaluated
2022-06-07 02:46,115.38,not evaluated
2022-06-07 03:16,113.06,not evaluated
2022-06-07 03:46,108.09,not evaluated
2022-06-07 04:16,113.62,not evaluated
2022-06-07 04:46,116.92,not evaluated
2022-06-07 05:16,110.74,not evaluated
2022-06-07 05:46,113.04,not evaluated
2022-06-07 06:16,115.68,not evaluated
2022-06-07 06:46,112.64,not evaluated
2022-06-07 07:16,112.49,not evaluated
2022-06-07 07:46,118.20,not evaluated
2022-06-07 08:16,116.51,not evaluated
2022-06-07 08:46,116.27,not evaluated
2022-06-07 09:16,112.72,not evaluated
2022-06-07 09:46,113.62,not evaluated
2022-06-07 10:16,118.35,not evaluated
2022-06-07 10:46,112.63,not evaluated
2022-06-07 11:16,116.84,not evaluated
2022-06-07 11:46,113.53,not evaluated
2022-06-07 12:16,114.77,not evaluated
2022-06-07 12:46,114.78,not evaluated
2022-06-07 13:16,110.57,not evaluated
2022-06-07 13:46,118.48,not evaluated
2022-06-07 14:16,116.56,not evaluated
2022-06-07 14:46,111.65,not evaluated
2022-06-07 15:16,114.92,not evaluated
2022-06-07 15:46,114.92,not evaluated
2022-06-07 16:16,115.26,not evaluated
2022-06-07 16:46,115.81,not evaluated
2022-06-07 17:16,113.26,not evaluated
2022-06-07 17:46,116.34,not evaluated
2022-06-07 18:16,117.06,not evaluated
2022-06-07 18:46,118.55,not evaluated
2022-06-07 19:16,122.61,not evaluated
2022-06-07 19:46,113.81,not evaluated
2022-06-07 20:16,111.79,not evaluated
2022-06-07 20:46,111.36,not evaluated
2022-06-07 21:16,112.07,not evaluated
2022-06-07 21:46,110.44,not evaluated
2022-06-07 22:16,109.65,not evaluated
2022-06-07 22:46,119.55,not evaluated
2022-06-07 23:16,109.30,not evaluated
2022-06-07 23:46,120.73,not evaluated
2022-06-08 00:16,112.93,not evaluated
2022-06-08 00:46,112.26,not evaluated
2022-06-08 01:16,107.45,not evaluated
2022-06-08 01:46,106.63,not evaluated
2022-06-08 02:16,115.74,not evaluated
2022-06-08 02:46,110.98,not evaluated
2022-06-08 03:16,106.48,not evaluated
2022-06-08 03:46,104.07,not evaluated
2022-06-08 04:16,115.68,not evaluated
2022-06-08 04:46,105.58,not evaluated
2022-06-08 05:16,105.62,not evaluated
2022-06-08 05:46,108.04,not evaluated
2022-06-08 06:16,105.04,not evaluated
2022-06-08 06:46,106.00,not evaluated
2022-06-08 07:16,112.10,not evaluated
2022-06-08 07:46,113.97,not evaluated
2022-06-08 08:16,115.00,not evaluated
2022-06-08 08:46,113.31,not evaluated
2022-06-08 09:16,107.19,not evaluated
2022-06-08 09:46,108.62,not evaluated
2022-06-08 10:16,110.33,not evaluated
2022-06-08 10:46,109.91,not evaluated
2022-06-08 11:16,111.43,not evaluated
2022-06-08 11:46,108.27,not evaluated
2022-06-08 12:16,116.45,not evaluated
2022-06-08 12:46,109.04,not evaluated
2022-06-08 13:16,111.56,not evaluated
2022-06-08 13:46,109.13,not evaluated
2022-06-08 14:16,109.87,not evaluated
2022-06-08 14:46,109.92,not evaluated
2022-06-08 15:16,110.83,not evaluated
2022-06-08 15:46,113.90,not evaluated
2022-06-08 16:16,107.43,not evaluated
2022-06-08 16:46,112.50,not evaluated
2022-06-08 17:16,114.17,not evaluated
2022-06-08 17:46,109.82,not evaluated
2022-06-08 18:16,110.23,not evaluated
2022-06-08 18:46,106.61,not evaluated
2022-06-08 19:16,113.69,not evaluated
2022-06-08 19:46,117.74,not evaluated
2022-06-08 20:16,115.43,not evaluated
2022-06-08 20:46,121.07,not evaluated
2022-06-08 21:16,117.47,not evaluated
2022-06-08 21:46,117.92,not evaluated
2022-06-08 22:16,118.82,not evaluated
2022-06-08 22:46,115.55,not evaluated
2022-06-08 23:16,116.32,not evaluated
2022-06-08 23:46,115.01,not evaluated
2022-06-09 00:16,118.74,not evaluated
2022-06-09 00:46,114.19,not evaluated
2022-06-09 01:16,113.02,not evaluated
2022-06-09 01:46,113.58,not evaluated
2022-06-09 02:16,120.99,not evaluated
2022-06-09 02:46,111.15,not evaluated
2022-06-09 03:16,117.14,not evaluated
2022-06-09 03:46,114.76,not evaluated
2022-06-09 04:16,112.67,not evaluated
2022-06-09 04:46,118.63,not evaluated
2022-06-09 05:16,122.15,not evaluated
2022-06-09 05:46,116.11,not evaluated
2022-06-09 06:16,119.81,not evaluated
2022-06-09 06:46,118.38,not evaluated
2022-06-09 07:16,121.38,not evaluated
2022-06-09 07:46,120.01,not evaluated
2022-06-09 08:16,116.71,not evaluated
2022-06-09 08:46,150.34,not evaluated
2022-06-09 09:16,122.97,not evaluated
2022-06-09 09:46,125.86,not evaluated
2022-06-09 10:16,125.88,not evaluated
2022-06-09 10:46,120.64,not evaluated
2022-06-09 11:16,121.48,not evaluated
2022-06-09 11:46,123.29,not evaluated
2022-06-09 12:16,121.66,not evaluated
2022-06-09 12:46,117.43,not evaluated
2022-06-09 13:16,122.12,not evaluated
2022-06-09 13:46,128.83,not evaluated
2022-06-09 14:16,121.44,not evaluated
2022-06-09 14:46,123.98,not evaluated
2022-06-09 15:16,129.30,not evaluated
2022-06-09 15:46,121.68,not evaluated
2022-06-09 16:16,124.45,not evaluated
2022-06-09 16:46,122.34,not evaluated
2022-06-09 17:16,120.73,not evaluated
2022-06-09 17:46,114.63,not evaluated
2022-06-09 18:16,119.11,not evaluated
2022-06-09 18:46,121.50,not evaluated
2022-06-09 19:16,120.14,not evaluated
2022-06-09 19:46,123.78,not evaluated
2022-06-09 20:16,122.54,not evaluated
2022-06-09 20:46,118.16,not evaluated
2022-06-09 21:16,119.85,not evaluated
2022-06-09 21:46,124.75,not evaluated
2022-06-09 22:16,119.22,not evaluated
2022-06-09 22:46,117.52,not evaluated
2022-06-09 23:16,118.51,not evaluated
2022-06-09 23:46,122.87,not evaluated
2022-06-10 00:16,117.03,not evaluated
2022-06-10 00:46,116.30,not evaluated
2022-06-10 01:16,121.57,not evaluated
2022-06-10 01:46,115.60,not evaluated
2022-06-10 02:16,120.88,not evaluated
2022-06-10 02:46,123.33,not evaluated
2022-06-10 03:16,117.06,not evaluated
2022-06-10 03:46,113.96,not evaluated
2022-06-10 04:16,117.03,not evaluated
2022-06-10 04:46,121.18,not evaluated
2022-06-10 05:16,112.09,not evaluated
2022-06-10 05:46,116.33,not evaluated
2022-06-10 06:16,115.78,not evaluated
2022-06-10 06:46,116.93,not evaluated
2022-06-10 07:16,116.94,not evaluated
2022-06-10 07:46,116.59,not evaluated
2022-06-10 08:16,64.29,not evaluated
2022-06-10 08:46,78.96,not evaluated
2022-06-10 09:16,83.59,not evaluated
2022-06-10 09:46,82.04,not evaluated
2022-06-10 10:16,78.22,not evaluated
2022-06-10 10:46,79.47,not evaluated
2022-06-10 11:16,81.04,not evaluated
2022-06-10 11:46,85.28,not evaluated
2022-06-10 12:16,88.28,not evaluated
2022-06-10 12:46,90.86,not evaluated
2022-06-10 13:16,90.12,not evaluated
2022-06-10 13:46,91.54,not evaluated
2022-06-10 14:16,89.51,not evaluated
2022-06-10 14:46,92.11,not evaluated
2022-06-10 15:16,101.58,not evaluated
2022-06-10 15:46,97.21,not evaluated
2022-06-10 16:16,102.01,not evaluated
2022-06-10 16:46,91.89,not evaluated
2022-06-10 17:16,95.17,not evaluated
2022-06-10 17:46,101.85,not evaluated
2022-06-10 18:16,98.03,not evaluated
2022-06-10 18:46,95.65,not evaluated
2022-06-10 19:16,98.84,not evaluated
2022-06-10 19:46,98.66,not evaluated
2022-06-10 20:16,100.68,not evaluated
2022-06-10 20:46,96.11,not evaluated
2022-06-10 21:16,95.52,not evaluated
2022-06-10 21:46,97.42,not evaluated
2022-06-10 22:16,96.12,not evaluated
2022-06-10 22:46,96.11,not evaluated
2022-06-10 23:16,88.02,not evaluated
2022-06-10 23:46,91.58,not evaluated
2022-06-11 00:16,90.83,not evaluated
2022-06-11 00:46,107.12,not evaluated
2022-06-11 01:16,104.19,not evaluated
2022-06-11 01:46,90.77,not evaluated
2022-06-11 02:16,106.91,not evaluated
2022-06-11 02:46,106.20,not evaluated
2022-06-11 03:16,108.88,not evaluated
2022-06-11 03:46,111.77,not evaluated
2022-06-11 04:16,111.41,not evaluated
2022-06-11 04:46,114.30,not evaluated
2022-06-11 05:16,114.34,not evaluated
2022-06-11 05:46,108.94,not evaluated
2022-06-11 06:16,101.91,not evaluated
2022-06-11 06:46,115.46,not evaluated
2022-06-11 07:16,116.81,not evaluated
2022-06-11 07:46,108.44,not evaluated
2022-06-11 08:16,118.15,not evaluated
2022-06-11 08:46,114.51,not evaluated
2022-06-11 09:16,117.67,not evaluated
2022-06-11 09:46,116.59,not evaluated
2022-06-11 10:16,116.62,not evaluated
2022-06-11 10:46,131.73,not evaluated
2022-06-11 11:16,115.21,not evaluated
2022-06-11 11:46,115.30,not evaluated
2022-06-11 12:16,114.11,not evaluated
2022-06-11 12:46,117.24,not evaluated
2022-06-11 13:16,122.55,not evaluated
2022-06-11 13:46,119.59,not evaluated
2022-06-11 14:16,117.27,not evaluated
2022-06-11 14:46,115.25,not evaluated
2022-06-11 15:16,119.68,not evaluated
2022-06-11 15:46,123.06,not evaluated
2022-06-11 16:16,132.25,not evaluated
2022-06-11 16:46,132.95,not evaluated
2022-06-11 17:16,113.33,not evaluated
2022-06-11 17:46,101.55,not evaluated
2022-06-11 18:16,102.32,not evaluated
2022-06-11 18:46,118.30,not evaluated
2022-06-11 19:16,105.96,not evaluated
2022-06-11 19:46,109.95,not evaluated
2022-06-11 20:16,102.60,not evaluated
2022-06-11 20:46,97.83,not evaluated
2022-06-11 21:16,103.04,not evaluated
2022-06-11 21:46,99.89,not evaluated
2022-06-11 22:16,96.51,not evaluated
2022-06-11 22:46,119.44,not evaluated
2022-06-11 23:16,117.89,not evaluated
2022-06-11 23:46,117.49,not evaluated
2022-06-12 00:16,117.32,not evaluated
2022-06-12 00:46,119.54,not evaluated
2022-06-12 01:16,117.34,not evaluated
2022-06-12 01:46,121.13,not evaluated
2022-06-12 02:16,120.82,not evaluated
2022-06-12 02:46,119.41,not evaluated
2022-06-12 03:16,116.51,not evaluated
2022-06-12 03:46,116.43,not evaluated
2022-06-12 04:16,117.21,not evaluated
2022-06-12 04:46,117.10,not evaluated
2022-06-12 05:16,131.97,not evaluated
2022-06-12 05:46,134.86,not evaluated
2022-06-12 06:16,115.20,not evaluated
2022-06-12 06:46,135.13,not evaluated
2022-06-12 07:16,132.59,not evaluated
2022-06-12 07:46,135.14,not evaluated
2022-06-12 08:16,129.72,not evaluated
2022-06-12 08:46,144.64,not evaluated
2022-06-12 09:16,148.01,not evaluated
2022-06-12 09:46,139.54,not evaluated
2022-06-12 10:16,137.08,not evaluated
2022-06-12 10:46,141.86,not evaluated
2022-06-12 11:16,143.90,not evaluated
2022-06-12 11:46,139.58,not evaluated
2022-06-12 12:16,139.26,not evaluated
2022-06-12 12:46,137.07,not evaluated
2022-06-12 13:16,138.73,not evaluated
2022-06-12 13:46,138.36,not evaluated
2022-06-12 14:16,139.05,not evaluated
2022-06-12 14:46,139.12,not evaluated
2022-06-12 15:16,139.64,not evaluated
2022-06-12 15:46,142.97,not evaluated
2022-06-12 16:16,145.14,not evaluated
2022-06-12 16:46,145.41,not evaluated
2022-06-12 17:16,144.91,not evaluated
2022-06-12 17:46,144.92,not evaluated
2022-06-12 18:16,149.43,not evaluated
2022-06-12 18:46,148.74,not evaluated
2022-06-12 19:16,139.35,not evaluated
2022-06-12 19:46,148.06,not evaluated
2022-06-12 20:16,149.12,not evaluated
2022-06-12 20:46,144.25,not evaluated
2022-06-12 21:16,145.10,not evaluated
2022-06-12 21:46,143.76,not evaluated
2022-06-12 22:16,145.75,not evaluated
2022-06-12 22:46,145.24,not evaluated
2022-06-12 23:16,146.44,not evaluated
2022-06-12 23:46,145.10,not evaluated
2022-06-13 00:16,144.36,not evaluated
2022-06-13 00:46,144.30,not evaluated
2022-06-13 01:16,142.35,not evaluated
2022-06-13 01:46,147.59,not evaluated
2022-06-13 02:16,149.61,not evaluated
2022-06-13 02:46,141.28,not evaluated
2022-06-13 03:16,145.53,not evaluated
2022-06-13 03:46,142.91,not evaluated
2022-06-13 04:16,150.11,not evaluated
2022-06-13 04:46,148.46,not evaluated
2022-06-13 05:16,151.70,not evaluated
2022-06-13 05:46,146.88,not evaluated
2022-06-13 06:16,150.63,not evaluated
2022-06-13 06:46,147.36,not evaluated
2022-06-13 07:16,149.64,not evaluated
2022-06-13 07:46,149.99,not evaluated
2022-06-13 08:16,149.47,not evaluated
2022-06-13 08:46,149.02,not evaluated
2022-06-13 09:16,148.26,not evaluated
2022-06-13 09:46,144.91,not evaluated
2022-06-13 10:16,142.21,not evaluated
2022-06-13 10:46,140.29,not evaluated
2022-06-13 11:16,141.55,not evaluated
2022-06-13 11:46,139.03,not evaluated
2022-06-13 12:16,143.15,not evaluated
2022-06-13 12:46,135.81,not evaluated
2022-06-13 13:16,137.74,not evaluated
2022-06-13 13:46,140.88,not evaluated
2022-06-13 14:16,136.53,not evaluated
2022-06-13 14:46,139.24,not evaluated
2022-06-13 15:16,131.96,not evaluated
2022-06-13 15:46,139.73,not evaluated
2022-06-13 16:16,138.13,not evaluated
2022-06-13 16:46,138.11,not evaluated
2022-06-13 17:16,122.17,not evaluated
2022-06-13 17:46,144.62,not evaluated
2022-06-13 18:16,144.20,not evaluated
2022-06-13 18:46,144.82,not evaluated
2022-06-13 19:16,151.92,not evaluated
2022-06-13 19:46,151.06,not evaluated
2022-06-13 20:16,144.44,not evaluated
2022-06-13 20:46,147.32,not evaluated
2022-06-13 21:16,149.35,not evaluated
2022-06-13 21:46,145.19,not evaluated
2022-06-13 22:16,151.04,not evaluated
2022-06-13 22:46,144.85,not evaluated
2022-06-13 23:16,147.55,not evaluated
2022-06-13 23:46,146.19,not evaluated
2022-06-14 00:16,142.56,not evaluated
2022-06-14 00:46,139.53,not evaluated
2022-06-14 01:16,138.68,not evaluated
2022-06-14 01:46,145.23,not evaluated
2022-06-14 02:16,141.77,not evaluated
2022-06-14 02:46,134.13,not evaluated
2022-06-14 03:16,141.26,not evaluated
2022-06-14 03:46,145.36,not evaluated
2022-06-14 04:16,145.15,not evaluated
2022-06-14 04:46,144.65,not evaluated
2022-06-14 05:16,144.55,not evaluated
2022-06-14 05:46,142.79,not evaluated
2022-06-14 06:16,143.91,not evaluated
2022-06-14 06:46,139.58,not evaluated
2022-06-14 07:16,146.43,not evaluated
2022-06-14 07:46,144.72,not evaluated
2022-06-14 08:16,148.84,not evaluated
2022-06-14 08:46,148.71,not evaluated
2022-06-14 09:16,151.64,not evaluated
2022-06-14 09:46,150.54,not evaluated
2022-06-14 10:16,152.43,not evaluated
2022-06-14 10:46,145.84,not evaluated
2022-06-14 11:16,146.07,not evaluated
2022-06-14 11:46,151.32,not evaluated
2022-06-14 12:16,154.10,not evaluated
2022-06-14 12:46,146.05,not evaluated
2022-06-14 13:16,145.01,not evaluated
2022-06-14 13:46,150.70,not evaluated
2022-06-14 14:16,119.35,not evaluated
2022-06-14 14:46,118.83,not evaluated
2022-06-14 15:16,128.02,not evaluated
2022-06-14 15:46,132.85,not evaluated
2022-06-14 16:16,115.44,not evaluated
2022-06-14 16:46,128.05,not evaluated
2022-06-14 17:16,144.72,not evaluated
2022-06-14 17:46,140.72,not evaluated
2022-06-14 18:16,143.37,not evaluated
2022-06-14 18:46,150.57,not evaluated
2022-06-14 19:16,151.52,not evaluated
2022-06-14 19:46,152.88,not evaluated
2022-06-14 20:16,156.99,not evaluated
2022-06-14 20:46,158.43,not evaluated
2022-06-14 21:16,155.34,not evaluated
2022-06-14 21:46,163.29,not evaluated
2022-06-14 22:16,161.62,not evaluated
2022-06-14 22:46,160.40,not evaluated
2022-06-14 23:16,157.33,not evaluated
2022-06-14 23:46,124.47,not evaluated
2022-06-15 00:16,124.40,not evaluated
2022-06-15 00:46,121.28,not evaluated
2022-06-15 01:16,118.08,not evaluated
2022-06-15 01:46,123.27,not evaluated
2022-06-15 02:16,120.52,not evaluated
2022-06-15 02:46,120.48,not evaluated
2022-06-15 03:16,117.43,not evaluated
2022-06-15 03:46,151.13,not evaluated
2022-06-15 04:16,148.67,not evaluated
2022-06-15 04:46,147.29,not evaluated
2022-06-15 05:16,122.55,not evaluated
2022-06-15 05:46,145.72,not evaluated
2022-06-15 06:16,151.41,not evaluated
2022-06-15 06:46,148.74,not evaluated
2022-06-15 07:16,149.38,not evaluated
2022-06-15 07:46,149.69,not evaluated
2022-06-15 08:16,158.08,not evaluated
2022-06-15 08:46,156.53,not evaluated
2022-06-15 09:16,159.60,not evaluated
2022-06-15 09:46,70.39,not evaluated
2022-06-15 10:16,74.37,not evaluated
2022-06-15 10:46,73.59,not evaluated
2022-06-15 11:16,82.53,not evaluated
2022-06-15 11:46,76.56,not evaluated
2022-06-15 12:16,78.16,not evaluated
2022-06-15 12:46,83.39,not evaluated
2022-06-15 13:16,91.57,not evaluated
2022-06-15 13:46,86.86,not evaluated
2022-06-15 14:16,81.45,not evaluated
2022-06-15 14:46,85.70,not evaluated
2022-06-15 15:16,83.70,not evaluated
2022-06-15 15:46,82.90,not evaluated
2022-06-15 16:16,85.74,not evaluated
2022-06-15 16:46,87.94,not evaluated
2022-06-15 17:16,86.91,not evaluated
2022-06-15 17:46,113.57,not evaluated
2022-06-15 18:16,87.20,not evaluated
2022-06-15 18:46,97.98,not evaluated
2022-06-15 19:16,84.87,not evaluated
2022-06-15 19:46,93.55,not evaluated
2022-06-15 20:16,100.50,not evaluated
2022-06-15 20:46,94.96,not evaluated
2022-06-15 21:16,94.01,not evaluated
2022-06-15 21:46,89.02,not evaluated
2022-06-15 22:16,92.91,not evaluated
2022-06-15 22:46,90.83,not evaluated
2022-06-15 23:16,87.39,not evaluated
2022-06-15 23:46,89.30,not evaluated
2022-06-16 00:16,91.61,not evaluated
2022-06-16 00:46,88.94,not evaluated
2022-06-16 01:16,84.47,not evaluated
2022-06-16 01:46,83.78,not evaluated
2022-06-16 02:16,88.52,not evaluated
2022-06-16 02:46,89.16,not evaluated
2022-06-16 03:16,83.00,not evaluated
2022-06-16 03:46,89.10,not evaluated
2022-06-16 04:16,85.66,not evaluated
2022-06-16 04:46,87.51,not evaluated
2022-06-16 05:16,95.06,not evaluated
2022-06-16 05:46,89.20,not evaluated
2022-06-16 06:16,91.48,not evaluated
2022-06-16 06:46,88.26,not evaluated
2022-06-16 07:16,95.02,not evaluated
2022-06-16 07:46,109.77,not evaluated
2022-06-16 08:16,108.08,not evaluated
2022-06-16 08:46,106.42,not evaluated
2022-06-16 09:16,102.85,not evaluated
2022-06-16 09:46,110.22,not evaluated
2022-06-16 10:16,112.73,not evaluated
2022-06-16 10:46,115.12,not evaluated
2022-06-16 11:16,112.46,not evaluated
2022-06-16 11:46,110.87,not evaluated
2022-06-16 12:16,104.88,not evaluated
2022-06-16 12:46,115.97,not evaluated
2022-06-16 13:16,117.07,not evaluated
2022-06-16 13:46,112.54,not evaluated
2022-06-16 14:16,121.34,not evaluated
2022-06-16 14:46,112.10,not evaluated
2022-06-16 15:16,121.60,not evaluated
2022-06-16 15:46,116.79,not evaluated
2022-06-16 16:16,114.89,not evaluated
2022-06-16 16:46,106.97,not evaluated
2022-06-16 17:16,111.40,not evaluated
2022-06-16 17:46,143.15,not evaluated
2022-06-16 18:16,118.06,not evaluated
2022-06-16 18:46,106.17,not evaluated
2022-06-16 19:16,104.48,not evaluated
2022-06-16 19:46,102.47,not evaluated
2022-06-16 20:16,101.93,not evaluated
2022-06-16 20:46,104.68,not evaluated
2022-06-16 21:16,115.71,not evaluated
2022-06-16 21:46,122.74,not evaluated
2022-06-16 22:16,110.71,not evaluated
2022-06-16 22:46,108.90,not evaluated
2022-06-16 23:16,119.67,not evaluated
2022-06-16 23:46,109.36,not evaluated
2022-06-17 00:16,104.32,not evaluated
2022-06-17 00:46,107.32,not evaluated
2022-06-17 01:16,115.75,not evaluated
2022-06-17 01:46,115.18,not evaluated
2022-06-17 02:16,108.34,not evaluated
2022-06-17 02:46,120.01,not evaluated
2022-06-17 03:16,115.88,not evaluated
2022-06-17 03:46,113.93,not evaluated
2022-06-17 04:16,113.01,not evaluated
2022-06-17 04:46,117.94,not evaluated
2022-06-17 05:16,115.19,not evaluated
2022-06-17 05:46,116.18,not evaluated
2022-06-17 06:16,118.09,not evaluated
2022-06-17 06:46,116.54,not evaluated
2022-06-17 07:16,110.28,not evaluated
2022-06-17 07:46,109.95,not evaluated
2022-06-17 08:16,114.72,not evaluated
2022-06-17 08:46,116.71,not evaluated
2022-06-17 09:16,119.04,not evaluated
2022-06-17 09:46,119.10,not evaluated
2022-06-17 10:16,118.92,not evaluated
2022-06-17 10:46,118.97,not evaluated
2022-06-17 11:16,120.03,not evaluated
2022-06-17 11:46,112.76,not evaluated
2022-06-17 12:16,115.06,not evaluated
2022-06-17 12:46,113.43,not evaluated
2022-06-17 13:16,115.58,not evaluated
2022-06-17 13:46,118.66,not evaluated
2022-06-17 14:16,117.72,not evaluated
2022-06-17 14:46,111.58,not evaluated
2022-06-17 15:16,111.33,not evaluated
2022-06-17 15:46,119.29,not evaluated
2022-06-17 16:16,112.24,not evaluated
2022-06-17 16:46,113.53,not evaluated
2022-06-17 17:16,116.10,not evaluated
2022-06-17 17:46,109.43,not evaluated
2022-06-17 18:16,116.10,not evaluated
2022-06-17 18:46,120.55,not evaluated
2022-06-17 19:16,120.81,not evaluated
2022-06-17 19:46,120.14,not evaluated
2022-06-17 20:16,117.75,not evaluated
2022-06-17 20:46,117.83,not evaluated
2022-06-17 21:16,121.47,not evaluated
2022-06-17 21:46,123.87,not evaluated
2022-06-17 22:16,125.67,not evaluated
2022-06-17 22:46,117.71,not evaluated
2022-06-17 23:16,124.34,not evaluated
2022-06-17 23:46,122.64,not evaluated
2022-06-18 00:16,117.87,not evaluated
2022-06-18 00:46,112.23,not evaluated
2022-06-18 01:16,117.76,not evaluated
2022-06-18 01:46,122.30,not evaluated
2022-06-18 02:16,112.70,not evaluated
2022-06-18 02:46,116.72,not evaluated
2022-06-18 03:16,114.76,not evaluated
2022-06-18 03:46,118.59,not evaluated
2022-06-18 04:16,116.87,not evaluated
2022-06-18 04:46,121.21,not evaluated
2022-06-18 05:16,112.66,not evaluated
2022-06-18 05:46,119.38,not evaluated
2022-06-18 06:16,121.98,not evaluated
2022-06-18 06:46,115.29,not evaluated
2022-06-18 07:16,114.91,not evaluated
2022-06-18 07:46,113.32,not evaluated
2022-06-18 08:16,119.75,not evaluated
2022-06-18 08:46,111.02,not evaluated
2022-06-18 09:16,115.95,not evaluated
2022-06-18 09:46,115.57,not evaluated
2022-06-18 10:16,121.23,not evaluated
2022-06-18 10:46,119.09,not evaluated
2022-06-18 11:16,110.64,not evaluated
2022-06-18 11:46,116.90,not evaluated
2022-06-18 12:16,123.53,not evaluated
2022-06-18 12:46,121.49,not evaluated
2022-06-18 13:16,118.40,not evaluated
2022-06-18 13:46,116.67,not evaluated
2022-06-18 14:16,115.32,not evaluated
2022-06-18 14:46,117.17,not evaluated
2022-06-18 15:16,120.17,not evaluated
2022-06-18 15:46,115.50,not evaluated
2022-06-18 16:16,118.25,not evaluated
2022-06-18 16:46,118.17,not evaluated
2022-06-18 17:16,122.40,not evaluated
2022-06-18 17:46,121.85,not evaluated
2022-06-18 18:16,118.38,not evaluated
2022-06-18 18:46,122.83,not evaluated
2022-06-18 19:16,122.97,not evaluated
2022-06-18 19:46,118.87,not evaluated
