Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
1,2338929.394,114398.323,-106.112,T01_1,-77.88110114,34.05906199,-106.112,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:14:47.4 UTC-04:00,2022-09-19 09:14:47.4 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,566.555,NAD83(2011) / North Carolina
2,2338944.822,114394.087,-114.937,T01_2,-77.88105037,34.05904988,-114.937,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:15:14.8 UTC-04:00,2022-09-19 09:15:14.8 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,569.507,NAD83(2011) / North Carolina
3,2338969.034,114388.546,-115.893,T01_3,-77.88097065,34.05903391,-115.893,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:15:53.2 UTC-04:00,2022-09-19 09:15:53.2 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,576.054,NAD83(2011) / North Carolina
4,2338991.312,114384.072,-116.898,T01_4,-77.88089727,34.05902092,-116.898,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:16:11.0 UTC-04:00,2022-09-19 09:16:11.0 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,583.482,NAD83(2011) / North Carolina
5,2338997.532,114382.336,-117.158,T01_5,-77.88087680,34.05901596,-117.158,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:16:24.0 UTC-04:00,2022-09-19 09:16:24.0 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,585.285,NAD83(2011) / North Carolina
6,2339008.960,114380.837,-116.664,T01_6,-77.88083914,34.05901149,-116.664,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:16:43.8 UTC-04:00,2022-09-19 09:16:43.8 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,590.176,NAD83(2011) / North Carolina
7,2339026.846,114377.121,-116.065,T01_7,-77.88078023,34.05900072,-116.065,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:17:00.6 UTC-04:00,2022-09-19 09:17:00.6 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,597.073,NAD83(2011) / North Carolina
8,2339052.968,114370.320,-115.510,T01_8,-77.88069426,34.05898123,-115.510,0.033,0.033,0.036,0.046,6.345,ft,FIX,2022-09-19 09:17:23.0 UTC-04:00,2022-09-19 09:17:23.0 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,606.898,NAD83(2011) / North Carolina
9,2339067.077,114366.040,-116.225,T01_9,-77.88064784,34.05896903,-116.225,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:17:41.2 UTC-04:00,2022-09-19 09:17:41.2 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,612.161,NAD83(2011) / North Carolina
10,2339089.107,114358.460,-115.441,T01_10,-77.88057540,34.05894753,-115.441,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:18:00.6 UTC-04:00,2022-09-19 09:18:00.6 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,620.302,NAD83(2011) / North Carolina
11,2339099.123,114356.438,-115.995,T01_11,-77.88054241,34.05894166,-115.995,0.033,0.033,0.036,0.046,6.345,ft,FIX,2022-09-19 09:18:16.0 UTC-04:00,2022-09-19 09:18:16.0 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,625.329,NAD83(2011) / North Carolina
12,2339108.961,114353.100,-117.121,T01_12,-77.88051006,34.05893218,-117.121,0.033,0.033,0.036,0.046,6.345,ft,FIX,2022-09-19 09:18:30.6 UTC-04:00,2022-09-19 09:18:30.6 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,629.388,NAD83(2011) / North Carolina
13,2339117.758,114349.954,-118.045,T01_13,-77.88048114,34.05892327,-118.045,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:18:48.8 UTC-04:00,2022-09-19 09:18:48.8 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,633.023,NAD83(2011) / North Carolina
14,2339128.923,114346.708,-119.109,T01_14,-77.88044441,34.05891400,-119.109,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:19:07.0 UTC-04:00,2022-09-19 09:19:07.0 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,638.343,NAD83(2011) / North Carolina
15,2339146.536,114342.281,-120.207,T01_15,-77.88038643,34.05890130,-120.207,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:19:28.6 UTC-04:00,2022-09-19 09:19:28.6 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,647.557,NAD83(2011) / North Carolina
16,2339169.520,114335.232,-121.702,T01_16,-77.88031082,34.05888122,-121.702,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:19:44.4 UTC-04:00,2022-09-19 09:19:44.4 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,659.276,NAD83(2011) / North Carolina
17,2339193.785,114329.265,-123.302,T01_17,-77.88023095,34.05886407,-123.302,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 09:20:15.2 UTC-04:00,2022-09-19 09:20:15.2 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,673.333,NAD83(2011) / North Carolina
18,2339221.305,114326.334,-124.749,T01_18,-77.88014021,34.05885517,-124.749,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:20:34.6 UTC-04:00,2022-09-19 09:20:34.6 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,692.452,NAD83(2011) / North Carolina
19,2338820.322,113320.627,-115.656,TurtleNest,-77.88150127,34.05610448,-115.656,0.033,0.033,0.049,0.046,6.345,ft,FIX,2022-09-19 09:26:09.4 UTC-04:00,2022-09-19 09:26:09.4 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,581.375,NAD83(2011) / North Carolina
20,2338304.553,111984.774,-110.345,T02_1,-77.88325339,34.05245028,-110.345,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:35:34.0 UTC-04:00,2022-09-19 09:35:34.0 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1939.489,NAD83(2011) / North Carolina
21,2338323.100,111977.138,-111.856,T02_2,-77.88319245,34.05242873,-111.856,0.033,0.033,0.036,0.046,6.345,ft,FIX,2022-09-19 09:35:53.0 UTC-04:00,2022-09-19 09:35:53.0 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1943.419,NAD83(2011) / North Carolina
22,2338335.884,111972.515,-113.017,T02_3,-77.88315043,34.05241563,-113.017,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:36:08.2 UTC-04:00,2022-09-19 09:36:08.2 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1945.615,NAD83(2011) / North Carolina
23,2338355.072,111965.370,-113.102,T02_4,-77.88308736,34.05239541,-113.102,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:36:24.8 UTC-04:00,2022-09-19 09:36:24.8 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1949.289,NAD83(2011) / North Carolina
24,2338376.928,111956.727,-113.194,T02_5,-77.88301554,34.05237099,-113.194,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 09:36:41.0 UTC-04:00,2022-09-19 09:36:41.0 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1954.224,NAD83(2011) / North Carolina
25,2338387.150,111951.694,-113.835,T02_6,-77.88298198,34.05235684,-113.835,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:36:53.8 UTC-04:00,2022-09-19 09:36:53.8 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1957.605,NAD83(2011) / North Carolina
26,2338396.943,111948.212,-114.711,T02_7,-77.88294979,34.05234697,-114.711,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 09:37:10.4 UTC-04:00,2022-09-19 09:37:10.4 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1959.574,NAD83(2011) / North Carolina
27,2338408.154,111944.099,-115.865,T02_8,-77.88291294,34.05233533,-115.865,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 09:37:25.4 UTC-04:00,2022-09-19 09:37:25.4 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1962.021,NAD83(2011) / North Carolina
28,2338417.233,111941.293,-116.773,T02_9,-77.88288308,34.05232734,-116.773,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 09:37:39.2 UTC-04:00,2022-09-19 09:37:39.2 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1963.534,NAD83(2011) / North Carolina
29,2338427.518,111938.053,-117.379,T02_10,-77.88284925,34.05231812,-117.379,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 09:37:52.2 UTC-04:00,2022-09-19 09:37:52.2 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1965.363,NAD83(2011) / North Carolina
30,2338436.532,111934.232,-117.149,T02_11,-77.88281964,34.05230734,-117.149,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:38:04.0 UTC-04:00,2022-09-19 09:38:04.0 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1967.985,NAD83(2011) / North Carolina
31,2338447.596,111929.442,-116.812,T02_12,-77.88278329,34.05229384,-116.812,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:38:17.6 UTC-04:00,2022-09-19 09:38:17.6 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1971.362,NAD83(2011) / North Carolina
32,2338462.427,111921.826,-116.512,T02_13,-77.88273462,34.05227246,-116.512,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:38:31.8 UTC-04:00,2022-09-19 09:38:31.8 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1977.186,NAD83(2011) / North Carolina
33,2338478.901,111915.709,-116.096,T02_14,-77.88268047,34.05225514,-116.096,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:38:52.2 UTC-04:00,2022-09-19 09:38:52.2 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1981.470,NAD83(2011) / North Carolina
34,2338485.744,111912.292,-115.958,T02_15,-77.88265801,34.05224554,-115.958,0.033,0.033,0.036,0.046,6.345,ft,FIX,2022-09-19 09:39:09.2 UTC-04:00,2022-09-19 09:39:09.2 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1984.163,NAD83(2011) / North Carolina
35,2338495.023,111907.697,-115.823,T02_16,-77.88262756,34.05223263,-115.823,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:39:31.8 UTC-04:00,2022-09-19 09:39:31.8 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1987.819,NAD83(2011) / North Carolina
36,2338502.648,111903.737,-116.415,T02_17,-77.88260253,34.05222151,-116.415,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:39:47.8 UTC-04:00,2022-09-19 09:39:47.8 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1991.042,NAD83(2011) / North Carolina
37,2338508.867,111900.802,-116.947,T02_18,-77.88258211,34.05221326,-116.947,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 09:40:03.6 UTC-04:00,2022-09-19 09:40:03.6 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1993.400,NAD83(2011) / North Carolina
38,2338521.884,111894.362,-117.187,T02_19,-77.88253939,34.05219516,-117.187,0.033,0.033,0.046,0.046,6.345,ft,FIX,2022-09-19 09:40:19.2 UTC-04:00,2022-09-19 09:40:19.2 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,1998.701,NAD83(2011) / North Carolina
39,2338530.444,111890.839,-118.132,T02_20,-77.88251127,34.05218522,-118.132,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 09:40:38.2 UTC-04:00,2022-09-19 09:40:38.2 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,2001.527,NAD83(2011) / North Carolina
40,2338539.243,111887.570,-119.076,T02_21,-77.88248234,34.05217596,-119.076,0.033,0.033,0.046,0.046,6.345,ft,FIX,2022-09-19 09:41:02.2 UTC-04:00,2022-09-19 09:41:02.2 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,2004.123,NAD83(2011) / North Carolina
41,2338552.227,111882.897,-119.637,T02_22,-77.88243966,34.05216272,-119.637,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 09:41:15.8 UTC-04:00,2022-09-19 09:41:15.8 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,2007.874,NAD83(2011) / North Carolina
42,2338567.713,111876.710,-120.372,T02_23,-77.88238877,34.05214525,-120.372,0.033,0.033,0.052,0.046,6.345,ft,FIX,2022-09-19 09:41:31.2 UTC-04:00,2022-09-19 09:41:31.2 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,2013.075,NAD83(2011) / North Carolina
43,2338578.228,111872.853,-121.147,T02_24,-77.88235421,34.05213432,-121.147,0.033,0.033,0.046,0.046,6.345,ft,FIX,2022-09-19 09:41:45.2 UTC-04:00,2022-09-19 09:41:45.2 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,2016.336,NAD83(2011) / North Carolina
44,2338588.225,111869.172,-121.972,T02_25_WL,-77.88232135,34.05212390,-121.972,0.033,0.033,0.046,0.046,6.345,ft,FIX,2022-09-19 09:42:03.6 UTC-04:00,2022-09-19 09:42:03.6 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,2019.504,NAD83(2011) / North Carolina
45,2338610.097,111861.932,-123.772,T02_26,-77.88224943,34.05210333,-123.772,0.033,0.033,0.049,0.046,6.345,ft,FIX,2022-09-19 09:42:22.0 UTC-04:00,2022-09-19 09:42:22.0 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,2025.799,NAD83(2011) / North Carolina
46,2338624.781,111855.637,-125.031,T02_27,-77.88220119,34.05208558,-125.031,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 09:42:33.4 UTC-04:00,2022-09-19 09:42:33.4 UTC-04:00,1,1.2,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,2031.595,NAD83(2011) / North Carolina
47,2337295.523,109579.825,-111.280,T03_1,-77.88667300,34.04587401,-111.280,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 09:53:51.4 UTC-04:00,2022-09-19 09:53:51.4 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,4525.276,NAD83(2011) / North Carolina
48,2337319.392,109571.659,-110.733,T03_2,-77.88659452,34.04585084,-110.733,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:54:14.0 UTC-04:00,2022-09-19 09:54:14.0 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,4525.781,NAD83(2011) / North Carolina
49,2337333.916,109566.925,-109.641,T03_3,-77.88654676,34.04583738,-109.641,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:54:26.0 UTC-04:00,2022-09-19 09:54:26.0 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,4525.933,NAD83(2011) / North Carolina
50,2337343.285,109563.931,-108.285,T03_4,-77.88651595,34.04582887,-108.285,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 09:54:38.4 UTC-04:00,2022-09-19 09:54:38.4 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,4526.002,NAD83(2011) / North Carolina
51,2337355.335,109560.086,-107.728,T03_5,-77.88647632,34.04581794,-107.728,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 09:54:50.0 UTC-04:00,2022-09-19 09:54:50.0 UTC-04:00,1,1.1,2338686.547,113886.454,-107.497,-77.88192181,34.05766319,-107.497,4526.117,NAD83(2011) / North Carolina
