%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Mean wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),BHI-E Mean wave direction (deg N),BHI-E Mean wave direction (deg N) quality
2022-08-24 22:48,114.69,not evaluated
2022-08-24 23:18,119.20,not evaluated
2022-08-24 23:48,120.50,not evaluated
2022-08-25 00:18,121.00,not evaluated
2022-08-25 00:48,117.61,not evaluated
2022-08-25 01:18,119.22,not evaluated
2022-08-25 01:48,118.57,not evaluated
2022-08-25 02:18,121.67,not evaluated
2022-08-25 02:48,121.01,not evaluated
2022-08-25 03:18,121.85,not evaluated
2022-08-25 03:48,120.62,not evaluated
2022-08-25 04:18,122.02,not evaluated
2022-08-25 04:48,120.29,not evaluated
2022-08-25 05:18,117.40,not evaluated
2022-08-25 05:48,120.78,not evaluated
2022-08-25 06:18,119.25,not evaluated
2022-08-25 06:48,118.09,not evaluated
2022-08-25 07:18,115.40,not evaluated
2022-08-25 07:48,118.20,not evaluated
2022-08-25 08:18,117.26,not evaluated
2022-08-25 08:48,119.08,not evaluated
2022-08-25 09:18,118.88,not evaluated
2022-08-25 09:48,122.24,not evaluated
2022-08-25 10:18,119.59,not evaluated
2022-08-25 10:48,121.36,not evaluated
2022-08-25 11:18,119.94,not evaluated
2022-08-25 11:48,122.21,not evaluated
2022-08-25 12:18,121.15,not evaluated
2022-08-25 12:48,124.44,not evaluated
2022-08-25 13:18,122.19,not evaluated
2022-08-25 13:48,122.76,not evaluated
2022-08-25 14:18,122.83,not evaluated
2022-08-25 14:48,126.38,not evaluated
2022-08-25 15:18,126.26,not evaluated
2022-08-25 15:48,118.15,not evaluated
2022-08-25 16:18,121.91,not evaluated
2022-08-25 16:48,117.04,not evaluated
2022-08-25 17:18,111.78,not evaluated
2022-08-25 17:48,107.22,not evaluated
2022-08-25 18:18,103.41,not evaluated
2022-08-25 18:48,102.33,not evaluated
2022-08-25 19:18,102.60,not evaluated
2022-08-25 19:48,104.25,not evaluated
2022-08-25 20:18,98.95,not evaluated
2022-08-25 20:48,97.86,not evaluated
2022-08-25 21:18,101.71,not evaluated
2022-08-25 21:48,95.12,not evaluated
2022-08-25 22:18,89.78,not evaluated
2022-08-25 22:48,100.31,not evaluated
2022-08-25 23:18,104.18,not evaluated
2022-08-25 23:48,107.97,not evaluated
2022-08-26 00:18,105.55,not evaluated
2022-08-26 00:48,111.44,not evaluated
2022-08-26 01:18,110.46,not evaluated
2022-08-26 01:48,111.62,not evaluated
2022-08-26 02:18,114.12,not evaluated
2022-08-26 02:48,113.85,not evaluated
2022-08-26 03:18,118.20,not evaluated
2022-08-26 03:48,116.47,not evaluated
2022-08-26 04:18,113.11,not evaluated
2022-08-26 04:48,114.24,not evaluated
2022-08-26 05:18,113.81,not evaluated
2022-08-26 05:48,108.84,not evaluated
2022-08-26 06:18,105.44,not evaluated
2022-08-26 06:48,105.94,not evaluated
2022-08-26 07:18,106.44,not evaluated
2022-08-26 07:48,104.77,not evaluated
2022-08-26 08:18,101.89,not evaluated
2022-08-26 08:48,106.27,not evaluated
2022-08-26 09:18,106.70,not evaluated
2022-08-26 09:48,106.05,not evaluated
2022-08-26 10:18,105.65,not evaluated
2022-08-26 10:48,107.61,not evaluated
2022-08-26 11:18,108.96,not evaluated
2022-08-26 11:48,108.80,not evaluated
2022-08-26 12:18,113.70,not evaluated
2022-08-26 12:48,112.89,not evaluated
2022-08-26 13:18,115.38,not evaluated
2022-08-26 13:48,116.22,not evaluated
2022-08-26 14:18,111.83,not evaluated
2022-08-26 14:48,110.81,not evaluated
2022-08-26 15:18,108.39,not evaluated
2022-08-26 15:48,104.61,not evaluated
2022-08-26 16:18,99.87,not evaluated
2022-08-26 16:48,96.28,not evaluated
2022-08-26 17:18,97.38,not evaluated
2022-08-26 17:48,96.62,not evaluated
2022-08-26 18:18,95.25,not evaluated
2022-08-26 18:48,96.09,not evaluated
2022-08-26 19:18,99.16,not evaluated
2022-08-26 19:48,96.22,not evaluated
2022-08-26 20:18,97.78,not evaluated
2022-08-26 20:48,98.77,not evaluated
2022-08-26 21:18,102.95,not evaluated
2022-08-26 21:48,101.67,not evaluated
2022-08-26 22:18,105.52,not evaluated
2022-08-26 22:48,110.27,not evaluated
2022-08-26 23:18,111.32,not evaluated
2022-08-26 23:48,112.71,not evaluated
2022-08-27 00:18,114.41,not evaluated
2022-08-27 00:48,109.18,not evaluated
2022-08-27 01:18,109.65,not evaluated
2022-08-27 01:48,112.76,not evaluated
2022-08-27 02:18,110.18,not evaluated
2022-08-27 02:48,114.36,not evaluated
2022-08-27 03:18,110.07,not evaluated
2022-08-27 03:48,106.17,not evaluated
2022-08-27 04:18,109.64,not evaluated
2022-08-27 04:48,102.14,not evaluated
2022-08-27 05:18,101.24,not evaluated
2022-08-27 05:48,98.75,not evaluated
2022-08-27 06:18,101.37,not evaluated
2022-08-27 06:48,102.00,not evaluated
2022-08-27 07:18,99.30,not evaluated
2022-08-27 07:48,101.16,not evaluated
2022-08-27 08:18,103.11,not evaluated
2022-08-27 08:48,100.88,not evaluated
2022-08-27 09:18,106.71,not evaluated
2022-08-27 09:48,106.13,not evaluated
2022-08-27 10:18,104.28,not evaluated
2022-08-27 10:48,108.56,not evaluated
2022-08-27 11:18,113.20,not evaluated
2022-08-27 11:48,113.80,not evaluated
2022-08-27 12:18,113.14,not evaluated
2022-08-27 12:48,117.55,not evaluated
2022-08-27 13:18,117.33,not evaluated
2022-08-27 13:48,120.85,not evaluated
2022-08-27 14:18,120.96,not evaluated
2022-08-27 14:48,122.06,not evaluated
2022-08-27 15:18,116.31,not evaluated
2022-08-27 15:48,117.95,not evaluated
2022-08-27 16:18,117.04,not evaluated
2022-08-27 16:48,115.44,not evaluated
2022-08-27 17:18,110.17,not evaluated
2022-08-27 17:48,106.21,not evaluated
2022-08-27 18:18,95.55,not evaluated
2022-08-27 18:48,102.10,not evaluated
2022-08-27 19:18,95.29,not evaluated
2022-08-27 19:48,100.64,not evaluated
2022-08-27 20:18,100.86,not evaluated
2022-08-27 20:48,97.24,not evaluated
2022-08-27 21:18,97.98,not evaluated
2022-08-27 21:48,101.00,not evaluated
2022-08-27 22:18,101.46,not evaluated
2022-08-27 22:48,101.86,not evaluated
2022-08-27 23:18,107.57,not evaluated
2022-08-27 23:48,111.34,not evaluated
2022-08-28 00:18,114.25,not evaluated
2022-08-28 00:48,118.68,not evaluated
2022-08-28 01:18,116.67,not evaluated
2022-08-28 01:48,120.86,not evaluated
2022-08-28 02:18,121.98,not evaluated
2022-08-28 02:48,118.22,not evaluated
2022-08-28 03:18,116.95,not evaluated
2022-08-28 03:48,116.41,not evaluated
2022-08-28 04:18,115.76,not evaluated
2022-08-28 04:48,115.31,not evaluated
2022-08-28 05:18,114.70,not evaluated
2022-08-28 05:48,114.21,not evaluated
2022-08-28 06:18,105.39,not evaluated
2022-08-28 06:48,104.18,not evaluated
2022-08-28 07:18,98.19,not evaluated
2022-08-28 07:48,95.86,not evaluated
2022-08-28 08:18,92.85,not evaluated
2022-08-28 08:48,90.57,not evaluated
2022-08-28 09:18,90.51,not evaluated
2022-08-28 09:48,87.99,not evaluated
2022-08-28 10:18,79.76,not evaluated
2022-08-28 10:48,89.17,not evaluated
2022-08-28 11:18,93.44,not evaluated
2022-08-28 11:48,89.87,not evaluated
2022-08-28 12:18,93.58,not evaluated
2022-08-28 12:48,90.85,not evaluated
2022-08-28 13:18,89.61,not evaluated
2022-08-28 13:48,92.68,not evaluated
2022-08-28 14:18,88.36,not evaluated
2022-08-28 14:48,88.79,not evaluated
2022-08-28 15:18,94.78,not evaluated
2022-08-28 15:48,96.46,not evaluated
2022-08-28 16:18,88.60,not evaluated
2022-08-28 16:48,94.36,not evaluated
2022-08-28 17:18,90.00,not evaluated
2022-08-28 17:48,90.11,not evaluated
2022-08-28 18:18,83.11,not evaluated
2022-08-28 18:48,79.13,not evaluated
2022-08-28 19:18,79.47,not evaluated
2022-08-28 19:48,85.31,not evaluated
2022-08-28 20:18,83.26,not evaluated
2022-08-28 20:48,84.12,not evaluated
2022-08-28 21:18,85.30,not evaluated
2022-08-28 21:48,82.75,not evaluated
2022-08-28 22:18,83.03,not evaluated
2022-08-28 22:48,90.20,not evaluated
2022-08-28 23:18,97.79,not evaluated
2022-08-28 23:48,102.61,not evaluated
2022-08-29 00:18,104.15,not evaluated
2022-08-29 00:48,104.30,not evaluated
2022-08-29 01:18,115.67,not evaluated
2022-08-29 01:48,117.55,not evaluated
2022-08-29 02:18,115.23,not evaluated
2022-08-29 02:48,117.36,not evaluated
2022-08-29 03:18,118.12,not evaluated
2022-08-29 03:48,116.36,not evaluated
2022-08-29 04:18,113.92,not evaluated
2022-08-29 04:48,114.44,not evaluated
2022-08-29 05:18,115.27,not evaluated
2022-08-29 05:48,117.55,not evaluated
2022-08-29 06:18,117.22,not evaluated
2022-08-29 06:48,116.05,not evaluated
2022-08-29 07:18,112.50,not evaluated
2022-08-29 07:48,110.03,not evaluated
2022-08-29 08:18,100.80,not evaluated
2022-08-29 08:48,97.32,not evaluated
2022-08-29 09:18,96.64,not evaluated
2022-08-29 09:48,87.35,not evaluated
2022-08-29 10:18,87.72,not evaluated
2022-08-29 10:48,83.78,not evaluated
2022-08-29 11:18,95.30,not evaluated
2022-08-29 11:48,98.05,not evaluated
2022-08-29 12:18,102.93,not evaluated
2022-08-29 12:48,110.20,not evaluated
2022-08-29 13:18,113.08,not evaluated
2022-08-29 13:48,118.30,not evaluated
2022-08-29 14:18,115.20,not evaluated
2022-08-29 14:48,116.56,not evaluated
2022-08-29 15:18,114.77,not evaluated
2022-08-29 15:48,120.38,not evaluated
2022-08-29 16:18,119.80,not evaluated
2022-08-29 16:48,113.59,not evaluated
2022-08-29 17:18,105.99,not evaluated
2022-08-29 17:48,107.72,not evaluated
2022-08-29 18:18,109.36,not evaluated
2022-08-29 18:48,108.84,not evaluated
2022-08-29 19:18,108.08,not evaluated
2022-08-29 19:48,107.59,not evaluated
2022-08-29 20:18,106.24,not evaluated
2022-08-29 20:48,103.84,not evaluated
2022-08-29 21:18,100.77,not evaluated
2022-08-29 21:48,100.33,not evaluated
2022-08-29 22:18,98.86,not evaluated
2022-08-29 22:48,105.19,not evaluated
2022-08-29 23:18,105.03,not evaluated
2022-08-29 23:48,106.94,not evaluated
2022-08-30 00:18,107.42,not evaluated
2022-08-30 00:48,109.78,not evaluated
2022-08-30 01:18,120.21,not evaluated
2022-08-30 01:48,124.42,not evaluated
2022-08-30 02:18,124.03,not evaluated
2022-08-30 02:48,132.74,not evaluated
2022-08-30 03:18,138.52,not evaluated
2022-08-30 03:48,139.51,not evaluated
2022-08-30 04:18,133.44,not evaluated
2022-08-30 04:48,127.32,not evaluated
2022-08-30 05:18,120.72,not evaluated
2022-08-30 05:48,118.35,not evaluated
2022-08-30 06:18,114.50,not evaluated
2022-08-30 06:48,115.27,not evaluated
2022-08-30 07:18,116.09,not evaluated
2022-08-30 07:48,115.16,not evaluated
2022-08-30 08:18,111.41,not evaluated
2022-08-30 08:48,115.55,not evaluated
2022-08-30 09:18,111.95,not evaluated
2022-08-30 09:48,112.87,not evaluated
2022-08-30 10:18,108.83,not evaluated
2022-08-30 10:48,109.32,not evaluated
2022-08-30 11:18,109.47,not evaluated
2022-08-30 11:48,109.33,not evaluated
2022-08-30 12:18,112.72,not evaluated
2022-08-30 12:48,118.27,not evaluated
2022-08-30 13:18,124.05,not evaluated
2022-08-30 13:48,122.90,not evaluated
2022-08-30 14:18,125.72,not evaluated
2022-08-30 14:48,127.77,not evaluated
2022-08-30 15:18,128.63,not evaluated
2022-08-30 15:48,132.23,not evaluated
2022-08-30 16:18,128.73,not evaluated
2022-08-30 16:48,131.03,not evaluated
2022-08-30 17:18,128.98,not evaluated
2022-08-30 17:48,128.20,not evaluated
2022-08-30 18:18,131.07,not evaluated
2022-08-30 18:48,132.59,not evaluated
2022-08-30 19:18,136.41,not evaluated
2022-08-30 19:48,139.92,not evaluated
2022-08-30 20:18,141.95,not evaluated
2022-08-30 20:48,141.09,not evaluated
2022-08-30 21:18,141.14,not evaluated
2022-08-30 21:48,145.82,not evaluated
2022-08-30 22:18,146.45,not evaluated
2022-08-30 22:48,144.36,not evaluated
2022-08-30 23:18,143.77,not evaluated
2022-08-30 23:48,148.49,not evaluated
2022-08-31 00:18,146.39,not evaluated
2022-08-31 00:48,145.90,not evaluated
2022-08-31 01:18,149.58,not evaluated
2022-08-31 01:48,146.07,not evaluated
2022-08-31 02:18,142.84,not evaluated
2022-08-31 02:48,145.26,not evaluated
2022-08-31 03:18,144.14,not evaluated
2022-08-31 03:48,141.51,not evaluated
2022-08-31 04:18,139.00,not evaluated
2022-08-31 04:48,139.76,not evaluated
2022-08-31 05:18,142.48,not evaluated
2022-08-31 05:48,139.09,not evaluated
2022-08-31 06:18,138.34,not evaluated
2022-08-31 06:48,137.52,not evaluated
2022-08-31 07:18,136.76,not evaluated
2022-08-31 07:48,139.23,not evaluated
2022-08-31 08:18,140.34,not evaluated
2022-08-31 08:48,140.66,not evaluated
2022-08-31 09:18,140.75,not evaluated
2022-08-31 09:48,142.02,not evaluated
2022-08-31 10:18,141.53,not evaluated
2022-08-31 10:48,135.84,not evaluated
2022-08-31 11:18,133.99,not evaluated
2022-08-31 11:48,136.83,not evaluated
2022-08-31 12:18,144.24,not evaluated
2022-08-31 12:48,146.71,not evaluated
2022-08-31 13:18,144.93,not evaluated
2022-08-31 13:48,139.42,not evaluated
2022-08-31 14:18,134.38,not evaluated
2022-08-31 14:48,131.14,not evaluated
2022-08-31 15:18,130.21,not evaluated
2022-08-31 15:48,127.06,not evaluated
2022-08-31 16:18,126.81,not evaluated
2022-08-31 16:48,126.54,not evaluated
2022-08-31 17:18,124.81,not evaluated
2022-08-31 17:48,120.63,not evaluated
2022-08-31 18:18,117.85,not evaluated
2022-08-31 18:48,116.99,not evaluated
2022-08-31 19:18,117.26,not evaluated
2022-08-31 19:48,118.27,not evaluated
2022-08-31 20:18,118.09,not evaluated
2022-08-31 20:48,122.56,not evaluated
2022-08-31 21:18,123.04,not evaluated
2022-08-31 21:48,129.79,not evaluated
2022-08-31 22:18,129.43,not evaluated
2022-08-31 22:48,128.38,not evaluated
2022-08-31 23:18,122.27,not evaluated
2022-08-31 23:48,124.71,not evaluated
2022-09-01 00:18,120.78,not evaluated
2022-09-01 00:48,119.93,not evaluated
2022-09-01 01:18,121.02,not evaluated
2022-09-01 01:48,122.18,not evaluated
2022-09-01 02:18,124.84,not evaluated
2022-09-01 02:48,124.54,not evaluated
2022-09-01 03:18,123.04,not evaluated
2022-09-01 03:48,123.35,not evaluated
2022-09-01 04:18,127.24,not evaluated
2022-09-01 04:48,130.20,not evaluated
2022-09-01 05:18,133.67,not evaluated
2022-09-01 05:48,130.55,not evaluated
2022-09-01 06:18,132.06,not evaluated
2022-09-01 06:48,134.89,not evaluated
2022-09-01 07:18,139.92,not evaluated
2022-09-01 07:48,137.09,not evaluated
2022-09-01 08:18,137.98,not evaluated
2022-09-01 08:48,138.49,not evaluated
2022-09-01 09:18,142.57,not evaluated
2022-09-01 09:48,143.41,not evaluated
2022-09-01 10:18,136.60,not evaluated
2022-09-01 10:48,137.00,not evaluated
2022-09-01 11:18,130.20,not evaluated
2022-09-01 11:48,128.14,not evaluated
2022-09-01 12:18,119.02,not evaluated
2022-09-01 12:48,117.53,not evaluated
2022-09-01 13:18,125.35,not evaluated
2022-09-01 13:48,128.74,not evaluated
2022-09-01 14:18,131.90,not evaluated
2022-09-01 14:48,133.43,not evaluated
2022-09-01 15:18,128.21,not evaluated
2022-09-01 15:48,128.81,not evaluated
2022-09-01 16:18,135.33,not evaluated
2022-09-01 16:48,131.51,not evaluated
2022-09-01 17:18,132.34,not evaluated
2022-09-01 17:48,132.54,not evaluated
2022-09-01 18:18,132.64,not evaluated
2022-09-01 18:48,135.94,not evaluated
2022-09-01 19:18,137.26,not evaluated
2022-09-01 19:48,134.77,not evaluated
2022-09-01 20:18,134.26,not evaluated
2022-09-01 20:48,132.82,not evaluated
2022-09-01 21:18,125.48,not evaluated
2022-09-01 21:48,125.30,not evaluated
2022-09-01 22:18,122.72,not evaluated
2022-09-01 22:48,115.96,not evaluated
2022-09-01 23:18,108.70,not evaluated
2022-09-01 23:48,109.99,not evaluated
2022-09-02 00:18,112.12,not evaluated
2022-09-02 00:48,109.05,not evaluated
2022-09-02 01:18,114.97,not evaluated
2022-09-02 01:48,111.88,not evaluated
2022-09-02 02:18,116.56,not evaluated
2022-09-02 02:48,118.19,not evaluated
2022-09-02 03:18,114.67,not evaluated
2022-09-02 03:48,119.89,not evaluated
2022-09-02 04:18,124.56,not evaluated
2022-09-02 04:48,127.96,not evaluated
2022-09-02 05:18,124.53,not evaluated
2022-09-02 05:48,127.78,not evaluated
2022-09-02 06:18,122.79,not evaluated
2022-09-02 06:48,123.36,not evaluated
2022-09-02 07:18,121.31,not evaluated
2022-09-02 07:48,119.58,not evaluated
2022-09-02 08:18,121.71,not evaluated
2022-09-02 08:48,120.21,not evaluated
2022-09-02 09:18,121.15,not evaluated
2022-09-02 09:48,122.46,not evaluated
2022-09-02 10:18,119.21,not evaluated
2022-09-02 10:48,119.23,not evaluated
2022-09-02 11:18,124.25,not evaluated
2022-09-02 11:48,116.75,not evaluated
2022-09-02 12:18,117.75,not evaluated
2022-09-02 12:48,111.82,not evaluated
2022-09-02 13:18,110.96,not evaluated
2022-09-02 13:48,112.37,not evaluated
2022-09-02 14:18,115.36,not evaluated
2022-09-02 14:48,113.69,not evaluated
2022-09-02 15:18,115.50,not evaluated
2022-09-02 15:48,113.03,not evaluated
2022-09-02 16:18,110.99,not evaluated
2022-09-02 16:48,110.68,not evaluated
2022-09-02 17:18,107.56,not evaluated
2022-09-02 17:48,113.61,not evaluated
2022-09-02 18:18,112.15,not evaluated
2022-09-02 18:48,111.71,not evaluated
2022-09-02 19:18,115.42,not evaluated
2022-09-02 19:48,115.57,not evaluated
2022-09-02 20:18,117.95,not evaluated
2022-09-02 20:48,117.77,not evaluated
2022-09-02 21:18,117.00,not evaluated
2022-09-02 21:48,113.92,not evaluated
2022-09-02 22:18,112.42,not evaluated
2022-09-02 22:48,109.24,not evaluated
2022-09-02 23:18,107.97,not evaluated
2022-09-02 23:48,109.80,not evaluated
2022-09-03 00:18,104.44,not evaluated
2022-09-03 00:48,104.53,not evaluated
2022-09-03 01:18,110.82,not evaluated
2022-09-03 01:48,111.21,not evaluated
2022-09-03 02:18,111.76,not evaluated
2022-09-03 02:48,114.88,not evaluated
2022-09-03 03:18,115.91,not evaluated
2022-09-03 03:48,118.17,not evaluated
2022-09-03 04:18,118.72,not evaluated
2022-09-03 04:48,115.57,not evaluated
2022-09-03 05:18,122.29,not evaluated
2022-09-03 05:48,119.78,not evaluated
2022-09-03 06:18,120.91,not evaluated
2022-09-03 06:48,120.04,not evaluated
2022-09-03 07:18,122.07,not evaluated
2022-09-03 07:48,121.41,not evaluated
2022-09-03 08:18,124.72,not evaluated
2022-09-03 08:48,119.69,not evaluated
2022-09-03 09:18,118.20,not evaluated
2022-09-03 09:48,124.14,not evaluated
2022-09-03 10:18,123.88,not evaluated
2022-09-03 10:48,118.19,not evaluated
2022-09-03 11:18,114.30,not evaluated
2022-09-03 11:48,113.55,not evaluated
2022-09-03 12:18,108.27,not evaluated
2022-09-03 12:48,108.30,not evaluated
2022-09-03 13:18,102.82,not evaluated
2022-09-03 13:48,98.03,not evaluated
2022-09-03 14:18,99.92,not evaluated
2022-09-03 14:48,97.02,not evaluated
2022-09-03 15:18,95.00,not evaluated
2022-09-03 15:48,92.34,not evaluated
2022-09-03 16:18,97.24,not evaluated
2022-09-03 16:48,103.57,not evaluated
2022-09-03 17:18,110.48,not evaluated
2022-09-03 17:48,112.43,not evaluated
2022-09-03 18:18,114.67,not evaluated
2022-09-03 18:48,118.55,not evaluated
2022-09-03 19:18,115.34,not evaluated
2022-09-03 19:48,116.21,not evaluated
2022-09-03 20:18,121.57,not evaluated
2022-09-03 20:48,123.56,not evaluated
2022-09-03 21:18,122.16,not evaluated
2022-09-03 21:48,120.06,not evaluated
2022-09-03 22:18,122.86,not evaluated
2022-09-03 22:48,120.62,not evaluated
2022-09-03 23:18,121.32,not evaluated
2022-09-03 23:48,117.18,not evaluated
2022-09-04 00:18,112.93,not evaluated
2022-09-04 00:48,114.23,not evaluated
2022-09-04 01:18,113.83,not evaluated
2022-09-04 01:48,113.36,not evaluated
2022-09-04 02:18,113.23,not evaluated
2022-09-04 02:48,109.91,not evaluated
2022-09-04 03:18,110.99,not evaluated
2022-09-04 03:48,111.30,not evaluated
2022-09-04 04:18,108.59,not evaluated
2022-09-04 04:48,108.07,not evaluated
2022-09-04 05:18,111.20,not evaluated
2022-09-04 05:48,115.76,not evaluated
2022-09-04 06:18,119.72,not evaluated
2022-09-04 06:48,120.36,not evaluated
2022-09-04 07:18,123.56,not evaluated
2022-09-04 07:48,120.16,not evaluated
2022-09-04 08:18,120.60,not evaluated
2022-09-04 08:48,119.84,not evaluated
2022-09-04 09:18,119.75,not evaluated
2022-09-04 09:48,123.67,not evaluated
2022-09-04 10:18,121.35,not evaluated
2022-09-04 10:48,120.01,not evaluated
2022-09-04 11:18,116.53,not evaluated
2022-09-04 11:48,113.48,not evaluated
2022-09-04 12:18,112.24,not evaluated
2022-09-04 12:48,111.90,not evaluated
2022-09-04 13:18,110.47,not evaluated
2022-09-04 13:48,107.39,not evaluated
2022-09-04 14:18,108.25,not evaluated
2022-09-04 14:48,112.71,not evaluated
2022-09-04 15:18,114.14,not evaluated
2022-09-04 15:48,115.28,not evaluated
2022-09-04 16:18,114.08,not evaluated
2022-09-04 16:48,117.44,not evaluated
2022-09-04 17:18,115.77,not evaluated
2022-09-04 17:48,116.64,not evaluated
2022-09-04 18:18,113.43,not evaluated
2022-09-04 18:48,111.91,not evaluated
2022-09-04 19:18,115.24,not evaluated
2022-09-04 19:48,117.80,not evaluated
2022-09-04 20:18,115.78,not evaluated
2022-09-04 20:48,115.57,not evaluated
2022-09-04 21:18,120.47,not evaluated
2022-09-04 21:48,119.84,not evaluated
2022-09-04 22:18,119.23,not evaluated
2022-09-04 22:48,118.76,not evaluated
2022-09-04 23:18,120.83,not evaluated
2022-09-04 23:48,121.84,not evaluated
2022-09-05 00:18,119.40,not evaluated
2022-09-05 00:48,123.88,not evaluated
2022-09-05 01:18,122.92,not evaluated
2022-09-05 01:48,120.58,not evaluated
2022-09-05 02:18,119.46,not evaluated
2022-09-05 02:48,117.14,not evaluated
2022-09-05 03:18,112.32,not evaluated
2022-09-05 03:48,109.48,not evaluated
2022-09-05 04:18,109.07,not evaluated
2022-09-05 04:48,107.64,not evaluated
2022-09-05 05:18,108.92,not evaluated
2022-09-05 05:48,110.22,not evaluated
2022-09-05 06:18,114.62,not evaluated
2022-09-05 06:48,119.96,not evaluated
2022-09-05 07:18,122.83,not evaluated
2022-09-05 07:48,121.48,not evaluated
2022-09-05 08:18,121.25,not evaluated
2022-09-05 08:48,122.28,not evaluated
2022-09-05 09:18,116.97,not evaluated
2022-09-05 09:48,114.54,not evaluated
2022-09-05 10:18,113.16,not evaluated
2022-09-05 10:48,109.69,not evaluated
2022-09-05 11:18,109.18,not evaluated
2022-09-05 11:48,110.33,not evaluated
2022-09-05 12:18,109.90,not evaluated
2022-09-05 12:48,110.39,not evaluated
2022-09-05 13:18,112.88,not evaluated
2022-09-05 13:48,112.63,not evaluated
2022-09-05 14:18,113.88,not evaluated
2022-09-05 14:48,117.47,not evaluated
2022-09-05 15:18,115.50,not evaluated
2022-09-05 15:48,112.56,not evaluated
2022-09-05 16:18,113.65,not evaluated
2022-09-05 16:48,111.12,not evaluated
2022-09-05 17:18,113.44,not evaluated
2022-09-05 17:48,109.35,not evaluated
2022-09-05 18:18,106.44,not evaluated
2022-09-05 18:48,109.91,not evaluated
2022-09-05 19:18,113.73,not evaluated
2022-09-05 19:48,117.05,not evaluated
2022-09-05 20:18,121.17,not evaluated
2022-09-05 20:48,120.62,not evaluated
2022-09-05 21:18,119.97,not evaluated
2022-09-05 21:48,118.07,not evaluated
2022-09-05 22:18,111.32,not evaluated
2022-09-05 22:48,112.69,not evaluated
2022-09-05 23:18,114.58,not evaluated
2022-09-05 23:48,117.60,not evaluated
2022-09-06 00:18,119.49,not evaluated
2022-09-06 00:48,118.42,not evaluated
2022-09-06 01:18,125.03,not evaluated
2022-09-06 01:48,122.81,not evaluated
2022-09-06 02:18,124.09,not evaluated
2022-09-06 02:48,119.22,not evaluated
2022-09-06 03:18,120.94,not evaluated
2022-09-06 03:48,123.35,not evaluated
2022-09-06 04:18,121.63,not evaluated
2022-09-06 04:48,115.24,not evaluated
2022-09-06 05:18,116.94,not evaluated
2022-09-06 05:48,116.70,not evaluated
2022-09-06 06:18,116.60,not evaluated
2022-09-06 06:48,116.23,not evaluated
2022-09-06 07:18,116.40,not evaluated
2022-09-06 07:48,114.72,not evaluated
2022-09-06 08:18,116.67,not evaluated
2022-09-06 08:48,114.76,not evaluated
2022-09-06 09:18,116.44,not evaluated
2022-09-06 09:48,117.94,not evaluated
2022-09-06 10:18,114.28,not evaluated
2022-09-06 10:48,113.73,not evaluated
2022-09-06 11:18,116.26,not evaluated
2022-09-06 11:48,114.56,not evaluated
2022-09-06 12:18,118.54,not evaluated
2022-09-06 12:48,119.29,not evaluated
2022-09-06 13:18,122.34,not evaluated
2022-09-06 13:48,121.63,not evaluated
2022-09-06 14:18,122.64,not evaluated
2022-09-06 14:48,122.97,not evaluated
2022-09-06 15:18,125.65,not evaluated
2022-09-06 15:48,125.43,not evaluated
2022-09-06 16:18,124.27,not evaluated
2022-09-06 16:48,123.06,not evaluated
2022-09-06 17:18,122.34,not evaluated
2022-09-06 17:48,120.12,not evaluated
2022-09-06 18:18,124.92,not evaluated
2022-09-06 18:48,122.32,not evaluated
2022-09-06 19:18,124.11,not evaluated
2022-09-06 19:48,123.78,not evaluated
2022-09-06 20:18,121.63,not evaluated
2022-09-06 20:48,120.88,not evaluated
2022-09-06 21:18,122.48,not evaluated
2022-09-06 21:48,120.42,not evaluated
2022-09-06 22:18,122.40,not evaluated
2022-09-06 22:48,120.76,not evaluated
2022-09-06 23:18,120.53,not evaluated
2022-09-06 23:48,119.09,not evaluated
2022-09-07 00:18,119.79,not evaluated
2022-09-07 00:48,120.39,not evaluated
2022-09-07 01:18,119.47,not evaluated
2022-09-07 01:48,116.10,not evaluated
2022-09-07 02:18,118.62,not evaluated
2022-09-07 02:48,114.55,not evaluated
2022-09-07 03:18,116.66,not evaluated
2022-09-07 03:48,114.52,not evaluated
2022-09-07 04:18,114.68,not evaluated
2022-09-07 04:48,117.93,not evaluated
2022-09-07 05:18,115.67,not evaluated
2022-09-07 05:48,116.56,not evaluated
2022-09-07 06:18,120.74,not evaluated
2022-09-07 06:48,119.92,not evaluated
2022-09-07 07:18,121.30,not evaluated
2022-09-07 07:48,121.75,not evaluated
2022-09-07 08:18,122.83,not evaluated
2022-09-07 08:48,121.75,not evaluated
2022-09-07 09:18,119.63,not evaluated
2022-09-07 09:48,115.53,not evaluated
2022-09-07 10:18,117.55,not evaluated
2022-09-07 10:48,117.29,not evaluated
2022-09-07 11:18,118.57,not evaluated
