%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Peak wave period (s) @ 0 m (depth)
%
Time (America/New_York),BHI-E Peak wave period (s),BHI-E Peak wave period (s) quality
2022-07-20 12:18,6.02,not evaluated
2022-07-20 12:48,5.68,not evaluated
2022-07-20 13:18,5.68,not evaluated
2022-07-20 13:48,5.38,not evaluated
2022-07-20 14:18,4.86,not evaluated
2022-07-20 14:48,6.02,not evaluated
2022-07-20 15:18,5.12,not evaluated
2022-07-20 15:48,5.38,not evaluated
2022-07-20 16:18,5.68,not evaluated
2022-07-20 16:48,5.68,not evaluated
2022-07-20 17:18,5.38,not evaluated
2022-07-20 17:48,6.02,not evaluated
2022-07-20 18:18,5.38,not evaluated
2022-07-20 18:48,5.38,not evaluated
2022-07-20 19:18,5.68,not evaluated
2022-07-20 19:48,5.68,not evaluated
2022-07-20 20:18,6.02,not evaluated
2022-07-20 20:48,6.02,not evaluated
2022-07-20 21:18,6.02,not evaluated
2022-07-20 21:48,5.68,not evaluated
2022-07-20 22:18,9.30,not evaluated
2022-07-20 22:48,9.30,not evaluated
2022-07-20 23:18,5.68,not evaluated
2022-07-20 23:48,6.40,not evaluated
2022-07-21 00:18,5.68,not evaluated
2022-07-21 00:48,6.02,not evaluated
2022-07-21 01:18,5.68,not evaluated
2022-07-21 01:48,6.02,not evaluated
2022-07-21 02:18,6.40,not evaluated
2022-07-21 02:48,6.02,not evaluated
2022-07-21 03:18,6.40,not evaluated
2022-07-21 03:48,6.40,not evaluated
2022-07-21 04:18,25.60,not evaluated
2022-07-21 04:48,5.68,not evaluated
2022-07-21 05:18,5.68,not evaluated
2022-07-21 05:48,5.68,not evaluated
2022-07-21 06:18,6.40,not evaluated
2022-07-21 06:48,5.68,not evaluated
2022-07-21 07:18,6.02,not evaluated
2022-07-21 07:48,6.40,not evaluated
2022-07-21 08:18,6.40,not evaluated
2022-07-21 08:48,6.02,not evaluated
2022-07-21 09:18,9.30,not evaluated
2022-07-21 09:48,6.02,not evaluated
2022-07-21 10:18,5.68,not evaluated
2022-07-21 10:48,5.68,not evaluated
2022-07-21 11:18,6.02,not evaluated
2022-07-21 11:48,6.02,not evaluated
2022-07-21 12:18,5.68,not evaluated
2022-07-21 12:48,5.12,not evaluated
2022-07-21 13:18,5.68,not evaluated
2022-07-21 13:48,6.02,not evaluated
2022-07-21 14:18,6.40,not evaluated
2022-07-21 14:48,6.40,not evaluated
2022-07-21 15:18,6.40,not evaluated
2022-07-21 15:48,6.40,not evaluated
2022-07-21 16:18,6.82,not evaluated
2022-07-21 16:48,6.82,not evaluated
2022-07-21 17:18,6.82,not evaluated
2022-07-21 17:48,6.82,not evaluated
2022-07-21 18:18,6.82,not evaluated
2022-07-21 18:48,6.82,not evaluated
2022-07-21 19:18,6.82,not evaluated
2022-07-21 19:48,3.64,not evaluated
2022-07-21 20:18,3.30,not evaluated
2022-07-21 20:48,6.40,not evaluated
2022-07-21 21:18,6.40,not evaluated
2022-07-21 21:48,3.20,not evaluated
2022-07-21 22:18,34.12,not evaluated
2022-07-21 22:48,6.40,not evaluated
2022-07-21 23:18,5.68,not evaluated
2022-07-21 23:48,6.02,not evaluated
2022-07-22 00:18,6.40,not evaluated
2022-07-22 00:48,6.40,not evaluated
2022-07-22 01:18,25.60,not evaluated
2022-07-22 01:48,6.02,not evaluated
2022-07-22 02:18,5.68,not evaluated
2022-07-22 02:48,5.68,not evaluated
2022-07-22 03:18,5.38,not evaluated
2022-07-22 03:48,5.38,not evaluated
2022-07-22 04:18,4.64,not evaluated
2022-07-22 04:48,6.02,not evaluated
2022-07-22 05:18,6.40,not evaluated
2022-07-22 05:48,5.68,not evaluated
2022-07-22 06:18,6.40,not evaluated
2022-07-22 06:48,5.12,not evaluated
2022-07-22 07:18,5.38,not evaluated
2022-07-22 07:48,6.40,not evaluated
2022-07-22 08:18,6.02,not evaluated
2022-07-22 08:48,5.12,not evaluated
2022-07-22 09:18,6.02,not evaluated
2022-07-22 09:48,6.82,not evaluated
2022-07-22 10:18,6.82,not evaluated
2022-07-22 10:48,6.02,not evaluated
2022-07-22 11:18,6.40,not evaluated
2022-07-22 11:48,6.02,not evaluated
2022-07-22 12:18,5.12,not evaluated
2022-07-22 12:48,6.02,not evaluated
2022-07-22 13:18,6.02,not evaluated
2022-07-22 13:48,6.02,not evaluated
2022-07-22 14:18,6.02,not evaluated
2022-07-22 14:48,6.02,not evaluated
2022-07-22 15:18,6.40,not evaluated
2022-07-22 15:48,6.40,not evaluated
2022-07-22 16:18,6.02,not evaluated
2022-07-22 16:48,6.02,not evaluated
2022-07-22 17:18,6.02,not evaluated
2022-07-22 17:48,6.40,not evaluated
2022-07-22 18:18,5.68,not evaluated
2022-07-22 18:48,6.40,not evaluated
2022-07-22 19:18,4.26,not evaluated
2022-07-22 19:48,5.68,not evaluated
2022-07-22 20:18,6.02,not evaluated
2022-07-22 20:48,4.08,not evaluated
2022-07-22 21:18,8.52,not evaluated
2022-07-22 21:48,10.24,not evaluated
2022-07-22 22:18,7.86,not evaluated
2022-07-22 22:48,10.24,not evaluated
2022-07-22 23:18,7.86,not evaluated
2022-07-22 23:48,7.30,not evaluated
2022-07-23 00:18,7.86,not evaluated
2022-07-23 00:48,7.30,not evaluated
2022-07-23 01:18,7.30,not evaluated
2022-07-23 01:48,7.86,not evaluated
2022-07-23 02:18,7.30,not evaluated
2022-07-23 02:48,8.52,not evaluated
2022-07-23 03:18,8.52,not evaluated
2022-07-23 03:48,5.12,not evaluated
2022-07-23 04:18,8.52,not evaluated
2022-07-23 04:48,8.52,not evaluated
2022-07-23 05:18,7.86,not evaluated
2022-07-23 05:48,8.52,not evaluated
2022-07-23 06:18,5.38,not evaluated
2022-07-23 06:48,8.52,not evaluated
2022-07-23 07:18,8.52,not evaluated
2022-07-23 07:48,8.52,not evaluated
2022-07-23 08:18,9.30,not evaluated
2022-07-23 08:48,8.52,not evaluated
2022-07-23 09:18,8.52,not evaluated
2022-07-23 09:48,7.86,not evaluated
2022-07-23 10:18,7.86,not evaluated
2022-07-23 10:48,7.30,not evaluated
2022-07-23 11:18,7.86,not evaluated
2022-07-23 11:48,7.86,not evaluated
2022-07-23 12:18,7.30,not evaluated
2022-07-23 12:48,7.86,not evaluated
2022-07-23 13:18,8.52,not evaluated
2022-07-23 13:48,8.52,not evaluated
2022-07-23 14:18,10.24,not evaluated
2022-07-23 14:48,7.86,not evaluated
2022-07-23 15:18,10.24,not evaluated
2022-07-23 15:48,7.86,not evaluated
2022-07-23 16:18,7.86,not evaluated
2022-07-23 16:48,7.86,not evaluated
2022-07-23 17:18,10.24,not evaluated
2022-07-23 17:48,8.52,not evaluated
2022-07-23 18:18,7.86,not evaluated
2022-07-23 18:48,8.52,not evaluated
2022-07-23 19:18,8.52,not evaluated
2022-07-23 19:48,7.86,not evaluated
2022-07-23 20:18,7.86,not evaluated
2022-07-23 20:48,8.52,not evaluated
2022-07-23 21:18,10.24,not evaluated
2022-07-23 21:48,10.24,not evaluated
2022-07-23 22:18,7.86,not evaluated
2022-07-23 22:48,7.86,not evaluated
2022-07-23 23:18,7.86,not evaluated
2022-07-23 23:48,7.30,not evaluated
2022-07-24 00:18,7.86,not evaluated
2022-07-24 00:48,7.86,not evaluated
2022-07-24 01:18,9.30,not evaluated
2022-07-24 01:48,7.30,not evaluated
2022-07-24 02:18,7.86,not evaluated
2022-07-24 02:48,7.86,not evaluated
2022-07-24 03:18,9.30,not evaluated
2022-07-24 03:48,7.30,not evaluated
2022-07-24 04:18,9.30,not evaluated
2022-07-24 04:48,8.52,not evaluated
2022-07-24 05:18,8.52,not evaluated
2022-07-24 05:48,9.30,not evaluated
2022-07-24 06:18,8.52,not evaluated
2022-07-24 06:48,9.30,not evaluated
2022-07-24 07:18,8.52,not evaluated
2022-07-24 07:48,9.30,not evaluated
2022-07-24 08:18,8.52,not evaluated
2022-07-24 08:48,8.52,not evaluated
2022-07-24 09:18,4.08,not evaluated
2022-07-24 09:48,8.52,not evaluated
2022-07-24 10:18,7.86,not evaluated
2022-07-24 10:48,8.52,not evaluated
2022-07-24 11:18,8.52,not evaluated
2022-07-24 11:48,8.52,not evaluated
2022-07-24 12:18,8.52,not evaluated
2022-07-24 12:48,8.52,not evaluated
2022-07-24 13:18,4.64,not evaluated
2022-07-24 13:48,8.52,not evaluated
2022-07-24 14:18,8.52,not evaluated
2022-07-24 14:48,8.52,not evaluated
2022-07-24 15:18,8.52,not evaluated
2022-07-24 15:48,8.52,not evaluated
2022-07-24 16:18,8.52,not evaluated
2022-07-24 16:48,8.52,not evaluated
2022-07-24 17:18,4.08,not evaluated
2022-07-24 17:48,4.44,not evaluated
2022-07-24 18:18,4.64,not evaluated
2022-07-24 18:48,4.64,not evaluated
2022-07-24 19:18,4.64,not evaluated
2022-07-24 19:48,4.64,not evaluated
2022-07-24 20:18,8.52,not evaluated
2022-07-24 20:48,9.30,not evaluated
2022-07-24 21:18,4.86,not evaluated
2022-07-24 21:48,8.52,not evaluated
2022-07-24 22:18,8.52,not evaluated
2022-07-24 22:48,7.86,not evaluated
2022-07-24 23:18,9.30,not evaluated
2022-07-24 23:48,7.86,not evaluated
2022-07-25 00:18,8.52,not evaluated
2022-07-25 00:48,7.86,not evaluated
2022-07-25 01:18,7.86,not evaluated
2022-07-25 01:48,8.52,not evaluated
2022-07-25 02:18,8.52,not evaluated
2022-07-25 02:48,7.86,not evaluated
2022-07-25 03:18,7.86,not evaluated
2022-07-25 03:48,8.52,not evaluated
2022-07-25 04:18,8.52,not evaluated
2022-07-25 04:48,7.86,not evaluated
2022-07-25 05:18,8.52,not evaluated
2022-07-25 05:48,8.52,not evaluated
2022-07-25 06:18,8.52,not evaluated
2022-07-25 06:48,8.52,not evaluated
2022-07-25 07:18,8.52,not evaluated
2022-07-25 07:48,8.52,not evaluated
2022-07-25 08:18,4.44,not evaluated
2022-07-25 08:48,8.52,not evaluated
2022-07-25 09:18,8.52,not evaluated
2022-07-25 09:48,8.52,not evaluated
2022-07-25 10:18,8.52,not evaluated
2022-07-25 10:48,8.52,not evaluated
2022-07-25 11:18,8.52,not evaluated
2022-07-25 11:48,8.52,not evaluated
2022-07-25 12:18,7.86,not evaluated
2022-07-25 12:48,7.30,not evaluated
2022-07-25 13:18,7.86,not evaluated
2022-07-25 13:48,7.86,not evaluated
2022-07-25 14:18,7.86,not evaluated
2022-07-25 14:48,8.52,not evaluated
2022-07-25 15:18,8.52,not evaluated
2022-07-25 15:48,8.52,not evaluated
2022-07-25 16:18,8.52,not evaluated
2022-07-25 16:48,9.30,not evaluated
2022-07-25 17:18,8.52,not evaluated
2022-07-25 17:48,8.52,not evaluated
2022-07-25 18:18,8.52,not evaluated
2022-07-25 18:48,25.60,not evaluated
2022-07-25 19:18,8.52,not evaluated
2022-07-25 19:48,4.44,not evaluated
2022-07-25 20:18,4.08,not evaluated
2022-07-25 20:48,8.52,not evaluated
2022-07-25 21:18,4.26,not evaluated
2022-07-25 21:48,7.86,not evaluated
2022-07-25 22:18,8.52,not evaluated
2022-07-25 22:48,8.52,not evaluated
2022-07-25 23:18,8.52,not evaluated
2022-07-25 23:48,8.52,not evaluated
2022-07-26 00:18,8.52,not evaluated
2022-07-26 00:48,8.52,not evaluated
2022-07-26 01:18,8.52,not evaluated
2022-07-26 01:48,8.52,not evaluated
2022-07-26 02:18,8.52,not evaluated
2022-07-26 02:48,7.86,not evaluated
2022-07-26 03:18,8.52,not evaluated
2022-07-26 03:48,7.86,not evaluated
2022-07-26 04:18,8.52,not evaluated
2022-07-26 04:48,8.52,not evaluated
2022-07-26 05:18,8.52,not evaluated
2022-07-26 05:48,9.30,not evaluated
2022-07-26 06:18,9.30,not evaluated
2022-07-26 06:48,9.30,not evaluated
2022-07-26 07:18,9.30,not evaluated
2022-07-26 07:48,9.30,not evaluated
2022-07-26 08:18,9.30,not evaluated
2022-07-26 08:48,8.52,not evaluated
2022-07-26 09:18,9.30,not evaluated
2022-07-26 09:48,9.30,not evaluated
2022-07-26 10:18,9.30,not evaluated
2022-07-26 10:48,9.30,not evaluated
2022-07-26 11:18,9.30,not evaluated
2022-07-26 11:48,9.30,not evaluated
2022-07-26 12:18,9.30,not evaluated
2022-07-26 12:48,9.30,not evaluated
2022-07-26 13:18,9.30,not evaluated
2022-07-26 13:48,9.30,not evaluated
2022-07-26 14:18,8.52,not evaluated
2022-07-26 14:48,34.12,not evaluated
2022-07-26 15:18,8.52,not evaluated
2022-07-26 15:48,8.52,not evaluated
2022-07-26 16:18,8.52,not evaluated
2022-07-26 16:48,9.30,not evaluated
2022-07-26 17:18,9.30,not evaluated
2022-07-26 17:48,9.30,not evaluated
2022-07-26 18:18,9.30,not evaluated
2022-07-26 18:48,8.52,not evaluated
2022-07-26 19:18,9.30,not evaluated
2022-07-26 19:48,9.30,not evaluated
2022-07-26 20:18,9.30,not evaluated
2022-07-26 20:48,9.30,not evaluated
2022-07-26 21:18,9.30,not evaluated
2022-07-26 21:48,9.30,not evaluated
2022-07-26 22:18,9.30,not evaluated
2022-07-26 22:48,9.30,not evaluated
2022-07-26 23:18,9.30,not evaluated
2022-07-26 23:48,9.30,not evaluated
2022-07-27 00:18,9.30,not evaluated
2022-07-27 00:48,8.52,not evaluated
2022-07-27 01:18,8.52,not evaluated
2022-07-27 01:48,8.52,not evaluated
2022-07-27 02:18,8.52,not evaluated
2022-07-27 02:48,8.52,not evaluated
2022-07-27 03:18,8.52,not evaluated
2022-07-27 03:48,8.52,not evaluated
2022-07-27 04:18,9.30,not evaluated
2022-07-27 04:48,8.52,not evaluated
2022-07-27 05:18,8.52,not evaluated
2022-07-27 05:48,8.52,not evaluated
2022-07-27 06:18,8.52,not evaluated
2022-07-27 06:48,8.52,not evaluated
2022-07-27 07:18,8.52,not evaluated
2022-07-27 07:48,8.52,not evaluated
2022-07-27 08:18,8.52,not evaluated
2022-07-27 08:48,9.30,not evaluated
2022-07-27 09:18,8.52,not evaluated
2022-07-27 09:48,9.30,not evaluated
2022-07-27 10:18,8.52,not evaluated
2022-07-27 10:48,9.30,not evaluated
2022-07-27 11:18,8.52,not evaluated
2022-07-27 11:48,9.30,not evaluated
2022-07-27 12:18,9.30,not evaluated
2022-07-27 12:48,8.52,not evaluated
2022-07-27 13:18,8.52,not evaluated
2022-07-27 13:48,8.52,not evaluated
2022-07-27 14:18,8.52,not evaluated
2022-07-27 14:48,8.52,not evaluated
2022-07-27 15:18,8.52,not evaluated
2022-07-27 15:48,8.52,not evaluated
2022-07-27 16:18,8.52,not evaluated
2022-07-27 16:48,8.52,not evaluated
2022-07-27 17:18,8.52,not evaluated
2022-07-27 17:48,8.52,not evaluated
2022-07-27 18:18,8.52,not evaluated
2022-07-27 18:48,9.30,not evaluated
2022-07-27 19:18,9.30,not evaluated
2022-07-27 19:48,8.52,not evaluated
2022-07-27 20:18,8.52,not evaluated
2022-07-27 20:48,8.52,not evaluated
2022-07-27 21:18,9.30,not evaluated
2022-07-27 21:48,5.38,not evaluated
2022-07-27 22:18,9.30,not evaluated
2022-07-27 22:48,8.52,not evaluated
2022-07-27 23:18,8.52,not evaluated
2022-07-27 23:48,8.52,not evaluated
2022-07-28 00:18,8.52,not evaluated
2022-07-28 00:48,9.30,not evaluated
2022-07-28 01:18,8.52,not evaluated
2022-07-28 01:48,8.52,not evaluated
2022-07-28 02:18,8.52,not evaluated
2022-07-28 02:48,8.52,not evaluated
2022-07-28 03:18,8.52,not evaluated
2022-07-28 03:48,8.52,not evaluated
2022-07-28 04:18,8.52,not evaluated
2022-07-28 04:48,8.52,not evaluated
2022-07-28 05:18,8.52,not evaluated
2022-07-28 05:48,9.30,not evaluated
2022-07-28 06:18,8.52,not evaluated
2022-07-28 06:48,8.52,not evaluated
2022-07-28 07:18,8.52,not evaluated
2022-07-28 07:48,9.30,not evaluated
2022-07-28 08:18,8.52,not evaluated
2022-07-28 08:48,8.52,not evaluated
2022-07-28 09:18,8.52,not evaluated
2022-07-28 09:48,8.52,not evaluated
2022-07-28 10:18,9.30,not evaluated
2022-07-28 10:48,9.30,not evaluated
2022-07-28 11:18,8.52,not evaluated
2022-07-28 11:48,9.30,not evaluated
2022-07-28 12:18,8.52,not evaluated
2022-07-28 12:48,8.52,not evaluated
2022-07-28 13:18,9.30,not evaluated
2022-07-28 13:48,9.30,not evaluated
2022-07-28 14:18,8.52,not evaluated
2022-07-28 14:48,9.30,not evaluated
2022-07-28 15:18,8.52,not evaluated
2022-07-28 15:48,8.52,not evaluated
2022-07-28 16:18,8.52,not evaluated
2022-07-28 16:48,9.30,not evaluated
2022-07-28 17:18,8.52,not evaluated
2022-07-28 17:48,8.52,not evaluated
2022-07-28 18:18,9.30,not evaluated
2022-07-28 18:48,9.30,not evaluated
2022-07-28 19:18,9.30,not evaluated
2022-07-28 19:48,5.12,not evaluated
2022-07-28 20:18,9.30,not evaluated
2022-07-28 20:48,5.12,not evaluated
2022-07-28 21:18,5.38,not evaluated
2022-07-28 21:48,9.30,not evaluated
2022-07-28 22:18,5.68,not evaluated
2022-07-28 22:48,5.68,not evaluated
2022-07-28 23:18,5.38,not evaluated
2022-07-28 23:48,8.52,not evaluated
2022-07-29 00:18,8.52,not evaluated
2022-07-29 00:48,9.30,not evaluated
2022-07-29 01:18,9.30,not evaluated
2022-07-29 01:48,9.30,not evaluated
2022-07-29 02:18,9.30,not evaluated
2022-07-29 02:48,8.52,not evaluated
2022-07-29 03:18,8.52,not evaluated
2022-07-29 03:48,8.52,not evaluated
2022-07-29 04:18,9.30,not evaluated
2022-07-29 04:48,9.30,not evaluated
2022-07-29 05:18,9.30,not evaluated
2022-07-29 05:48,9.30,not evaluated
2022-07-29 06:18,9.30,not evaluated
2022-07-29 06:48,8.52,not evaluated
2022-07-29 07:18,9.30,not evaluated
2022-07-29 07:48,9.30,not evaluated
2022-07-29 08:18,10.24,not evaluated
2022-07-29 08:48,10.24,not evaluated
2022-07-29 09:18,10.24,not evaluated
2022-07-29 09:48,10.24,not evaluated
2022-07-29 10:18,9.30,not evaluated
2022-07-29 10:48,10.24,not evaluated
2022-07-29 11:18,10.24,not evaluated
2022-07-29 11:48,9.30,not evaluated
2022-07-29 12:18,9.30,not evaluated
2022-07-29 12:48,10.24,not evaluated
2022-07-29 13:18,9.30,not evaluated
2022-07-29 13:48,9.30,not evaluated
2022-07-29 14:18,10.24,not evaluated
2022-07-29 14:48,9.30,not evaluated
2022-07-29 15:18,9.30,not evaluated
2022-07-29 15:48,9.30,not evaluated
2022-07-29 16:18,9.30,not evaluated
2022-07-29 16:48,9.30,not evaluated
2022-07-29 17:18,9.30,not evaluated
2022-07-29 17:48,9.30,not evaluated
2022-07-29 18:18,9.30,not evaluated
2022-07-29 18:48,9.30,not evaluated
2022-07-29 19:18,9.30,not evaluated
2022-07-29 19:48,9.30,not evaluated
2022-07-29 20:18,34.12,not evaluated
2022-07-29 20:48,9.30,not evaluated
2022-07-29 21:18,5.68,not evaluated
2022-07-29 21:48,6.40,not evaluated
2022-07-29 22:18,5.38,not evaluated
2022-07-29 22:48,6.02,not evaluated
2022-07-29 23:18,6.02,not evaluated
2022-07-29 23:48,9.30,not evaluated
2022-07-30 00:18,10.24,not evaluated
2022-07-30 00:48,5.68,not evaluated
2022-07-30 01:18,9.30,not evaluated
2022-07-30 01:48,10.24,not evaluated
2022-07-30 02:18,9.30,not evaluated
2022-07-30 02:48,7.86,not evaluated
2022-07-30 03:18,9.30,not evaluated
2022-07-30 03:48,34.12,not evaluated
2022-07-30 04:18,9.30,not evaluated
2022-07-30 04:48,9.30,not evaluated
2022-07-30 05:18,8.52,not evaluated
2022-07-30 05:48,8.52,not evaluated
2022-07-30 06:18,9.30,not evaluated
2022-07-30 06:48,8.52,not evaluated
2022-07-30 07:18,9.30,not evaluated
2022-07-30 07:48,5.38,not evaluated
2022-07-30 08:18,5.68,not evaluated
2022-07-30 08:48,5.38,not evaluated
2022-07-30 09:18,5.38,not evaluated
2022-07-30 09:48,6.40,not evaluated
2022-07-30 10:18,6.02,not evaluated
2022-07-30 10:48,6.40,not evaluated
2022-07-30 11:18,6.02,not evaluated
2022-07-30 11:48,6.02,not evaluated
2022-07-30 12:18,6.40,not evaluated
2022-07-30 12:48,10.24,not evaluated
2022-07-30 13:18,10.24,not evaluated
2022-07-30 13:48,10.24,not evaluated
2022-07-30 14:18,9.30,not evaluated
2022-07-30 14:48,8.52,not evaluated
2022-07-30 15:18,9.30,not evaluated
2022-07-30 15:48,9.30,not evaluated
2022-07-30 16:18,7.86,not evaluated
2022-07-30 16:48,8.52,not evaluated
2022-07-30 17:18,6.40,not evaluated
2022-07-30 17:48,6.02,not evaluated
2022-07-30 18:18,6.02,not evaluated
2022-07-30 18:48,9.30,not evaluated
2022-07-30 19:18,6.02,not evaluated
2022-07-30 19:48,6.40,not evaluated
2022-07-30 20:18,6.40,not evaluated
2022-07-30 20:48,6.02,not evaluated
2022-07-30 21:18,6.02,not evaluated
2022-07-30 21:48,6.02,not evaluated
2022-07-30 22:18,6.02,not evaluated
2022-07-30 22:48,9.30,not evaluated
2022-07-30 23:18,6.02,not evaluated
2022-07-30 23:48,5.68,not evaluated
2022-07-31 00:18,10.24,not evaluated
2022-07-31 00:48,6.02,not evaluated
2022-07-31 01:18,8.52,not evaluated
2022-07-31 01:48,9.30,not evaluated
2022-07-31 02:18,9.30,not evaluated
2022-07-31 02:48,9.30,not evaluated
2022-07-31 03:18,9.30,not evaluated
2022-07-31 03:48,7.86,not evaluated
2022-07-31 04:18,9.30,not evaluated
2022-07-31 04:48,8.52,not evaluated
2022-07-31 05:18,9.30,not evaluated
2022-07-31 05:48,5.38,not evaluated
2022-07-31 06:18,9.30,not evaluated
2022-07-31 06:48,9.30,not evaluated
2022-07-31 07:18,8.52,not evaluated
2022-07-31 07:48,5.38,not evaluated
2022-07-31 08:18,9.30,not evaluated
2022-07-31 08:48,4.86,not evaluated
2022-07-31 09:18,4.44,not evaluated
2022-07-31 09:48,5.38,not evaluated
2022-07-31 10:18,5.38,not evaluated
2022-07-31 10:48,5.38,not evaluated
2022-07-31 11:18,5.38,not evaluated
2022-07-31 11:48,5.38,not evaluated
2022-07-31 12:18,5.38,not evaluated
2022-07-31 12:48,5.38,not evaluated
2022-07-31 13:18,5.38,not evaluated
2022-07-31 13:48,5.12,not evaluated
2022-07-31 14:18,9.30,not evaluated
2022-07-31 14:48,9.30,not evaluated
2022-07-31 15:18,9.30,not evaluated
2022-07-31 15:48,9.30,not evaluated
2022-07-31 16:18,9.30,not evaluated
2022-07-31 16:48,5.38,not evaluated
2022-07-31 17:18,4.86,not evaluated
2022-07-31 17:48,5.12,not evaluated
2022-07-31 18:18,4.86,not evaluated
2022-07-31 18:48,5.12,not evaluated
2022-07-31 19:18,4.86,not evaluated
2022-07-31 19:48,5.12,not evaluated
2022-07-31 20:18,5.12,not evaluated
2022-07-31 20:48,5.12,not evaluated
2022-07-31 21:18,5.38,not evaluated
2022-07-31 21:48,4.64,not evaluated
2022-07-31 22:18,4.64,not evaluated
2022-07-31 22:48,5.12,not evaluated
2022-07-31 23:18,5.68,not evaluated
2022-07-31 23:48,5.12,not evaluated
2022-08-01 00:18,4.86,not evaluated
2022-08-01 00:48,5.38,not evaluated
2022-08-01 01:18,5.12,not evaluated
2022-08-01 01:48,5.38,not evaluated
2022-08-01 02:18,4.86,not evaluated
2022-08-01 02:48,5.38,not evaluated
2022-08-01 03:18,5.38,not evaluated
2022-08-01 03:48,5.12,not evaluated
2022-08-01 04:18,5.12,not evaluated
2022-08-01 04:48,5.68,not evaluated
2022-08-01 05:18,5.38,not evaluated
2022-08-01 05:48,6.82,not evaluated
2022-08-01 06:18,8.52,not evaluated
2022-08-01 06:48,5.12,not evaluated
2022-08-01 07:18,7.86,not evaluated
2022-08-01 07:48,5.12,not evaluated
2022-08-01 08:18,5.38,not evaluated
2022-08-01 08:48,5.38,not evaluated
2022-08-01 09:18,5.68,not evaluated
2022-08-01 09:48,5.12,not evaluated
2022-08-01 10:18,6.02,not evaluated
2022-08-01 10:48,25.60,not evaluated
2022-08-01 11:18,5.38,not evaluated
2022-08-01 11:48,5.38,not evaluated
2022-08-01 12:18,5.68,not evaluated
2022-08-01 12:48,6.02,not evaluated
2022-08-01 13:18,5.68,not evaluated
2022-08-01 13:48,5.68,not evaluated
2022-08-01 14:18,4.86,not evaluated
2022-08-01 14:48,5.68,not evaluated
2022-08-01 15:18,6.02,not evaluated
2022-08-01 15:48,5.38,not evaluated
2022-08-01 16:18,9.30,not evaluated
2022-08-01 16:48,8.52,not evaluated
2022-08-01 17:18,7.86,not evaluated
2022-08-01 17:48,8.52,not evaluated
2022-08-01 18:18,4.86,not evaluated
2022-08-01 18:48,6.02,not evaluated
2022-08-01 19:18,7.86,not evaluated
2022-08-01 19:48,5.38,not evaluated
2022-08-01 20:18,7.86,not evaluated
2022-08-01 20:48,5.38,not evaluated
2022-08-01 21:18,6.02,not evaluated
2022-08-01 21:48,5.68,not evaluated
2022-08-01 22:18,5.12,not evaluated
2022-08-01 22:48,5.38,not evaluated
