%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Peak wave period (s) @ 0 m (depth)
%
Time (America/New_York),BHI-E Peak wave period (s),BHI-E Peak wave period (s) quality
2022-03-09 20:20,9.30,not evaluated
2022-03-09 20:50,7.86,not evaluated
2022-03-09 21:20,9.30,not evaluated
2022-03-09 21:50,7.30,not evaluated
2022-03-09 22:20,9.30,not evaluated
2022-03-09 22:50,8.52,not evaluated
2022-03-09 23:20,9.30,not evaluated
2022-03-09 23:50,9.30,not evaluated
2022-03-10 00:20,8.52,not evaluated
2022-03-10 00:50,7.86,not evaluated
2022-03-10 01:20,9.30,not evaluated
2022-03-10 01:50,8.52,not evaluated
2022-03-10 02:20,9.30,not evaluated
2022-03-10 02:50,3.78,not evaluated
2022-03-10 03:20,10.24,not evaluated
2022-03-10 03:50,4.64,not evaluated
2022-03-10 04:20,9.30,not evaluated
2022-03-10 04:50,4.64,not evaluated
2022-03-10 05:20,4.64,not evaluated
2022-03-10 05:50,5.12,not evaluated
2022-03-10 06:20,4.64,not evaluated
2022-03-10 06:50,5.12,not evaluated
2022-03-10 07:20,5.38,not evaluated
2022-03-10 07:50,5.38,not evaluated
2022-03-10 08:20,5.12,not evaluated
2022-03-10 08:50,5.38,not evaluated
2022-03-10 09:20,5.38,not evaluated
2022-03-10 09:50,9.30,not evaluated
2022-03-10 10:20,9.30,not evaluated
2022-03-10 10:50,4.64,not evaluated
2022-03-10 11:20,4.86,not evaluated
2022-03-10 11:50,4.64,not evaluated
2022-03-10 12:20,4.44,not evaluated
2022-03-10 12:50,4.26,not evaluated
2022-03-10 13:20,5.68,not evaluated
2022-03-10 13:50,4.64,not evaluated
2022-03-10 14:20,4.64,not evaluated
2022-03-10 14:50,4.86,not evaluated
2022-03-10 15:20,4.44,not evaluated
2022-03-10 15:50,9.30,not evaluated
2022-03-10 16:20,7.86,not evaluated
2022-03-10 16:50,10.24,not evaluated
2022-03-10 17:20,9.30,not evaluated
2022-03-10 17:50,9.30,not evaluated
2022-03-10 18:20,10.24,not evaluated
2022-03-10 18:50,9.30,not evaluated
2022-03-10 19:20,10.24,not evaluated
2022-03-10 19:50,9.30,not evaluated
2022-03-10 20:20,9.30,not evaluated
2022-03-10 20:50,9.30,not evaluated
2022-03-10 21:20,8.52,not evaluated
2022-03-10 21:50,9.30,not evaluated
2022-03-10 22:20,9.30,not evaluated
2022-03-10 22:50,9.30,not evaluated
2022-03-10 23:20,10.24,not evaluated
2022-03-10 23:50,9.30,not evaluated
2022-03-11 00:20,10.24,not evaluated
2022-03-11 00:50,10.24,not evaluated
2022-03-11 01:20,10.24,not evaluated
2022-03-11 01:50,10.24,not evaluated
2022-03-11 02:20,10.24,not evaluated
2022-03-11 02:50,10.24,not evaluated
2022-03-11 03:20,10.24,not evaluated
2022-03-11 03:50,10.24,not evaluated
2022-03-11 04:20,10.24,not evaluated
2022-03-11 04:50,10.24,not evaluated
2022-03-11 05:20,10.24,not evaluated
2022-03-11 05:50,10.24,not evaluated
2022-03-11 06:20,10.24,not evaluated
2022-03-11 06:50,9.30,not evaluated
2022-03-11 07:20,10.24,not evaluated
2022-03-11 07:50,10.24,not evaluated
2022-03-11 08:20,10.24,not evaluated
2022-03-11 08:50,10.24,not evaluated
2022-03-11 09:20,9.30,not evaluated
2022-03-11 09:50,9.30,not evaluated
2022-03-11 10:20,9.30,not evaluated
2022-03-11 10:50,10.24,not evaluated
2022-03-11 11:20,9.30,not evaluated
2022-03-11 11:50,9.30,not evaluated
2022-03-11 12:20,10.24,not evaluated
2022-03-11 12:50,10.24,not evaluated
2022-03-11 13:20,9.30,not evaluated
2022-03-11 13:50,9.30,not evaluated
2022-03-11 14:20,9.30,not evaluated
2022-03-11 14:50,9.30,not evaluated
2022-03-11 15:20,9.30,not evaluated
2022-03-11 15:50,9.30,not evaluated
2022-03-11 16:20,9.30,not evaluated
2022-03-11 16:50,9.30,not evaluated
2022-03-11 17:20,10.24,not evaluated
2022-03-11 17:50,9.30,not evaluated
2022-03-11 18:20,9.30,not evaluated
2022-03-11 18:50,9.30,not evaluated
2022-03-11 19:20,9.30,not evaluated
2022-03-11 19:50,10.24,not evaluated
2022-03-11 20:20,9.30,not evaluated
2022-03-11 20:50,9.30,not evaluated
2022-03-11 21:20,9.30,not evaluated
2022-03-11 21:50,4.08,not evaluated
2022-03-11 22:20,9.30,not evaluated
2022-03-11 22:50,6.02,not evaluated
2022-03-11 23:20,5.68,not evaluated
2022-03-11 23:50,5.38,not evaluated
2022-03-12 00:20,5.38,not evaluated
2022-03-12 00:50,5.68,not evaluated
2022-03-12 01:20,5.38,not evaluated
2022-03-12 01:50,10.24,not evaluated
2022-03-12 02:20,5.38,not evaluated
2022-03-12 02:50,5.38,not evaluated
2022-03-12 03:20,5.38,not evaluated
2022-03-12 03:50,5.38,not evaluated
2022-03-12 04:20,5.68,not evaluated
2022-03-12 04:50,10.24,not evaluated
2022-03-12 05:20,5.68,not evaluated
2022-03-12 05:50,5.38,not evaluated
2022-03-12 06:20,5.12,not evaluated
2022-03-12 06:50,5.38,not evaluated
2022-03-12 07:20,5.38,not evaluated
2022-03-12 07:50,6.02,not evaluated
2022-03-12 08:20,6.02,not evaluated
2022-03-12 08:50,6.40,not evaluated
2022-03-12 09:20,6.40,not evaluated
2022-03-12 09:50,3.92,not evaluated
2022-03-12 10:20,7.30,not evaluated
2022-03-12 10:50,7.30,not evaluated
2022-03-12 11:20,7.86,not evaluated
2022-03-12 11:50,9.30,not evaluated
2022-03-12 12:20,8.52,not evaluated
2022-03-12 12:50,9.30,not evaluated
2022-03-12 13:20,9.30,not evaluated
2022-03-12 13:50,9.30,not evaluated
2022-03-12 14:20,9.30,not evaluated
2022-03-12 14:50,10.24,not evaluated
2022-03-12 15:20,10.24,not evaluated
2022-03-12 15:50,9.30,not evaluated
2022-03-12 16:20,10.24,not evaluated
2022-03-12 16:50,10.24,not evaluated
2022-03-12 17:20,9.30,not evaluated
2022-03-12 17:50,10.24,not evaluated
2022-03-12 18:20,10.24,not evaluated
2022-03-12 18:50,10.24,not evaluated
2022-03-12 19:20,10.24,not evaluated
2022-03-12 19:50,10.24,not evaluated
2022-03-12 20:20,10.24,not evaluated
2022-03-12 20:50,10.24,not evaluated
2022-03-12 21:20,10.24,not evaluated
2022-03-12 21:50,10.24,not evaluated
2022-03-12 22:20,10.24,not evaluated
2022-03-12 22:50,10.24,not evaluated
2022-03-12 23:20,10.24,not evaluated
2022-03-12 23:50,10.24,not evaluated
2022-03-13 00:20,10.24,not evaluated
2022-03-13 00:50,10.24,not evaluated
2022-03-13 01:20,9.30,not evaluated
2022-03-13 01:50,10.24,not evaluated
2022-03-13 03:20,10.24,not evaluated
2022-03-13 03:50,10.24,not evaluated
2022-03-13 04:20,10.24,not evaluated
2022-03-13 04:50,10.24,not evaluated
2022-03-13 05:20,10.24,not evaluated
2022-03-13 05:50,10.24,not evaluated
2022-03-13 06:20,10.24,not evaluated
2022-03-13 06:50,9.30,not evaluated
2022-03-13 07:20,10.24,not evaluated
2022-03-13 07:50,9.30,not evaluated
2022-03-13 08:20,10.24,not evaluated
2022-03-13 08:50,10.24,not evaluated
2022-03-13 09:20,10.24,not evaluated
2022-03-13 09:50,10.24,not evaluated
2022-03-13 10:20,9.30,not evaluated
2022-03-13 10:50,10.24,not evaluated
2022-03-13 11:20,9.30,not evaluated
2022-03-13 11:50,10.24,not evaluated
2022-03-13 12:20,9.30,not evaluated
2022-03-13 12:50,9.30,not evaluated
2022-03-13 13:20,9.30,not evaluated
2022-03-13 13:50,9.30,not evaluated
2022-03-13 14:20,10.24,not evaluated
2022-03-13 14:50,9.30,not evaluated
2022-03-13 15:20,9.30,not evaluated
2022-03-13 15:50,9.30,not evaluated
2022-03-13 16:20,8.52,not evaluated
2022-03-13 16:50,10.24,not evaluated
2022-03-13 17:20,10.24,not evaluated
2022-03-13 17:50,9.30,not evaluated
2022-03-13 18:20,9.30,not evaluated
2022-03-13 18:50,9.30,not evaluated
2022-03-13 19:20,10.24,not evaluated
2022-03-13 19:50,10.24,not evaluated
2022-03-13 20:20,10.24,not evaluated
2022-03-13 20:50,10.24,not evaluated
2022-03-13 21:20,9.30,not evaluated
2022-03-13 21:50,10.24,not evaluated
2022-03-13 22:20,8.52,not evaluated
2022-03-13 22:50,10.24,not evaluated
2022-03-13 23:20,10.24,not evaluated
2022-03-13 23:50,9.30,not evaluated
2022-03-14 00:20,9.30,not evaluated
2022-03-14 00:50,10.24,not evaluated
2022-03-14 01:20,9.30,not evaluated
2022-03-14 01:50,10.24,not evaluated
2022-03-14 02:20,10.24,not evaluated
2022-03-14 02:50,10.24,not evaluated
2022-03-14 03:20,10.24,not evaluated
2022-03-14 03:50,10.24,not evaluated
2022-03-14 04:20,10.24,not evaluated
2022-03-14 04:50,9.30,not evaluated
2022-03-14 05:20,10.24,not evaluated
2022-03-14 05:50,9.30,not evaluated
2022-03-14 06:20,10.24,not evaluated
2022-03-14 06:50,9.30,not evaluated
2022-03-14 07:20,10.24,not evaluated
2022-03-14 07:50,10.24,not evaluated
2022-03-14 08:20,10.24,not evaluated
2022-03-14 08:50,9.30,not evaluated
2022-03-14 09:20,10.24,not evaluated
2022-03-14 09:50,9.30,not evaluated
2022-03-14 10:20,10.24,not evaluated
2022-03-14 10:50,8.52,not evaluated
2022-03-14 11:20,9.30,not evaluated
2022-03-14 11:50,9.30,not evaluated
2022-03-14 12:20,9.30,not evaluated
2022-03-14 12:50,8.52,not evaluated
2022-03-14 13:20,8.52,not evaluated
2022-03-14 13:50,9.30,not evaluated
2022-03-14 14:20,9.30,not evaluated
2022-03-14 14:50,9.30,not evaluated
2022-03-14 15:20,8.52,not evaluated
2022-03-14 15:50,9.30,not evaluated
2022-03-14 16:20,8.52,not evaluated
2022-03-14 16:50,9.30,not evaluated
2022-03-14 17:20,8.52,not evaluated
2022-03-14 17:50,9.30,not evaluated
2022-03-14 18:20,9.30,not evaluated
2022-03-14 18:50,9.30,not evaluated
2022-03-14 19:20,9.30,not evaluated
2022-03-14 19:50,9.30,not evaluated
2022-03-14 20:20,10.24,not evaluated
2022-03-14 20:50,10.24,not evaluated
2022-03-14 21:20,10.24,not evaluated
2022-03-14 21:50,9.30,not evaluated
2022-03-14 22:20,9.30,not evaluated
2022-03-14 22:50,9.30,not evaluated
2022-03-14 23:20,9.30,not evaluated
2022-03-14 23:50,10.24,not evaluated
2022-03-15 00:20,9.30,not evaluated
2022-03-15 00:50,9.30,not evaluated
2022-03-15 01:20,9.30,not evaluated
2022-03-15 01:50,9.30,not evaluated
2022-03-15 02:20,9.30,not evaluated
2022-03-15 02:50,9.30,not evaluated
2022-03-15 03:20,9.30,not evaluated
2022-03-15 03:50,10.24,not evaluated
2022-03-15 04:20,9.30,not evaluated
2022-03-15 04:50,9.30,not evaluated
2022-03-15 05:20,9.30,not evaluated
2022-03-15 05:50,10.24,not evaluated
2022-03-15 06:20,9.30,not evaluated
2022-03-15 06:50,10.24,not evaluated
2022-03-15 07:20,9.30,not evaluated
2022-03-15 07:50,9.30,not evaluated
2022-03-15 08:20,9.30,not evaluated
2022-03-15 08:50,9.30,not evaluated
2022-03-15 09:20,10.24,not evaluated
2022-03-15 09:50,9.30,not evaluated
2022-03-15 10:20,9.30,not evaluated
2022-03-15 10:50,9.30,not evaluated
2022-03-15 11:20,8.52,not evaluated
2022-03-15 11:50,9.30,not evaluated
2022-03-15 12:20,9.30,not evaluated
2022-03-15 12:50,9.30,not evaluated
2022-03-15 13:20,10.24,not evaluated
2022-03-15 13:50,9.30,not evaluated
2022-03-15 14:20,9.30,not evaluated
2022-03-15 14:50,8.52,not evaluated
2022-03-15 15:20,10.24,not evaluated
2022-03-15 15:50,9.30,not evaluated
2022-03-15 16:20,9.30,not evaluated
2022-03-15 16:50,9.30,not evaluated
2022-03-15 17:20,9.30,not evaluated
2022-03-15 17:50,9.30,not evaluated
2022-03-15 18:20,9.30,not evaluated
2022-03-15 18:50,9.30,not evaluated
2022-03-15 19:20,9.30,not evaluated
2022-03-15 19:50,10.24,not evaluated
2022-03-15 20:20,10.24,not evaluated
2022-03-15 20:50,10.24,not evaluated
2022-03-15 21:20,9.30,not evaluated
2022-03-15 21:50,10.24,not evaluated
2022-03-15 22:20,10.24,not evaluated
2022-03-15 22:50,9.30,not evaluated
2022-03-15 23:20,9.30,not evaluated
2022-03-15 23:50,8.52,not evaluated
2022-03-16 00:20,9.30,not evaluated
2022-03-16 00:50,9.30,not evaluated
2022-03-16 01:20,9.30,not evaluated
2022-03-16 01:50,9.30,not evaluated
2022-03-16 02:20,9.30,not evaluated
2022-03-16 02:50,9.30,not evaluated
2022-03-16 03:20,9.30,not evaluated
2022-03-16 03:50,9.30,not evaluated
2022-03-16 04:20,10.24,not evaluated
2022-03-16 04:50,9.30,not evaluated
2022-03-16 05:20,9.30,not evaluated
2022-03-16 05:50,9.30,not evaluated
2022-03-16 06:20,9.30,not evaluated
2022-03-16 06:50,9.30,not evaluated
2022-03-16 07:20,9.30,not evaluated
2022-03-16 07:50,9.30,not evaluated
2022-03-16 08:20,9.30,not evaluated
2022-03-16 08:50,9.30,not evaluated
2022-03-16 09:20,9.30,not evaluated
2022-03-16 09:50,9.30,not evaluated
2022-03-16 10:20,9.30,not evaluated
2022-03-16 10:50,9.30,not evaluated
2022-03-16 11:20,9.30,not evaluated
2022-03-16 11:50,9.30,not evaluated
2022-03-16 12:20,9.30,not evaluated
2022-03-16 12:50,9.30,not evaluated
2022-03-16 13:20,9.30,not evaluated
2022-03-16 13:50,8.52,not evaluated
2022-03-16 14:20,9.30,not evaluated
2022-03-16 14:50,8.52,not evaluated
2022-03-16 15:20,8.52,not evaluated
2022-03-16 15:50,9.30,not evaluated
2022-03-16 16:20,9.30,not evaluated
2022-03-16 16:50,8.52,not evaluated
2022-03-16 17:20,8.52,not evaluated
2022-03-16 17:50,5.12,not evaluated
2022-03-16 18:20,5.38,not evaluated
2022-03-16 18:50,5.68,not evaluated
2022-03-16 19:20,6.02,not evaluated
2022-03-16 19:50,6.02,not evaluated
2022-03-16 20:20,6.40,not evaluated
2022-03-16 20:50,6.02,not evaluated
2022-03-16 21:20,6.40,not evaluated
2022-03-16 21:50,6.40,not evaluated
2022-03-16 22:20,6.40,not evaluated
2022-03-16 22:50,6.82,not evaluated
2022-03-16 23:20,6.40,not evaluated
2022-03-16 23:50,7.30,not evaluated
2022-03-17 00:20,6.82,not evaluated
2022-03-17 00:50,7.86,not evaluated
2022-03-17 01:20,7.30,not evaluated
2022-03-17 01:50,7.30,not evaluated
2022-03-17 02:20,7.86,not evaluated
2022-03-17 02:50,7.86,not evaluated
2022-03-17 03:20,7.86,not evaluated
2022-03-17 03:50,7.86,not evaluated
2022-03-17 04:20,7.86,not evaluated
2022-03-17 04:50,7.86,not evaluated
2022-03-17 05:20,7.30,not evaluated
2022-03-17 05:50,7.30,not evaluated
2022-03-17 06:20,6.82,not evaluated
2022-03-17 06:50,7.30,not evaluated
2022-03-17 07:20,7.30,not evaluated
2022-03-17 07:50,7.86,not evaluated
2022-03-17 08:20,7.30,not evaluated
2022-03-17 08:50,7.30,not evaluated
2022-03-17 09:20,6.82,not evaluated
2022-03-17 09:50,7.30,not evaluated
2022-03-17 10:20,7.30,not evaluated
2022-03-17 10:50,7.30,not evaluated
2022-03-17 11:20,7.30,not evaluated
2022-03-17 11:50,7.30,not evaluated
2022-03-17 12:20,7.30,not evaluated
2022-03-17 12:50,7.30,not evaluated
2022-03-17 13:20,6.82,not evaluated
2022-03-17 13:50,7.30,not evaluated
2022-03-17 14:20,7.30,not evaluated
2022-03-17 14:50,6.82,not evaluated
2022-03-17 15:20,6.82,not evaluated
2022-03-17 15:50,6.40,not evaluated
2022-03-17 16:20,6.82,not evaluated
2022-03-17 16:50,6.40,not evaluated
2022-03-17 17:20,6.40,not evaluated
2022-03-17 17:50,6.40,not evaluated
2022-03-17 18:20,6.82,not evaluated
2022-03-17 18:50,6.82,not evaluated
2022-03-17 19:20,6.82,not evaluated
2022-03-17 19:50,7.30,not evaluated
2022-03-17 20:20,7.86,not evaluated
2022-03-17 20:50,10.24,not evaluated
2022-03-17 21:20,10.24,not evaluated
2022-03-17 21:50,7.30,not evaluated
2022-03-17 22:20,6.82,not evaluated
2022-03-17 22:50,7.86,not evaluated
2022-03-17 23:20,7.30,not evaluated
2022-03-17 23:50,7.86,not evaluated
2022-03-18 00:20,7.30,not evaluated
2022-03-18 00:50,7.30,not evaluated
2022-03-18 01:20,9.30,not evaluated
2022-03-18 01:50,7.30,not evaluated
2022-03-18 02:20,9.30,not evaluated
2022-03-18 02:50,7.30,not evaluated
2022-03-18 03:20,6.82,not evaluated
2022-03-18 03:50,6.82,not evaluated
2022-03-18 04:20,6.40,not evaluated
2022-03-18 04:50,9.30,not evaluated
2022-03-18 05:20,9.30,not evaluated
2022-03-18 05:50,8.52,not evaluated
2022-03-18 06:20,9.30,not evaluated
2022-03-18 06:50,9.30,not evaluated
2022-03-18 07:20,9.30,not evaluated
2022-03-18 07:50,9.30,not evaluated
2022-03-18 08:20,9.30,not evaluated
2022-03-18 08:50,9.30,not evaluated
2022-03-18 09:20,10.24,not evaluated
2022-03-18 09:50,10.24,not evaluated
2022-03-18 10:20,7.30,not evaluated
2022-03-18 10:50,10.24,not evaluated
2022-03-18 11:20,9.30,not evaluated
2022-03-18 11:50,10.24,not evaluated
2022-03-18 12:20,10.24,not evaluated
2022-03-18 12:50,8.52,not evaluated
2022-03-18 13:20,9.30,not evaluated
2022-03-18 13:50,9.30,not evaluated
2022-03-18 14:20,8.52,not evaluated
2022-03-18 14:50,9.30,not evaluated
2022-03-18 15:20,9.30,not evaluated
2022-03-18 15:50,9.30,not evaluated
2022-03-18 16:20,9.30,not evaluated
2022-03-18 16:50,9.30,not evaluated
2022-03-18 17:20,9.30,not evaluated
2022-03-18 17:50,9.30,not evaluated
2022-03-18 18:20,9.30,not evaluated
2022-03-18 18:50,7.86,not evaluated
2022-03-18 19:20,9.30,not evaluated
2022-03-18 19:50,9.30,not evaluated
2022-03-18 20:20,10.24,not evaluated
2022-03-18 20:50,10.24,not evaluated
2022-03-18 21:20,10.24,not evaluated
2022-03-18 21:50,9.30,not evaluated
2022-03-18 22:20,10.24,not evaluated
2022-03-18 22:50,10.24,not evaluated
2022-03-18 23:20,10.24,not evaluated
2022-03-18 23:50,9.30,not evaluated
2022-03-19 00:20,10.24,not evaluated
2022-03-19 00:50,3.64,not evaluated
2022-03-19 01:20,4.08,not evaluated
2022-03-19 01:50,3.92,not evaluated
2022-03-19 02:20,4.26,not evaluated
2022-03-19 02:50,4.64,not evaluated
2022-03-19 03:20,4.86,not evaluated
2022-03-19 03:50,4.64,not evaluated
2022-03-19 04:20,4.86,not evaluated
2022-03-19 04:50,5.38,not evaluated
2022-03-19 05:20,5.68,not evaluated
2022-03-19 05:50,5.38,not evaluated
2022-03-19 06:20,5.68,not evaluated
2022-03-19 06:50,5.12,not evaluated
2022-03-19 07:20,5.68,not evaluated
2022-03-19 07:50,5.68,not evaluated
2022-03-19 08:20,6.02,not evaluated
2022-03-19 08:50,6.02,not evaluated
2022-03-19 09:20,5.68,not evaluated
2022-03-19 09:50,6.40,not evaluated
2022-03-19 10:20,6.02,not evaluated
2022-03-19 10:50,6.02,not evaluated
2022-03-19 11:20,6.02,not evaluated
2022-03-19 11:50,6.40,not evaluated
2022-03-19 12:20,6.40,not evaluated
2022-03-19 12:50,6.40,not evaluated
2022-03-19 13:20,6.40,not evaluated
2022-03-19 13:50,6.40,not evaluated
2022-03-19 14:20,5.68,not evaluated
2022-03-19 14:50,6.40,not evaluated
2022-03-19 15:20,9.30,not evaluated
2022-03-19 15:50,5.38,not evaluated
2022-03-19 16:20,6.82,not evaluated
2022-03-19 16:50,6.40,not evaluated
2022-03-19 17:20,6.02,not evaluated
2022-03-19 17:50,6.02,not evaluated
2022-03-19 18:20,5.68,not evaluated
2022-03-19 18:50,6.40,not evaluated
2022-03-19 19:20,6.02,not evaluated
2022-03-19 19:50,6.02,not evaluated
2022-03-19 20:20,6.02,not evaluated
2022-03-19 20:50,6.82,not evaluated
2022-03-19 21:20,6.40,not evaluated
2022-03-19 21:50,6.40,not evaluated
2022-03-19 22:20,6.82,not evaluated
2022-03-19 22:50,6.82,not evaluated
2022-03-19 23:20,6.40,not evaluated
2022-03-19 23:50,6.82,not evaluated
2022-03-20 00:20,7.30,not evaluated
2022-03-20 00:50,6.40,not evaluated
2022-03-20 01:20,6.82,not evaluated
2022-03-20 01:50,6.40,not evaluated
2022-03-20 02:20,6.40,not evaluated
2022-03-20 02:50,10.24,not evaluated
2022-03-20 03:20,9.30,not evaluated
2022-03-20 03:50,6.82,not evaluated
2022-03-20 04:20,7.30,not evaluated
2022-03-20 04:50,9.30,not evaluated
2022-03-20 05:20,6.40,not evaluated
2022-03-20 05:50,6.40,not evaluated
2022-03-20 06:20,6.40,not evaluated
2022-03-20 06:50,6.02,not evaluated
2022-03-20 07:20,6.40,not evaluated
2022-03-20 07:50,6.40,not evaluated
2022-03-20 08:20,6.40,not evaluated
2022-03-20 08:50,6.40,not evaluated
2022-03-20 09:20,6.40,not evaluated
2022-03-20 09:50,6.40,not evaluated
2022-03-20 10:20,6.02,not evaluated
2022-03-20 10:50,6.40,not evaluated
2022-03-20 11:20,6.40,not evaluated
2022-03-20 11:50,10.24,not evaluated
2022-03-20 12:20,6.82,not evaluated
2022-03-20 12:50,10.24,not evaluated
2022-03-20 13:20,6.40,not evaluated
2022-03-20 13:50,9.30,not evaluated
2022-03-20 14:20,9.30,not evaluated
2022-03-20 14:50,10.24,not evaluated
2022-03-20 15:20,10.24,not evaluated
2022-03-20 15:50,10.24,not evaluated
2022-03-20 16:20,10.24,not evaluated
2022-03-20 16:50,9.30,not evaluated
2022-03-20 17:20,9.30,not evaluated
2022-03-20 17:50,10.24,not evaluated
2022-03-20 18:20,9.30,not evaluated
2022-03-20 18:50,10.24,not evaluated
2022-03-20 19:20,9.30,not evaluated
2022-03-20 19:50,9.30,not evaluated
2022-03-20 20:20,9.30,not evaluated
2022-03-20 20:50,10.24,not evaluated
2022-03-20 21:20,10.24,not evaluated
2022-03-20 21:50,10.24,not evaluated
2022-03-20 22:20,10.24,not evaluated
2022-03-20 22:50,10.24,not evaluated
2022-03-20 23:20,10.24,not evaluated
2022-03-20 23:50,10.24,not evaluated
2022-03-21 00:20,10.24,not evaluated
2022-03-21 00:50,10.24,not evaluated
2022-03-21 01:20,10.24,not evaluated
2022-03-21 01:50,10.24,not evaluated
2022-03-21 02:20,10.24,not evaluated
2022-03-21 02:50,10.24,not evaluated
2022-03-21 03:20,10.24,not evaluated
2022-03-21 03:50,10.24,not evaluated
2022-03-21 04:20,10.24,not evaluated
2022-03-21 04:50,9.30,not evaluated
2022-03-21 05:20,10.24,not evaluated
2022-03-21 05:50,10.24,not evaluated
2022-03-21 06:20,9.30,not evaluated
2022-03-21 06:50,9.30,not evaluated
2022-03-21 07:20,10.24,not evaluated
2022-03-21 07:50,3.20,not evaluated
2022-03-21 08:20,3.92,not evaluated
2022-03-21 08:50,3.92,not evaluated
2022-03-21 09:20,4.26,not evaluated
2022-03-21 09:50,4.26,not evaluated
2022-03-21 10:20,4.64,not evaluated
2022-03-21 10:50,4.26,not evaluated
2022-03-21 11:20,4.08,not evaluated
2022-03-21 11:50,4.26,not evaluated
2022-03-21 12:20,4.26,not evaluated
2022-03-21 12:50,4.08,not evaluated
2022-03-21 13:20,4.86,not evaluated
2022-03-21 13:50,4.26,not evaluated
2022-03-21 14:20,3.64,not evaluated
2022-03-21 14:50,4.08,not evaluated
2022-03-21 15:20,4.86,not evaluated
2022-03-21 15:50,4.44,not evaluated
2022-03-21 16:20,4.44,not evaluated
2022-03-21 16:50,3.92,not evaluated
2022-03-21 17:20,10.24,not evaluated
2022-03-21 17:50,5.68,not evaluated
2022-03-21 18:20,9.30,not evaluated
2022-03-21 18:50,10.24,not evaluated
2022-03-21 19:20,10.24,not evaluated
2022-03-21 19:50,9.30,not evaluated
2022-03-21 20:20,9.30,not evaluated
2022-03-21 20:50,9.30,not evaluated
2022-03-21 21:20,9.30,not evaluated
2022-03-21 21:50,10.24,not evaluated
2022-03-21 22:20,9.30,not evaluated
2022-03-21 22:50,9.30,not evaluated
2022-03-21 23:20,9.30,not evaluated
2022-03-21 23:50,10.24,not evaluated
2022-03-22 00:20,10.24,not evaluated
2022-03-22 00:50,9.30,not evaluated
2022-03-22 01:20,9.30,not evaluated
2022-03-22 01:50,10.24,not evaluated
2022-03-22 02:20,9.30,not evaluated
2022-03-22 02:50,9.30,not evaluated
2022-03-22 03:20,9.30,not evaluated
2022-03-22 03:50,9.30,not evaluated
2022-03-22 04:20,9.30,not evaluated
2022-03-22 04:50,9.30,not evaluated
2022-03-22 05:20,9.30,not evaluated
2022-03-22 05:50,9.30,not evaluated
2022-03-22 06:20,9.30,not evaluated
2022-03-22 06:50,9.30,not evaluated
2022-03-22 07:20,8.52,not evaluated
2022-03-22 07:50,9.30,not evaluated
2022-03-22 08:20,9.30,not evaluated
2022-03-22 08:50,9.30,not evaluated
2022-03-22 09:20,10.24,not evaluated
2022-03-22 09:50,9.30,not evaluated
2022-03-22 10:20,9.30,not evaluated
2022-03-22 10:50,9.30,not evaluated
2022-03-22 11:20,9.30,not evaluated
2022-03-22 11:50,9.30,not evaluated
2022-03-22 12:20,9.30,not evaluated
2022-03-22 12:50,9.30,not evaluated
2022-03-22 13:20,9.30,not evaluated
2022-03-22 13:50,9.30,not evaluated
2022-03-22 14:20,9.30,not evaluated
2022-03-22 14:50,9.30,not evaluated
2022-03-22 15:20,9.30,not evaluated
2022-03-22 15:50,10.24,not evaluated
2022-03-22 16:20,9.30,not evaluated
2022-03-22 16:50,10.24,not evaluated
2022-03-22 17:20,9.30,not evaluated
2022-03-22 17:50,8.52,not evaluated
2022-03-22 18:20,9.30,not evaluated
2022-03-22 18:50,9.30,not evaluated
2022-03-22 19:20,9.30,not evaluated
2022-03-22 19:50,9.30,not evaluated
2022-03-22 20:20,9.30,not evaluated
2022-03-22 20:50,9.30,not evaluated
2022-03-22 21:20,9.30,not evaluated
2022-03-22 21:50,8.52,not evaluated
2022-03-22 22:20,9.30,not evaluated
2022-03-22 22:50,9.30,not evaluated
2022-03-22 23:20,9.30,not evaluated
2022-03-22 23:50,9.30,not evaluated
2022-03-23 00:20,10.24,not evaluated
2022-03-23 00:50,10.24,not evaluated
2022-03-23 01:20,9.30,not evaluated
2022-03-23 01:50,9.30,not evaluated
2022-03-23 02:20,4.08,not evaluated
2022-03-23 02:50,9.30,not evaluated
2022-03-23 03:20,9.30,not evaluated
2022-03-23 03:50,9.30,not evaluated
2022-03-23 04:20,9.30,not evaluated
2022-03-23 04:50,9.30,not evaluated
2022-03-23 05:20,4.26,not evaluated
2022-03-23 05:50,9.30,not evaluated
2022-03-23 06:20,4.64,not evaluated
2022-03-23 06:50,4.86,not evaluated
2022-03-23 07:20,4.64,not evaluated
2022-03-23 07:50,9.30,not evaluated
2022-03-23 08:20,9.30,not evaluated
2022-03-23 08:50,4.64,not evaluated
2022-03-23 09:20,5.12,not evaluated
2022-03-23 09:50,4.86,not evaluated
