%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Peak wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),BHI-E Peak wave direction (deg N),BHI-E Peak wave direction (deg N) quality
2021-10-05 13:09,102.96,not evaluated
2021-10-05 13:39,105.83,not evaluated
2021-10-05 14:09,105.12,not evaluated
2021-10-05 14:39,98.07,not evaluated
2021-10-05 15:09,102.47,not evaluated
2021-10-05 15:39,96.68,not evaluated
2021-10-05 16:09,105.89,not evaluated
2021-10-05 16:39,102.90,not evaluated
2021-10-05 17:09,99.96,not evaluated
2021-10-05 17:39,139.19,not evaluated
2021-10-05 18:09,142.06,not evaluated
2021-10-05 18:39,103.01,not evaluated
2021-10-05 19:09,96.46,not evaluated
2021-10-05 19:39,104.40,not evaluated
2021-10-05 20:09,97.53,not evaluated
2021-10-05 20:39,95.81,not evaluated
2021-10-05 21:09,97.30,not evaluated
2021-10-05 21:39,97.17,not evaluated
2021-10-05 22:09,97.41,not evaluated
2021-10-05 22:39,95.53,not evaluated
2021-10-05 23:09,97.84,not evaluated
2021-10-05 23:39,98.17,not evaluated
2021-10-06 00:09,109.66,not evaluated
2021-10-06 00:39,134.52,not evaluated
2021-10-06 01:09,133.20,not evaluated
2021-10-06 01:39,99.17,not evaluated
2021-10-06 02:09,138.46,not evaluated
2021-10-06 02:39,95.36,not evaluated
2021-10-06 03:09,99.67,not evaluated
2021-10-06 03:39,132.66,not evaluated
2021-10-06 04:09,135.28,not evaluated
2021-10-06 04:39,137.59,not evaluated
2021-10-06 05:09,135.05,not evaluated
2021-10-06 05:39,127.48,not evaluated
2021-10-06 06:09,128.70,not evaluated
2021-10-06 06:39,118.72,not evaluated
2021-10-06 07:09,119.30,not evaluated
2021-10-06 07:39,106.66,not evaluated
2021-10-06 08:09,110.92,not evaluated
2021-10-06 08:39,115.48,not evaluated
2021-10-06 09:09,113.33,not evaluated
2021-10-06 09:39,107.37,not evaluated
2021-10-06 10:09,111.51,not evaluated
2021-10-06 10:39,119.50,not evaluated
2021-10-06 11:09,116.17,not evaluated
2021-10-06 11:39,119.99,not evaluated
2021-10-06 12:09,115.74,not evaluated
2021-10-06 12:39,127.24,not evaluated
2021-10-06 13:09,117.29,not evaluated
2021-10-06 13:39,112.09,not evaluated
2021-10-06 14:09,125.11,not evaluated
2021-10-06 14:39,115.42,not evaluated
2021-10-06 15:09,117.38,not evaluated
2021-10-06 15:39,123.19,not evaluated
2021-10-06 16:09,119.96,not evaluated
2021-10-06 16:39,116.43,not evaluated
2021-10-06 17:09,118.08,not evaluated
2021-10-06 17:39,117.39,not evaluated
2021-10-06 18:09,115.41,not evaluated
2021-10-06 18:39,116.89,not evaluated
2021-10-06 19:09,113.67,not evaluated
2021-10-06 19:39,110.35,not evaluated
2021-10-06 20:09,109.03,not evaluated
2021-10-06 20:39,103.02,not evaluated
2021-10-06 21:09,102.30,not evaluated
2021-10-06 21:39,100.73,not evaluated
2021-10-06 22:09,102.99,not evaluated
2021-10-06 22:39,106.77,not evaluated
2021-10-06 23:09,95.39,not evaluated
2021-10-06 23:39,106.94,not evaluated
2021-10-07 00:09,99.82,not evaluated
2021-10-07 00:39,99.08,not evaluated
2021-10-07 01:09,101.66,not evaluated
2021-10-07 01:39,96.05,not evaluated
2021-10-07 02:09,99.02,not evaluated
2021-10-07 02:39,93.88,not evaluated
2021-10-07 03:09,102.97,not evaluated
2021-10-07 03:39,99.50,not evaluated
2021-10-07 04:09,103.50,not evaluated
2021-10-07 04:39,105.34,not evaluated
2021-10-07 05:09,111.31,not evaluated
2021-10-07 05:39,109.98,not evaluated
2021-10-07 06:09,104.91,not evaluated
2021-10-07 06:39,105.12,not evaluated
2021-10-07 07:09,89.92,not evaluated
2021-10-07 07:39,77.88,not evaluated
2021-10-07 08:09,83.86,not evaluated
2021-10-07 08:39,80.28,not evaluated
2021-10-07 09:09,74.69,not evaluated
2021-10-07 09:39,93.97,not evaluated
2021-10-07 10:09,91.96,not evaluated
2021-10-07 10:39,89.25,not evaluated
2021-10-07 11:09,84.63,not evaluated
2021-10-07 11:39,90.00,not evaluated
2021-10-07 12:09,96.24,not evaluated
2021-10-07 12:39,90.29,not evaluated
2021-10-07 13:09,99.45,not evaluated
2021-10-07 13:39,123.23,not evaluated
2021-10-07 14:09,99.85,not evaluated
2021-10-07 14:39,104.42,not evaluated
2021-10-07 15:09,97.29,not evaluated
2021-10-07 15:39,99.54,not evaluated
2021-10-07 16:09,93.78,not evaluated
2021-10-07 16:39,97.08,not evaluated
2021-10-07 17:09,105.14,not evaluated
2021-10-07 17:39,93.00,not evaluated
2021-10-07 18:09,124.80,not evaluated
2021-10-07 18:39,95.53,not evaluated
2021-10-07 19:09,116.79,not evaluated
2021-10-07 19:39,80.69,not evaluated
2021-10-07 20:09,75.35,not evaluated
2021-10-07 20:39,101.77,not evaluated
2021-10-07 21:09,79.54,not evaluated
2021-10-07 21:39,115.76,not evaluated
2021-10-07 22:09,73.52,not evaluated
2021-10-07 22:39,76.42,not evaluated
2021-10-07 23:09,75.98,not evaluated
2021-10-07 23:39,82.49,not evaluated
2021-10-08 00:09,96.84,not evaluated
2021-10-08 00:39,73.62,not evaluated
2021-10-08 01:09,80.63,not evaluated
2021-10-08 01:39,104.26,not evaluated
2021-10-08 02:09,87.70,not evaluated
2021-10-08 02:39,109.74,not evaluated
2021-10-08 03:09,109.57,not evaluated
2021-10-08 03:39,107.58,not evaluated
2021-10-08 04:09,112.69,not evaluated
2021-10-08 04:39,106.04,not evaluated
2021-10-08 05:09,116.48,not evaluated
2021-10-08 05:39,121.55,not evaluated
2021-10-08 06:09,119.26,not evaluated
2021-10-08 06:39,120.25,not evaluated
2021-10-08 07:09,119.47,not evaluated
2021-10-08 07:39,120.91,not evaluated
2021-10-08 08:09,114.42,not evaluated
2021-10-08 08:39,121.16,not evaluated
2021-10-08 09:09,122.88,not evaluated
2021-10-08 09:39,98.68,not evaluated
2021-10-08 10:09,115.99,not evaluated
2021-10-08 10:39,86.87,not evaluated
2021-10-08 11:09,115.42,not evaluated
2021-10-08 11:39,80.47,not evaluated
2021-10-08 12:09,105.57,not evaluated
2021-10-08 12:39,108.00,not evaluated
2021-10-08 13:09,111.91,not evaluated
2021-10-08 13:39,113.71,not evaluated
2021-10-08 14:09,106.69,not evaluated
2021-10-08 14:39,107.58,not evaluated
2021-10-08 15:09,111.71,not evaluated
2021-10-08 15:39,108.62,not evaluated
2021-10-08 16:09,111.11,not evaluated
2021-10-08 16:39,111.85,not evaluated
2021-10-08 17:09,107.31,not evaluated
2021-10-08 17:39,108.98,not evaluated
2021-10-08 18:09,101.62,not evaluated
2021-10-08 18:39,107.04,not evaluated
2021-10-08 19:09,114.56,not evaluated
2021-10-08 19:39,108.59,not evaluated
2021-10-08 20:09,116.27,not evaluated
2021-10-08 20:39,112.00,not evaluated
2021-10-08 21:09,116.95,not evaluated
2021-10-08 21:39,103.81,not evaluated
2021-10-08 22:09,106.94,not evaluated
2021-10-08 22:39,105.47,not evaluated
2021-10-08 23:09,74.43,not evaluated
2021-10-08 23:39,75.54,not evaluated
2021-10-09 00:09,81.88,not evaluated
2021-10-09 00:39,81.06,not evaluated
2021-10-09 01:09,84.31,not evaluated
2021-10-09 01:39,76.47,not evaluated
2021-10-09 02:09,79.90,not evaluated
2021-10-09 02:39,80.00,not evaluated
2021-10-09 03:09,80.28,not evaluated
2021-10-09 03:39,88.16,not evaluated
2021-10-09 04:09,78.69,not evaluated
2021-10-09 04:39,84.19,not evaluated
2021-10-09 05:09,83.86,not evaluated
2021-10-09 05:39,83.89,not evaluated
2021-10-09 06:09,84.45,not evaluated
2021-10-09 06:39,85.08,not evaluated
2021-10-09 07:09,86.19,not evaluated
2021-10-09 07:39,86.20,not evaluated
2021-10-09 08:09,87.90,not evaluated
2021-10-09 08:39,80.52,not evaluated
2021-10-09 09:09,94.89,not evaluated
2021-10-09 09:39,99.92,not evaluated
2021-10-09 10:09,101.66,not evaluated
2021-10-09 10:39,95.77,not evaluated
2021-10-09 11:09,92.93,not evaluated
2021-10-09 11:39,93.56,not evaluated
2021-10-09 12:09,89.20,not evaluated
2021-10-09 12:39,93.86,not evaluated
2021-10-09 13:09,93.79,not evaluated
2021-10-09 13:39,90.42,not evaluated
2021-10-09 14:09,93.19,not evaluated
2021-10-09 14:39,95.42,not evaluated
2021-10-09 15:09,96.87,not evaluated
2021-10-09 15:39,100.45,not evaluated
2021-10-09 16:09,95.78,not evaluated
2021-10-09 16:39,98.60,not evaluated
2021-10-09 17:09,95.61,not evaluated
2021-10-09 17:39,94.98,not evaluated
2021-10-09 18:09,93.30,not evaluated
2021-10-09 18:39,89.59,not evaluated
2021-10-09 19:09,94.30,not evaluated
2021-10-09 19:39,89.94,not evaluated
2021-10-09 20:09,90.30,not evaluated
2021-10-09 20:39,89.64,not evaluated
2021-10-09 21:09,91.20,not evaluated
2021-10-09 21:39,89.22,not evaluated
2021-10-09 22:09,92.36,not evaluated
2021-10-09 22:39,89.52,not evaluated
2021-10-09 23:09,92.08,not evaluated
2021-10-09 23:39,87.89,not evaluated
2021-10-10 00:09,91.80,not evaluated
2021-10-10 00:39,92.66,not evaluated
2021-10-10 01:09,87.25,not evaluated
2021-10-10 01:39,91.69,not evaluated
2021-10-10 02:09,91.32,not evaluated
2021-10-10 02:39,88.23,not evaluated
2021-10-10 03:09,90.00,not evaluated
2021-10-10 03:39,92.52,not evaluated
2021-10-10 04:09,90.96,not evaluated
2021-10-10 04:39,87.97,not evaluated
2021-10-10 05:09,94.17,not evaluated
2021-10-10 05:39,89.82,not evaluated
2021-10-10 06:09,92.71,not evaluated
2021-10-10 06:39,89.45,not evaluated
2021-10-10 07:09,91.42,not evaluated
2021-10-10 07:39,91.16,not evaluated
2021-10-10 08:09,80.83,not evaluated
2021-10-10 08:39,93.57,not evaluated
2021-10-10 09:09,87.83,not evaluated
2021-10-10 09:39,91.24,not evaluated
2021-10-10 10:09,90.13,not evaluated
2021-10-10 10:39,90.68,not evaluated
2021-10-10 11:09,91.83,not evaluated
2021-10-10 11:39,86.14,not evaluated
2021-10-10 12:09,77.78,not evaluated
2021-10-10 12:39,84.39,not evaluated
2021-10-10 13:09,82.48,not evaluated
2021-10-10 13:39,86.94,not evaluated
2021-10-10 14:09,89.94,not evaluated
2021-10-10 14:39,93.23,not evaluated
2021-10-10 15:09,86.18,not evaluated
2021-10-10 15:39,78.68,not evaluated
2021-10-10 16:09,80.56,not evaluated
2021-10-10 16:39,89.03,not evaluated
2021-10-10 17:09,87.85,not evaluated
2021-10-10 17:39,93.81,not evaluated
2021-10-10 18:09,89.94,not evaluated
2021-10-10 18:39,94.10,not evaluated
2021-10-10 19:09,91.13,not evaluated
2021-10-10 19:39,91.56,not evaluated
2021-10-10 20:09,92.55,not evaluated
2021-10-10 20:39,91.44,not evaluated
2021-10-10 21:09,87.60,not evaluated
2021-10-10 21:39,88.00,not evaluated
2021-10-10 22:09,92.32,not evaluated
2021-10-10 22:39,75.25,not evaluated
2021-10-10 23:09,87.11,not evaluated
2021-10-10 23:39,79.62,not evaluated
2021-10-11 00:09,85.05,not evaluated
2021-10-11 00:39,76.14,not evaluated
2021-10-11 01:09,77.27,not evaluated
2021-10-11 01:39,85.72,not evaluated
2021-10-11 02:09,81.33,not evaluated
2021-10-11 02:39,77.03,not evaluated
2021-10-11 03:09,79.55,not evaluated
2021-10-11 03:39,114.06,not evaluated
2021-10-11 04:09,81.77,not evaluated
2021-10-11 04:39,78.84,not evaluated
2021-10-11 05:09,80.01,not evaluated
2021-10-11 05:39,79.74,not evaluated
2021-10-11 06:09,90.67,not evaluated
2021-10-11 06:39,90.31,not evaluated
2021-10-11 07:09,86.50,not evaluated
2021-10-11 07:39,82.88,not evaluated
2021-10-11 08:09,82.20,not evaluated
2021-10-11 08:39,82.53,not evaluated
2021-10-11 09:09,82.42,not evaluated
2021-10-11 09:39,75.46,not evaluated
2021-10-11 10:09,93.52,not evaluated
2021-10-11 10:39,88.89,not evaluated
2021-10-11 11:09,67.82,not evaluated
2021-10-11 11:39,77.08,not evaluated
2021-10-11 12:09,88.90,not evaluated
2021-10-11 12:39,90.53,not evaluated
2021-10-11 13:09,79.68,not evaluated
2021-10-11 13:39,63.26,not evaluated
2021-10-11 14:09,78.63,not evaluated
2021-10-11 14:39,88.69,not evaluated
2021-10-11 15:09,92.27,not evaluated
2021-10-11 15:39,98.58,not evaluated
2021-10-11 16:09,93.12,not evaluated
2021-10-11 16:39,97.20,not evaluated
2021-10-11 17:09,94.92,not evaluated
2021-10-11 17:39,94.77,not evaluated
2021-10-11 18:09,98.12,not evaluated
2021-10-11 18:39,95.30,not evaluated
2021-10-11 19:09,89.50,not evaluated
2021-10-11 19:39,96.20,not evaluated
2021-10-11 20:09,99.84,not evaluated
2021-10-11 20:39,96.45,not evaluated
2021-10-11 21:09,94.54,not evaluated
2021-10-11 21:39,94.56,not evaluated
2021-10-11 22:09,98.84,not evaluated
2021-10-11 22:39,92.17,not evaluated
2021-10-11 23:09,93.68,not evaluated
2021-10-11 23:39,94.41,not evaluated
2021-10-12 00:09,97.60,not evaluated
2021-10-12 00:39,96.67,not evaluated
2021-10-12 01:09,92.27,not evaluated
2021-10-12 01:39,92.35,not evaluated
2021-10-12 02:09,92.70,not evaluated
2021-10-12 02:39,95.07,not evaluated
2021-10-12 03:09,93.25,not evaluated
2021-10-12 03:39,96.28,not evaluated
2021-10-12 04:09,97.78,not evaluated
2021-10-12 04:39,101.86,not evaluated
2021-10-12 05:09,100.91,not evaluated
2021-10-12 05:39,98.51,not evaluated
2021-10-12 06:09,98.81,not evaluated
2021-10-12 06:39,104.80,not evaluated
2021-10-12 07:09,91.24,not evaluated
2021-10-12 07:39,99.34,not evaluated
2021-10-12 08:09,98.69,not evaluated
2021-10-12 08:39,100.44,not evaluated
2021-10-12 09:09,101.37,not evaluated
2021-10-12 09:39,97.38,not evaluated
2021-10-12 10:09,102.30,not evaluated
2021-10-12 10:39,100.44,not evaluated
2021-10-12 11:09,98.72,not evaluated
2021-10-12 11:39,107.96,not evaluated
2021-10-12 12:09,107.02,not evaluated
2021-10-12 12:39,100.11,not evaluated
2021-10-12 13:09,97.55,not evaluated
2021-10-12 13:39,102.29,not evaluated
2021-10-12 14:09,103.61,not evaluated
2021-10-12 14:39,107.62,not evaluated
2021-10-12 15:09,103.35,not evaluated
2021-10-12 15:39,100.75,not evaluated
2021-10-12 16:09,99.28,not evaluated
2021-10-12 16:39,106.39,not evaluated
2021-10-12 17:09,99.58,not evaluated
2021-10-12 17:39,100.77,not evaluated
2021-10-12 18:09,95.44,not evaluated
2021-10-12 18:39,101.31,not evaluated
2021-10-12 19:09,100.86,not evaluated
2021-10-12 19:39,104.13,not evaluated
2021-10-12 20:09,100.77,not evaluated
2021-10-12 20:39,94.70,not evaluated
2021-10-12 21:09,98.01,not evaluated
2021-10-12 21:39,106.04,not evaluated
2021-10-12 22:09,93.65,not evaluated
2021-10-12 22:39,98.69,not evaluated
2021-10-12 23:09,99.85,not evaluated
2021-10-12 23:39,98.02,not evaluated
2021-10-13 00:09,99.14,not evaluated
2021-10-13 00:39,98.88,not evaluated
2021-10-13 01:09,100.59,not evaluated
2021-10-13 01:39,96.80,not evaluated
2021-10-13 02:09,100.71,not evaluated
2021-10-13 02:39,101.18,not evaluated
2021-10-13 03:09,102.91,not evaluated
2021-10-13 03:39,94.23,not evaluated
2021-10-13 04:09,102.51,not evaluated
2021-10-13 04:39,101.02,not evaluated
2021-10-13 05:09,96.28,not evaluated
2021-10-13 05:39,101.21,not evaluated
2021-10-13 06:09,101.81,not evaluated
2021-10-13 06:39,104.02,not evaluated
2021-10-13 07:09,94.12,not evaluated
2021-10-13 07:39,108.25,not evaluated
2021-10-13 08:09,101.02,not evaluated
2021-10-13 08:39,95.84,not evaluated
2021-10-13 09:09,103.61,not evaluated
2021-10-13 09:39,109.30,not evaluated
2021-10-13 10:09,103.41,not evaluated
2021-10-13 10:39,104.82,not evaluated
2021-10-13 11:09,104.30,not evaluated
2021-10-13 11:39,105.58,not evaluated
2021-10-13 12:09,107.55,not evaluated
2021-10-13 12:39,103.27,not evaluated
2021-10-13 13:09,105.62,not evaluated
2021-10-13 13:39,101.88,not evaluated
2021-10-13 14:09,105.46,not evaluated
2021-10-13 14:39,97.68,not evaluated
2021-10-13 15:09,107.55,not evaluated
2021-10-13 15:39,104.30,not evaluated
2021-10-13 16:09,98.00,not evaluated
2021-10-13 16:39,104.37,not evaluated
2021-10-13 17:09,100.38,not evaluated
2021-10-13 17:39,107.83,not evaluated
2021-10-13 18:09,100.06,not evaluated
2021-10-13 18:39,97.70,not evaluated
2021-10-13 19:09,101.90,not evaluated
2021-10-13 19:39,95.28,not evaluated
2021-10-13 20:09,103.81,not evaluated
2021-10-13 20:39,98.79,not evaluated
2021-10-13 21:09,113.04,not evaluated
2021-10-13 21:39,100.77,not evaluated
2021-10-13 22:09,97.02,not evaluated
2021-10-13 22:39,111.15,not evaluated
2021-10-13 23:09,105.09,not evaluated
2021-10-13 23:39,114.31,not evaluated
2021-10-14 00:09,112.27,not evaluated
2021-10-14 00:39,107.44,not evaluated
2021-10-14 01:09,107.66,not evaluated
2021-10-14 01:39,102.04,not evaluated
2021-10-14 02:09,112.37,not evaluated
2021-10-14 02:39,106.45,not evaluated
2021-10-14 03:09,107.03,not evaluated
2021-10-14 03:39,115.61,not evaluated
2021-10-14 04:09,109.97,not evaluated
2021-10-14 04:39,107.02,not evaluated
2021-10-14 05:09,110.84,not evaluated
2021-10-14 05:39,111.44,not evaluated
2021-10-14 06:09,109.49,not evaluated
2021-10-14 06:39,105.21,not evaluated
2021-10-14 07:09,111.37,not evaluated
2021-10-14 07:39,105.67,not evaluated
2021-10-14 08:09,115.09,not evaluated
2021-10-14 08:39,103.58,not evaluated
2021-10-14 09:09,106.41,not evaluated
2021-10-14 09:39,107.98,not evaluated
2021-10-14 10:09,106.38,not evaluated
2021-10-14 10:39,112.04,not evaluated
2021-10-14 11:09,104.38,not evaluated
2021-10-14 11:39,108.03,not evaluated
2021-10-14 12:09,108.18,not evaluated
2021-10-14 12:39,102.87,not evaluated
2021-10-14 13:09,114.03,not evaluated
2021-10-14 13:39,113.06,not evaluated
2021-10-14 14:09,111.37,not evaluated
2021-10-14 14:39,120.87,not evaluated
2021-10-14 15:09,118.33,not evaluated
2021-10-14 15:39,113.96,not evaluated
2021-10-14 16:09,108.82,not evaluated
2021-10-14 16:39,117.31,not evaluated
2021-10-14 17:09,110.16,not evaluated
2021-10-14 17:39,102.74,not evaluated
2021-10-14 18:09,104.54,not evaluated
2021-10-14 18:39,107.81,not evaluated
2021-10-14 19:09,106.75,not evaluated
2021-10-14 19:39,111.07,not evaluated
2021-10-14 20:09,102.47,not evaluated
2021-10-14 20:39,107.59,not evaluated
2021-10-14 21:09,107.57,not evaluated
2021-10-14 21:39,107.09,not evaluated
2021-10-14 22:09,107.47,not evaluated
2021-10-14 22:39,99.49,not evaluated
2021-10-14 23:09,102.34,not evaluated
2021-10-14 23:39,104.92,not evaluated
2021-10-15 00:09,110.23,not evaluated
2021-10-15 00:39,105.11,not evaluated
2021-10-15 01:09,106.96,not evaluated
2021-10-15 01:39,101.76,not evaluated
2021-10-15 02:09,101.75,not evaluated
2021-10-15 02:39,102.82,not evaluated
2021-10-15 03:09,109.04,not evaluated
2021-10-15 03:39,103.00,not evaluated
2021-10-15 04:09,102.14,not evaluated
2021-10-15 04:39,106.58,not evaluated
2021-10-15 05:09,100.97,not evaluated
2021-10-15 05:39,102.92,not evaluated
2021-10-15 06:09,88.72,not evaluated
2021-10-15 06:39,100.86,not evaluated
2021-10-15 07:09,104.97,not evaluated
2021-10-15 07:39,97.68,not evaluated
2021-10-15 08:09,97.71,not evaluated
2021-10-15 08:39,95.88,not evaluated
2021-10-15 09:09,103.86,not evaluated
2021-10-15 09:39,105.53,not evaluated
2021-10-15 10:09,99.66,not evaluated
2021-10-15 10:39,96.26,not evaluated
2021-10-15 11:09,100.84,not evaluated
2021-10-15 11:39,101.46,not evaluated
2021-10-15 12:09,107.42,not evaluated
2021-10-15 12:39,104.05,not evaluated
2021-10-15 13:09,101.73,not evaluated
2021-10-15 13:39,105.10,not evaluated
2021-10-15 14:09,105.01,not evaluated
2021-10-15 14:39,102.59,not evaluated
2021-10-15 15:09,106.98,not evaluated
2021-10-15 15:39,93.72,not evaluated
2021-10-15 16:09,92.83,not evaluated
2021-10-15 16:39,99.46,not evaluated
2021-10-15 17:09,97.60,not evaluated
2021-10-15 17:39,103.87,not evaluated
2021-10-15 18:09,100.84,not evaluated
2021-10-15 18:39,100.38,not evaluated
2021-10-15 19:09,91.99,not evaluated
2021-10-15 19:39,103.77,not evaluated
2021-10-15 20:09,107.95,not evaluated
2021-10-15 20:39,100.47,not evaluated
2021-10-15 21:09,99.32,not evaluated
2021-10-15 21:39,96.41,not evaluated
2021-10-15 22:09,99.99,not evaluated
2021-10-15 22:39,99.38,not evaluated
2021-10-15 23:09,102.13,not evaluated
2021-10-15 23:39,101.27,not evaluated
2021-10-16 00:09,107.81,not evaluated
2021-10-16 00:39,100.21,not evaluated
2021-10-16 01:09,104.31,not evaluated
2021-10-16 01:39,102.46,not evaluated
2021-10-16 02:09,104.65,not evaluated
2021-10-16 02:39,99.25,not evaluated
2021-10-16 03:09,105.85,not evaluated
2021-10-16 03:39,107.69,not evaluated
2021-10-16 04:09,103.55,not evaluated
2021-10-16 04:39,103.53,not evaluated
2021-10-16 05:09,112.65,not evaluated
2021-10-16 05:39,102.42,not evaluated
2021-10-16 06:09,110.55,not evaluated
2021-10-16 06:39,96.89,not evaluated
2021-10-16 07:09,97.87,not evaluated
2021-10-16 07:39,96.83,not evaluated
2021-10-16 08:09,104.00,not evaluated
2021-10-16 08:39,106.93,not evaluated
2021-10-16 09:09,100.83,not evaluated
2021-10-16 09:39,101.61,not evaluated
2021-10-16 10:09,108.22,not evaluated
2021-10-16 10:39,107.06,not evaluated
2021-10-16 11:09,105.66,not evaluated
2021-10-16 11:39,103.71,not evaluated
2021-10-16 12:09,112.62,not evaluated
2021-10-16 12:39,111.24,not evaluated
2021-10-16 13:09,110.56,not evaluated
2021-10-16 13:39,116.85,not evaluated
2021-10-16 14:09,112.90,not evaluated
2021-10-16 14:39,116.03,not evaluated
2021-10-16 15:09,110.09,not evaluated
2021-10-16 15:39,109.64,not evaluated
2021-10-16 16:09,108.88,not evaluated
2021-10-16 16:39,109.20,not evaluated
2021-10-16 17:09,116.47,not evaluated
2021-10-16 17:39,164.76,not evaluated
2021-10-16 18:09,159.97,not evaluated
2021-10-16 18:39,109.83,not evaluated
2021-10-16 19:09,161.02,not evaluated
2021-10-16 19:39,170.72,not evaluated
